timestamp,natural_gas_cost
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/1/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/2/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/3/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/4/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/5/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/6/2018,8.393
1/7/2018,8.393
1/7/2018,8.393
1/7/2018,8.393
