Qch(tons),Qin(MMBtu/h)
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7.77E-02,0.138289114
7.95E-02,0.141563455
8.09E-02,0.144085735
8.20E-02,0.14603487
7.73E-02,0.137656413
7.17E-02,0.127671633
7.42E-02,0.132385389
7.99E-02,0.142751304
8.35E-02,0.149240517
8.58E-02,0.153422784
8.14E-02,0.145633534
7.55E-02,0.135092735
7.90E-02,0.141387299
8.51E-02,0.152385088
8.96E-02,0.160304764
8.59E-02,0.153744985
7.99E-02,0.142983511
7.70E-02,0.137824052
8.15E-02,0.145982354
8.86E-02,0.158697733
9.23E-02,0.165251489
8.77E-02,0.156923999
8.13E-02,0.145590569
7.98E-02,0.142822642
8.54E-02,0.152771141
8.93E-02,0.159668603
8.43E-02,0.150773494
7.78E-02,0.139024239
7.44E-02,0.133023745
7.27E-02,0.130013445
7.81E-02,0.139752338
8.61E-02,0.153999461
9.06E-02,0.162202006
9.25E-02,0.165572431
8.52E-02,0.152600696
7.66E-02,0.137153367
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2.71E-02,4.96E-02
4.45E-02,8.13E-02
5.00E-02,9.11E-02
5.29E-02,9.62E-02
5.58E-02,0.101357222
5.82E-02,0.105492309
6.01E-02,0.108740394
6.15E-02,0.111294511
6.28E-02,0.113394354
6.38E-02,0.115143236
6.47E-02,0.116620597
6.55E-02,0.117950885
6.62E-02,0.119187675
6.98E-02,0.125613075
7.43E-02,0.133859302
7.76E-02,0.139788708
7.67E-02,0.138270704
7.46E-02,0.134440268
7.39E-02,0.133236234
7.68E-02,0.138474033
8.10E-02,0.145983338
8.36E-02,0.150752107
8.19E-02,0.147544345
7.87E-02,0.141874486
7.73E-02,0.13935618
8.03E-02,0.144749431
8.48E-02,0.152781325
8.37E-02,0.150784142
8.07E-02,0.145437245
7.94E-02,0.143084183
7.90E-02,0.142387306
5.50E-02,9.93E-02
5.62E-02,0.101407581
5.68E-02,0.10269502
5.72E-02,0.103537823
7.01E-02,0.126883418
6.36E-02,0.115238884
5.02E-02,9.09E-02
5.46E-02,9.90E-02
5.72E-02,0.103770491
4.50E-02,8.17E-02
7.27E-02,0.131917474
6.62E-02,0.120287984
5.26E-02,9.55E-02
5.78E-02,0.105718633
3.41E-02,6.12E-02
3.15E-02,5.59E-02
7.66E-02,0.139334901
5.66E-02,0.102833037
5.56E-02,0.101092383
4.98E-02,9.07E-02
7.15E-02,0.129841011
6.46E-02,0.117256456
6.16E-02,0.111857174
6.03E-02,0.109428176
4.96E-02,9.01E-02
5.53E-02,0.100401588
4.50E-02,8.16E-02
2.52E-02,4.52E-02
3.96E-02,7.05E-02
7.39E-02,0.133980288
8.29E-02,0.150197933
9.29E-02,0.168149883
9.65E-02,0.174405799
8.23E-02,0.148639421
8.38E-02,0.151301173
8.04E-02,0.144997521
7.88E-02,0.142015729
7.66E-02,0.138009361
7.56E-02,0.13604348
7.49E-02,0.134686383
7.44E-02,0.133637393
7.39E-02,0.13273895
7.27E-02,0.130567282
7.16E-02,0.128845204
7.10E-02,0.12779786
7.04E-02,0.126951257
7.00E-02,0.126219509
6.96E-02,0.125550993
6.92E-02,0.124841029
6.88E-02,0.124049355
6.84E-02,0.123254719
6.79E-02,0.122252428
6.75E-02,0.121443251
6.71E-02,0.120673325
8.77E-02,0.15756526
6.38E-02,0.114522316
8.36E-02,0.150036493
6.45E-02,0.115793355
6.41E-02,0.114966216
7.07E-02,0.126490826
6.26E-02,0.111783354
8.45E-02,0.150444792
8.69E-02,0.154469755
6.26E-02,0.111144549
6.13E-02,0.108730398
8.96E-02,0.158903337
0,0
0,0
0,0
0,0
0,0
0,0
6.71E-02,0.117882388
6.74E-02,0.117917898
8.59E-02,0.149571778
6.80E-02,0.118182699
6.84E-02,0.118402044
8.66E-02,0.14910689
6.89E-02,0.118172175
6.90E-02,0.117825144
8.64E-02,0.146700334
6.89E-02,0.116524265
6.91E-02,0.116397968
8.62E-02,0.144686666
6.87E-02,0.114925391
6.89E-02,0.114892637
8.58E-02,0.142463225
6.84E-02,0.113165446
6.87E-02,0.113321984
8.53E-02,0.140223573
6.79E-02,0.111314258
6.82E-02,0.111606349
8.43E-02,0.137440744
6.71E-02,0.109135628
6.75E-02,0.109505125
8.32E-02,0.134582745
6.63E-02,0.106992335
6.68E-02,0.107617108
8.23E-02,0.132267368
6.57E-02,0.105332664
6.64E-02,0.106256545
8.17E-02,0.13037062
6.52E-02,0.103890034
6.58E-02,0.104793938
6.58E-02,0.104592586
6.56E-02,0.104072822
6.53E-02,0.103474827
7.72E-02,0.122074783
7.19E-02,0.113539537
6.47E-02,0.102041071
6.59E-02,0.103884583
8.08E-02,0.127148569
6.50E-02,0.102261069
7.04E-02,0.110482991
6.75E-02,0.105800811
6.98E-02,0.109469399
7.00E-02,0.109675582
7.03E-02,0.109979184
7.07E-02,0.110575133
7.12E-02,0.111218907
7.17E-02,0.112109078
7.20E-02,0.112910922
7.24E-02,0.113682424
7.28E-02,0.114425034
7.32E-02,0.115121175
7.36E-02,0.115791969
7.68E-02,0.121076546
8.11E-02,0.127879824
8.35E-02,0.131804697
8.20E-02,0.129523318
7.86E-02,0.124225494
7.67E-02,0.121213315
7.88E-02,0.124610468
8.24E-02,0.130377668
8.46E-02,0.13391997
8.28E-02,0.131178143
7.93E-02,0.125730857
7.74E-02,0.122750985
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5.55E-02,0.100021188
5.56E-02,9.98E-02
5.54E-02,9.91E-02
5.50E-02,9.82E-02
4.22E-02,7.53E-02
4.01E-02,7.14E-02
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6.29E-02,0.113112917
6.51E-02,0.116800052
6.62E-02,0.118628794
6.74E-02,0.120363598
6.64E-02,0.118278784
6.65E-02,0.118007883
6.94E-02,0.122866797
7.25E-02,0.128039924
7.48E-02,0.131848497
7.23E-02,0.127252994
6.97E-02,0.122434819
6.87E-02,0.120428023
7.17E-02,0.125463332
7.50E-02,0.131273064
7.72E-02,0.135189015
7.60E-02,0.13293973
7.37E-02,0.128918122
7.27E-02,0.127167875
7.49E-02,0.131041818
7.82E-02,0.136856544
8.03E-02,0.140345885
7.83E-02,0.136906504
7.51E-02,0.131367221
7.35E-02,0.128414399
7.58E-02,0.132398492
7.94E-02,0.138755148
8.18E-02,0.142788378
7.97E-02,0.139102461
7.62E-02,0.133083683
7.41E-02,0.129268315
7.61E-02,0.132778013
8.06E-02,0.140643854
7.88E-02,0.137353062
7.31E-02,0.127505657
7.00E-02,0.122024498
6.81E-02,0.118803158
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1.98E-02,3.56E-02
4.05E-02,7.26E-02
4.11E-02,7.36E-02
4.88E-02,8.71E-02
5.35E-02,9.51E-02
5.71E-02,0.100907759
5.98E-02,0.105165961
6.17E-02,0.108060291
6.33E-02,0.110212044
6.45E-02,0.111755225
6.55E-02,0.112978463
6.64E-02,0.114005131
6.72E-02,0.114892009
6.99E-02,0.119265928
7.29E-02,0.124074611
7.49E-02,0.127266539
7.44E-02,0.126037304
7.28E-02,0.123199819
7.21E-02,0.12173888
6.22E-02,0.104877681
5.81E-02,9.78E-02
5.65E-02,9.49E-02
5.57E-02,9.35E-02
5.54E-02,9.29E-02
5.54E-02,9.27E-02
5.54E-02,9.27E-02
5.59E-02,9.36E-02
5.60E-02,9.36E-02
5.66E-02,9.46E-02
5.69E-02,9.50E-02
5.75E-02,9.59E-02
4.63E-02,7.75E-02
4.98E-02,8.37E-02
5.19E-02,8.76E-02
5.33E-02,9.02E-02
6.75E-02,0.114628756
6.33E-02,0.107818997
4.93E-02,8.41E-02
5.22E-02,8.93E-02
5.38E-02,9.22E-02
5.47E-02,9.39E-02
6.86E-02,0.117809424
6.42E-02,0.110342883
6.14E-02,0.105797865
6.06E-02,0.10436394
6.01E-02,0.103691238
5.99E-02,0.103378443
5.98E-02,0.103260293
5.97E-02,0.103215727
5.95E-02,0.103012085
5.94E-02,0.102948486
5.94E-02,0.102938623
5.94E-02,0.102968781
5.93E-02,0.103019256
5.93E-02,0.10308414
4.77E-02,8.29E-02
5.14E-02,8.94E-02
5.35E-02,9.31E-02
5.47E-02,9.54E-02
6.88E-02,0.119996331
5.34E-02,9.33E-02
5.03E-02,8.79E-02
5.18E-02,9.04E-02
6.50E-02,0.113695975
6.04E-02,0.105765258
5.82E-02,0.101854027
5.69E-02,9.97E-02
7.50E-02,0.131566984
7.08E-02,0.124228019
7.00E-02,0.122848283
6.98E-02,0.122670499
5.35E-02,9.40E-02
5.45E-02,9.59E-02
6.31E-02,0.111187471
6.72E-02,0.118183056
6.95E-02,0.122172518
7.10E-02,0.124655396
7.19E-02,0.12626841
7.26E-02,0.127381735
8.95E-02,0.156875154
7.12E-02,0.124733076
7.27E-02,0.127265382
7.33E-02,0.128385673
7.38E-02,0.129092431
7.41E-02,0.129573257
7.43E-02,0.129927351
7.45E-02,0.130214364
7.46E-02,0.130421872
7.48E-02,0.130618509
7.49E-02,0.130794762
7.50E-02,0.13094984
7.50E-02,0.130603676
7.49E-02,0.129854204
7.50E-02,0.129416704
7.49E-02,0.128643786
7.47E-02,0.127746482
7.43E-02,0.126633984
0,0
0,0
0,0
0,0
0,0
0,0
7.47E-02,0.125959169
7.44E-02,0.125206755
7.42E-02,0.124450054
7.42E-02,0.123967566
7.42E-02,0.123630473
7.43E-02,0.123392687
7.45E-02,0.12343151
7.45E-02,0.122981468
7.43E-02,0.122269962
7.41E-02,0.121661201
7.39E-02,0.121073604
7.38E-02,0.120504856
7.38E-02,0.12026748
7.36E-02,0.119601916
7.32E-02,0.118698213
7.28E-02,0.117909415
7.25E-02,0.117150149
7.22E-02,0.116409473
7.21E-02,0.11602402
8.76E-02,0.140630933
6.91E-02,0.110661769
7.02E-02,0.112210373
8.56E-02,0.136632154
6.78E-02,0.108091951
6.92E-02,0.110143023
8.44E-02,0.134002297
6.69E-02,0.106135291
6.81E-02,0.107937864
8.29E-02,0.131092618
6.59E-02,0.104110718
6.76E-02,0.106622323
8.23E-02,0.129683057
6.57E-02,0.103458409
6.75E-02,0.106138559
8.20E-02,0.128894495
6.57E-02,0.103193387
6.79E-02,0.106545119
8.25E-02,0.129297726
6.64E-02,0.104006594
6.88E-02,0.107808943
8.34E-02,0.130452247
7.33E-02,0.114678754
6.97E-02,0.108995905
6.76E-02,0.105605942
6.67E-02,0.104172711
5.43E-02,8.48E-02
5.75E-02,8.99E-02
5.88E-02,9.18E-02
5.96E-02,9.31E-02
6.03E-02,9.43E-02
6.11E-02,9.55E-02
6.19E-02,9.67E-02
6.27E-02,9.80E-02
6.35E-02,9.92E-02
6.42E-02,0.100535396
6.49E-02,0.101903105
6.56E-02,0.10320824
6.63E-02,0.104473177
6.69E-02,0.105700235
6.76E-02,0.106895124
6.82E-02,0.108021742
6.87E-02,0.109103967
6.93E-02,0.110157426
6.98E-02,0.111188022
7.04E-02,0.112208463
7.09E-02,0.113212111
6.19E-02,9.89E-02
6.09E-02,9.73E-02
6.06E-02,9.67E-02
6.05E-02,9.65E-02
6.05E-02,9.66E-02
6.06E-02,9.67E-02
6.07E-02,9.73E-02
6.08E-02,9.84E-02
6.09E-02,9.94E-02
6.10E-02,0.100242836
6.10E-02,0.101047179
6.11E-02,0.1017068
7.96E-03,1.26E-02
7.20E-04,1.12E-03
4.55E-05,7.04E-05
4.88E-02,7.78E-02
6.60E-02,0.112208159
6.12E-02,0.104448897
5.93E-02,0.101565707
5.91E-02,0.101504755
5.88E-02,0.101286114
5.87E-02,0.101356349
5.87E-02,0.101520725
2.11E-02,3.65E-02
2.53E-02,2.07E-03
5.98E-03,9.81E-03
6.25E-02,0.109051373
5.90E-02,0.10322225
5.80E-02,0.101644852
5.75E-02,0.10094703
5.30E-02,9.32E-02
5.15E-02,9.11E-02
3.07E-02,5.37E-02
7.71E-02,0.13584616
7.18E-02,0.126627698
6.85E-02,0.120850199
5.46E-02,9.63E-02
4.92E-02,8.72E-02
3.12E-02,5.47E-02
7.60E-02,0.134410318
7.04E-02,0.124608536
6.68E-02,0.118285106
8.77E-02,0.154948882
8.18E-02,0.144425917
8.05E-02,0.141781802
6.17E-02,0.108622096
6.37E-02,0.111885224
6.44E-02,0.112972562
8.48E-02,0.148747917
7.90E-02,0.138417476
7.80E-02,0.136493896
7.72E-02,0.135099313
6.10E-02,0.106641116
6.40E-02,0.111930002
8.30E-02,0.145035507
7.65E-02,0.133604914
7.53E-02,0.131490014
7.46E-02,0.130355944
7.40E-02,0.129394244
7.35E-02,0.128527194
6.00E-02,0.105064477
6.41E-02,0.112269328
6.56E-02,0.114894411
6.62E-02,0.115901504
6.63E-02,0.116119332
6.63E-02,0.116212813
6.62E-02,0.11593596
6.62E-02,0.11538098
6.61E-02,0.114749359
6.59E-02,0.113888188
6.58E-02,0.113178739
6.57E-02,0.112688673
7.39E-02,0.126393514
7.73E-02,0.131762732
7.93E-02,0.134792898
8.05E-02,0.136396756
8.14E-02,0.137590738
7.56E-02,0.138766826
7.52E-02,0.138137569
7.47E-02,0.137230496
7.43E-02,0.136505956
7.42E-02,0.136286899
7.38E-02,0.135631489
7.33E-02,0.134654283
7.30E-02,0.134056982
7.27E-02,0.133510204
7.24E-02,0.133047643
7.25E-02,0.13310935
7.22E-02,0.132699168
7.19E-02,0.132068027
8.79E-02,0.161376787
6.66E-02,0.122427779
6.82E-02,0.12524213
8.54E-02,0.156856024
6.56E-02,0.120450494
6.74E-02,0.123794471
6.85E-02,0.125921009
6.91E-02,0.126973318
6.95E-02,0.127734922
6.98E-02,0.128215073
7.02E-02,0.128972166
7.03E-02,0.12915369
8.69E-02,0.159505482
6.56E-02,0.120539905
6.74E-02,0.123805336
8.49E-02,0.155954598
6.52E-02,0.119807653
6.72E-02,0.123456793
6.85E-02,0.125916971
6.93E-02,0.127368659
7.00E-02,0.128514371
7.04E-02,0.129378602
7.10E-02,0.130490538
7.13E-02,0.131049378
7.11E-02,0.130654289
7.10E-02,0.130507384
7.10E-02,0.130444157
7.10E-02,0.130423522
7.10E-02,0.13042434
7.36E-02,0.13512238
8.23E-02,0.151208663
9.15E-02,0.168092694
8.20E-02,0.150528425
8.41E-02,0.154472741
8.05E-02,0.147798266
7.87E-02,0.144584962
7.78E-02,0.142950823
7.73E-02,0.141945562
7.71E-02,0.141635051
7.71E-02,0.141651586
7.72E-02,0.141836041
7.74E-02,0.142083111
8.23E-02,0.151116834
8.83E-02,0.16216833
9.10E-02,0.167119035
8.92E-02,0.163812156
8.51E-02,0.156277615
8.25E-02,0.151571224
8.63E-02,0.15842615
9.09E-02,0.166894172
9.31E-02,0.170916612
8.27E-02,0.151808058
8.71E-02,0.159863111
8.50E-02,0.15606029
8.85E-02,0.162455567
9.24E-02,0.169666291
9.41E-02,0.172857877
8.32E-02,0.152842804
8.76E-02,0.160146423
8.53E-02,0.156710919
8.89E-02,0.163169921
9.29E-02,0.170416166
9.47E-02,0.173637748
8.37E-02,0.153427857
8.82E-02,0.16179372
8.63E-02,0.15828113
8.98E-02,0.164556957
9.37E-02,0.171766638
9.53E-02,0.174623545
8.38E-02,0.153640218
8.78E-02,0.160922004
8.52E-02,0.156198398
8.90E-02,0.16324686
9.35E-02,0.171433013
9.56E-02,0.175167994
8.39E-02,0.15389009
8.77E-02,0.160719929
8.64E-02,0.158346158
9.15E-02,0.167714233
9.40E-02,0.172352375
9.51E-02,0.174346971
8.29E-02,0.151983003
8.47E-02,0.155365438
8.01E-02,0.146854989
8.53E-02,0.156333792
9.17E-02,0.16814605
8.94E-02,0.163962793
8.31E-02,0.152336998
7.87E-02,0.144272737
7.62E-02,0.139673836
7.49E-02,0.137412648
7.44E-02,0.136531664
7.44E-02,0.136353108
7.45E-02,0.136560087
7.47E-02,0.136988795
7.50E-02,0.137544187
7.51E-02,0.137730768
7.51E-02,0.137806291
7.52E-02,0.137820506
7.51E-02,0.137801977
7.51E-02,0.13777293
7.51E-02,0.137730417
7.51E-02,0.137688835
7.51E-02,0.137644819
7.50E-02,0.137594603
7.50E-02,0.137556149
7.50E-02,0.137520481
7.50E-02,0.137486662
7.50E-02,0.13746926
7.50E-02,0.137456436
7.49E-02,0.137432854
7.49E-02,0.137400766
7.49E-02,0.137367467
7.49E-02,0.137329328
7.49E-02,0.137335474
7.49E-02,0.137399268
7.52E-02,0.137858934
7.52E-02,0.137870874
7.52E-02,0.137920458
7.52E-02,0.137934968
7.52E-02,0.137973193
7.50E-02,0.137690367
7.50E-02,0.137583997
7.49E-02,0.137539786
7.49E-02,0.137517242
7.49E-02,0.137501745
7.48E-02,0.137399559
7.49E-02,0.137636226
7.52E-02,0.138184537
7.52E-02,0.138205727
7.56E-02,0.138780869
7.56E-02,0.13880367
7.55E-02,0.138710499
7.54E-02,0.138534858
7.54E-02,0.138427084
7.53E-02,0.138377765
7.56E-02,0.138875014
7.56E-02,0.138788824
7.56E-02,0.138803928
7.54E-02,0.138523161
7.55E-02,0.138622466
7.56E-02,0.138830498
7.61E-02,0.139693741
7.63E-02,0.140058326
7.61E-02,0.139691733
7.59E-02,0.139283235
7.56E-02,0.138948784
7.54E-02,0.138541313
7.55E-02,0.138626552
7.52E-02,0.138166838
7.50E-02,0.137775721
7.52E-02,0.138054162
7.52E-02,0.138173239
7.52E-02,0.138174525
7.55E-02,0.138725604
7.55E-02,0.138748976
7.54E-02,0.138513603
7.51E-02,0.13785834
7.49E-02,0.137603359
7.48E-02,0.137469464
7.51E-02,0.13793104
7.51E-02,0.137872237
7.50E-02,0.137777211
7.53E-02,0.138243032
7.55E-02,0.138619841
7.56E-02,0.138920774
7.61E-02,0.139778775
7.73E-02,0.142032655
7.85E-02,0.144181667
7.90E-02,0.145155427
7.96E-02,0.14619925
8.00E-02,0.146940252
8.03E-02,0.14748544
8.14E-02,0.149560665
8.26E-02,0.151768691
8.31E-02,0.152682211
8.36E-02,0.153499737
8.39E-02,0.154069866
8.41E-02,0.154437256
8.42E-02,0.154614455
8.45E-02,0.15514167
8.49E-02,0.155929418
8.55E-02,0.15694238
8.60E-02,0.157923543
8.65E-02,0.158873809
8.70E-02,0.159795707
8.73E-02,0.160366952
8.75E-02,0.160659321
8.76E-02,0.160911324
8.77E-02,0.161117809
8.78E-02,0.163603567
8.79E-02,0.161414769
7.55E-02,0.138684284
7.03E-02,0.129068617
6.83E-02,0.126595262
6.78E-02,0.124438048
6.78E-02,0.12445106
6.80E-02,0.124900002
6.84E-02,0.125667554
6.89E-02,0.126559764
6.94E-02,0.127422392
6.99E-02,0.128290572
7.03E-02,0.129171891
7.08E-02,0.130368745
7.12E-02,0.130713373
7.15E-02,0.131262767
7.19E-02,0.131847886
7.22E-02,0.132432182
7.25E-02,0.133015424
7.28E-02,0.133570666
7.32E-02,0.134182721
7.35E-02,0.134842333
7.39E-02,0.135439048
7.42E-02,0.136012604
7.45E-02,0.136561222
7.48E-02,0.13707889
7.47E-02,0.137032781
7.47E-02,0.136881724
7.45E-02,0.136668187
7.44E-02,0.13644488
7.43E-02,0.136226947
7.23E-02,0.132645152
7.11E-02,0.13037434
7.08E-02,0.129773961
7.04E-02,0.129147342
7.02E-02,0.128745787
7.00E-02,0.128348783
6.98E-02,0.128020854
8.13E-02,0.149059266
8.69E-02,0.159410776
8.96E-02,0.164296466
8.25E-02,0.151327811
8.28E-02,0.151717855
8.28E-02,0.151747658
8.27E-02,0.15158816
8.26E-02,0.151491624
8.26E-02,0.151381791
8.25E-02,0.151276064
8.25E-02,0.15118162
8.24E-02,0.151086418
8.20E-02,0.150297432
8.92E-02,0.163580898
8.82E-02,0.161785091
8.70E-02,0.159441273
8.55E-02,0.15679014
8.40E-02,0.153981835
8.23E-02,0.150978103
8.07E-02,0.147995948
7.90E-02,0.14488687
7.74E-02,0.14186688
7.58E-02,0.138930433
7.41E-02,0.135955906
7.33E-02,0.134426165
7.27E-02,0.133306643
7.23E-02,0.132551286
7.20E-02,0.131960849
7.16E-02,0.131333289
7.13E-02,0.130702499
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6.65E-02,0.122161289
6.61E-02,0.121326872
6.57E-02,0.120724636
6.55E-02,0.120210372
6.52E-02,0.119741455
6.49E-02,0.119292128
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4.56E-02,8.38E-02
4.57E-02,8.40E-02
5.31E-02,9.76E-02
5.56E-02,0.102248815
