Qch(tons),P(kW)
3.762062112,1.433435774
3.81485735,1.455774145
3.876336291,1.479857324
3.943742473,1.50648762
4.014904726,1.534086295
4.196744717,1.603252116
4.471911867,1.703742404
4.45151003,1.697692923
4.638345811,1.770749936
4.707995261,1.791513745
4.778131511,1.816456722
4.932472357,1.87413961
5.324918959,2.028304272
5.384828853,2.05353152
5.787461495,2.204171473
5.917253041,2.249610735
6.192797729,2.359116119
6.311668711,2.404068841
6.660330213,2.539295509
6.891311064,2.631557853
7.745596675,2.959322533
8.086619193,3.077543119
8.800080575,3.353296704
9.146181517,3.476851206
9.480646037,3.614583869
9.676239778,3.690446898
10.03372124,3.831899949
10.18465986,3.888048348
10.48460565,3.982864207
10.61786369,4.033716748
11.26345182,4.295500079
11.57236416,4.412665051
12.24714394,4.680537091
12.57764751,4.791930139
13.24066289,5.058172855
13.57408323,5.186977584
13.96000273,5.316203908
14.45592704,5.511659789
14.93921105,5.694793243
15.41226673,5.857390197
15.88311422,6.051576143
16.35775572,6.237195208
16.64049805,6.328947799
17.07154198,6.484195137
17.54805218,6.660421288
17.97822751,6.84933445
18.37118052,7.032126085
18.7463408,7.170598514
18.91684488,7.21326298
19.01784615,7.238283058
19.06180638,7.245798119
19.07328193,7.245521383
19.05609135,7.236751029
19.01173298,7.218116424
19.14884004,7.269103722
19.31900087,7.332866019
19.49679063,7.399717486
19.67840814,7.498888041
19.8641946,7.606987266
19.37841046,7.399793912
17.98937042,6.85110567
17.52927776,6.666209128
16.12130211,6.119965482
14.96112837,5.694010203
13.62713904,5.187235833
12.30681768,4.687308121
11.25742746,4.301342936
10.11287727,3.854219535
9.030049391,3.438539065
8.263545482,3.154187826
7.60395943,2.906027049
7.135815553,2.728980332
6.799637089,2.601309933
6.461555068,2.462341922
6.151635515,2.341392829
5.874372869,2.232553053
5.612051293,2.144318567
5.351392343,2.045719762
5.250405199,2.007461916
5.189008782,1.98417068
5.146991037,1.968245587
5.116390598,1.956671936
5.092900444,1.947809991
5.074255836,1.940796085
5.150141381,1.970023461
5.188869194,1.977485382
5.242483439,1.997426306
5.320211047,2.017236132
5.412799274,2.053761065
5.508562309,2.096527581
5.43571019,2.072437676
5.338767827,2.030096052
5.221546881,1.984920987
5.093667629,1.942030233
4.958884498,1.89320635
4.818864734,1.833703069
4.608558468,1.754595214
4.28563722,1.631340925
4.113154581,1.568559322
3.874569437,1.478591989
3.639727994,1.389786043
3.257920168,1.244054921
2.884265393,1.097218491
2.79875464,1.065865694
2.573899563,0.981380466
2.489578006,0.950050993
2.44174804,0.932201407
2.414617281,0.922142666
2.399227808,0.91625979
2.390498386,0.912963256
2.385546766,0.907546635
2.382738042,0.905212817
2.381144841,0.90660995
2.380241124,0.907384624
2.379728505,0.904384265
2.379437731,0.90362499
2.379272794,0.905879375
2.379179237,0.907030855
2.379126168,0.904220768
2.379096065,0.903563679
2.37907899,0.90587503
2.379069304,0.907058648
2.37906381,0.907707407
2.379060694,0.908069457
2.379058926,0.908357041
2.379057923,0.908349779
2.379057355,0.908386432
2.379057032,0.908603691
2.379056849,0.908581096
2.379056722,0.907696753
2.379056668,0.903514862
2.379056647,0.904820724
2.379056634,0.906122079
2.379056623,0.907286979
2.379056617,0.907932942
2.379056614,0.90829501
2.379056612,0.908582898
2.379056611,0.908575674
2.37905661,0.908612263
2.37905661,0.905096011
2.379056609,0.903832553
2.379056609,0.905833234
2.379056609,0.90695145
2.379056609,0.904147148
2.379056609,0.903498427
2.379056609,0.905815312
2.379056609,0.907002379
2.379056609,0.904212461
2.379056609,0.903566773
2.379056609,0.905884662
2.379056609,0.90707199
2.379056609,0.907722846
2.379056609,0.908086077
2.379056609,0.908374325
2.379056609,0.908367422
2.379056609,0.906817591
2.379056609,0.905367697
2.379056609,0.906760193
2.379056609,0.9050736
2.379056609,0.906248626
2.379056609,0.90750732
2.379056609,0.908163933
2.379056609,0.908464423
2.379056609,0.90866891
2.379056609,0.906151065
2.379056609,0.90688348
2.379056609,0.907816187
2.379056609,0.908338772
2.379056609,0.908606736
2.379056609,0.906104524
2.379056609,0.906841229
2.379056609,0.907878105
2.379056609,0.908331664
2.379056609,0.908573244
2.379056609,0.907730489
2.379056609,0.906050991
2.379056609,0.906462804
2.379056609,0.908190596
2.379056609,0.908500717
2.379056609,0.907674698
2.379056609,0.905999464
2.379056609,0.907445032
2.379056609,0.908146946
2.379056609,0.908458404
2.379056609,0.908665546
2.379056609,0.90614836
2.379056609,0.906880929
2.379056609,0.907813671
2.379056609,0.908336265
2.379056609,0.908604234
2.464816569,0.938782366
2.723475051,1.037088036
3.031922428,1.153784683
3.339409089,1.272029482
3.636574652,1.384289665
4.069806091,1.552712554
4.416901363,1.686879242
4.833340949,1.847101445
5.177982557,1.979654301
5.478950398,2.095268336
5.836027831,2.232480539
6.207136443,2.365508392
6.585477703,2.507266217
6.658171218,2.527731767
6.106762602,2.322817336
6.002399187,2.287344373
5.620746081,2.144759732
5.351418919,2.044404014
5.066744432,1.936496255
4.806900368,1.837281674
4.651541781,1.777875636
4.412416449,1.686308139
4.193548413,1.60245529
4.03153999,1.540337217
3.899789112,1.489775041
3.77397447,1.441929012
3.652698641,1.390399893
3.472723098,1.32019863
3.331253255,1.269362626
3.233729417,1.233858777
3.150473431,1.203053995
3.073710975,1.17393377
2.955154494,1.128782674
2.82385811,1.074496209
2.681003277,1.018723595
2.530443319,0.963625842
2.456522028,0.936627655
2.422997582,0.924494354
2.403981395,0.917602931
2.393194778,0.913775104
2.38707625,0.911431923
2.383605617,0.910143701
2.381636958,0.909609621
2.380520269,0.909160576
2.379886846,0.908951929
2.379527547,0.905296835
2.379323741,0.903955453
2.379208135,0.905912381
2.37914256,0.907005692
2.379105363,0.904186982
2.379084264,0.903530174
2.379072296,0.905842619
2.379065507,0.907027138
2.379061656,0.904235578
2.379059472,0.903588999
2.379057832,0.90656173
2.379101229,0.907566351
2.379071364,0.908064191
2.379066159,0.908356221
2.379062026,0.908360157
2.379059682,0.908398806
2.379058352,0.908616254
2.379057598,0.908593551
2.37905717,0.908626674
2.379056927,0.90510949
2.37905679,0.90384577
2.379056712,0.905846433
2.379056667,0.906964643
2.379056642,0.904160226
2.379056628,0.903511462
2.37905662,0.905828399
2.379056615,0.907015484
2.379056613,0.904225462
2.379056611,0.903579737
2.37905661,0.905897681
2.37905661,0.907085028
2.37905661,0.907735888
2.379056609,0.908099113
2.379056609,0.908387352
2.379056609,0.908340242
2.379056609,0.908379785
2.379056609,0.908440638
2.379056609,0.90858757
2.379056609,0.905095168
2.379056609,0.903836847
2.379056609,0.905838683
2.379056609,0.906957154
2.379056609,0.90415286
2.379056609,0.903504134
2.379056609,0.905821046
2.379056609,0.907008123
2.379056609,0.904218159
2.379056609,0.903572455
2.379056609,0.905890369
2.379056609,0.907077705
2.379056609,0.907728563
2.379056609,0.908091791
2.379056609,0.908380035
2.379056609,0.908373125
2.379056609,0.908409966
2.379056609,0.90862733
2.379056609,0.908604774
2.379056609,0.908638019
2.379056609,0.904147034
2.379056609,0.904558521
2.379056609,0.905821742
2.379056609,0.90730427
2.379056609,0.905973872
2.379056609,0.905526816
2.379056609,0.90637863
2.379056609,0.906613736
2.379056609,0.906272475
2.379056609,0.905607148
2.37911994,0.906778658
2.379068234,0.907821471
2.379063139,0.905662945
2.379060277,0.906451553
2.379058669,0.907555418
2.379057683,0.907783448
2.379057241,0.904564435
2.379056947,0.906183772
2.379056808,0.907292463
2.379056716,0.905358559
2.379056672,0.906419834
2.379056643,0.906380103
2.379056629,0.90653609
2.37905662,0.907275255
2.379056615,0.906158975
2.379056613,0.904829773
2.379056611,0.906094624
2.37905661,0.907375
2.37905661,0.907985684
2.37905661,0.908299029
2.379056609,0.90489251
2.379056609,0.905084013
2.379056609,0.903810319
2.379056609,0.905808638
2.379056609,0.906926324
2.379056609,0.904122114
2.379056609,0.903473441
2.379056609,0.905790216
2.379056609,0.906977243
2.379056609,0.904187522
2.379056609,0.903541904
2.379056609,0.905859689
2.379056609,0.907046978
2.379056609,0.907697828
2.379056609,0.908061069
2.379056609,0.908349332
2.379056609,0.908342461
2.379056609,0.908379339
2.379056609,0.908596727
2.379056609,0.908574211
2.379056609,0.908607493
2.379056609,0.905090577
2.379056609,0.903826989
2.379056609,0.905827616
2.379056609,0.906758404
2.379056609,0.906720172
2.379056609,0.907565346
2.379056609,0.907917801
2.379056609,0.908204266
2.379056609,0.908475819
2.379190266,0.908516278
2.379086425,0.908512543
2.379073522,0.905013844
2.379066202,0.90423702
2.379062051,0.906009531
2.379059696,0.906894208
2.37905836,0.904060316
2.379057602,0.908289515
2.379057173,0.908323443
2.379056929,0.908369107
2.37905679,0.908588371
2.379056712,0.908566253
2.379056668,0.908599618
2.379056642,0.905082787
2.379056628,0.903819231
2.37905662,0.905819829
2.379056615,0.906938018
2.379056613,0.90413382
2.379056611,0.903485135
2.37905661,0.905801964
2.37905661,0.90698901
2.37905661,0.904199197
2.379056609,0.903553546
2.379056609,0.90587138
2.379056609,0.907058687
2.379056609,0.90770954
2.379056609,0.908072776
2.379056609,0.908361032
2.379056609,0.908354146
2.379056609,0.90839101
2.379056609,0.908608389
2.379056609,0.908585858
2.379056609,0.908619125
2.379056609,0.905102099
2.379056609,0.903838461
2.379056609,0.905839128
2.379056609,0.907441362
2.379056609,0.906949078
2.379056609,0.906817751
2.379056609,0.907789168
2.379056609,0.907316823
2.379056609,0.905876113
2.379056609,0.905995655
2.379056609,0.906842243
2.379056609,0.907706716
2.379056609,0.9082325
2.379056609,0.908516863
2.379056609,0.908671071
2.379056609,0.908694959
2.379056609,0.908532872
2.379056609,0.908535997
2.379056609,0.905034901
2.379056609,0.904259248
2.379056609,0.906033069
2.379056609,0.906918589
2.379056609,0.904084989
2.379056609,0.908314693
2.379056609,0.908348753
2.379056609,0.908394481
2.379056609,0.908613778
2.379056609,0.908591656
2.379056609,0.908625007
