Tamb,P(kW),Qch(tons)
27.2,0,0
27.55,0,0
28.09166667,0,0
26.725,0,0
25.6,0,0
24.9,0,0
24.10833333,0,0
23.25833333,0,0
22.8,0,0
22.45,0,0
22.2,0,0
22.2,0,0
21.55833333,0,0
21.1,0,0
21.1,0,0
20.80833333,0,0
20.25,0,0
20.99166667,0,0
22.34166667,0,0
23.73333333,0,0
25.1,0,0
26.24166667,0,0
26.7,0,0
27.63333333,88.01275,223.2887998
27.36666667,137.104282,346.6180476
27.34166667,150.1207634,369.2800011
28.09166667,174.3860141,405.2420194
27.65833333,192.0978176,426.3925817
26.90833333,191.7097204,417.7949511
26.05833333,183.2336651,400.2306424
25.25,167.9307115,375.4360004
24.35833333,157.9331725,360.3072871
23.9,144.517334,339.4920583
23.55,135.0941861,326.3039497
23.3,130.4343388,319.7815841
22.65833333,117.8699405,294.593943
22.2,103.5400128,267.2128558
22.55,100.619512,264.7675797
22.45,103.9481302,273.2684941
21.90833333,108.6227871,281.6392905
21.7,109.2780318,281.0318911
21.99166667,108.3899,278.4878583
22.55,103.4468035,268.3503569
23.44166667,97.73818038,259.6004046
24.89166667,99.0557155,268.3347385
26.53333333,106.2965571,286.5989599
27.55,117.8930842,309.6237994
29.08333333,134.5487415,338.2171081
30.35,157.9941481,373.6646577
30.25,188.7627575,412.5625039
30.35,199.0116771,406.3289775
30.6,205.3241405,391.4034587
30.6,222.4925682,410.6107742
30.6,251.7055846,449.8361973
30.25,259.167392,454.409728
29.35833333,244.8017018,431.2177906
28.9,230.4791226,411.0882621
28.55,226.5951543,407.1498407
28.00833333,221.8931599,400.3768122
23.89166667,199.2373901,376.2490674
21.1,144.0870414,313.8209109
21.1,128.0180843,300.7262326
21.1,122.0313073,295.1171199
21.1,119.388878,292.4623454
21.45,120.104749,294.9060439
21.35,121.7827433,297.5897038
21.1,120.322479,294.5339376
21.1,123.536168,302.8334833
21.45,123.7503059,305.6605641
21.99166667,126.6655303,312.5867495
21.90833333,126.3281223,311.350646
21.99166667,119.7795273,299.0157995
23.83333333,118.775674,300.0211048
25.64166667,129.9799623,322.2690533
26.45,137.2493218,332.8077803
27.34166667,144.1627391,342.8100124
27.8,157.5376674,361.1731801
27.15833333,169.0977798,373.3565313
26.7,159.0841655,353.9424895
26.7,161.0085582,359.090161
26.35,175.20598,379.9435745
26.1,180.3935739,384.7089546
26.1,187.9515953,393.97558
25.80833333,187.9195921,391.7085279
25.6,175.7821273,369.04141
25.25,172.104696,362.940154
24.65,164.9876595,352.5799201
24.4,157.2270037,342.4780358
24.4,152.7090768,337.568007
24.75,153.0228002,339.3172478
25.35,151.6573586,337.4892616
26.24166667,166.8206181,370.2706675
27.34166667,179.2333439,391.1336936
28.73333333,172.5114892,382.5864391
30.39166667,176.7374665,392.6992198
31.45,181.6668549,400.8921181
31.7,184.9304672,405.3642581
31.35,180.7135261,399.2300888
30.80833333,177.7248327,396.5783522
29.9,174.0559869,392.2505699
29.10833333,161.4899461,370.2839902
28.9,155.1915071,359.6913609
28.25833333,152.6687411,355.1281519
27.8,146.932098,345.8342694
28.09166667,142.9328006,339.5652319
28.3,139.5405968,334.417775
28.00833333,145.4088282,345.4792594
27.45,147.4513347,343.2009858
27.2,137.1142544,323.2081006
26.90833333,150.945178,343.0404769
26.35,137.9010507,320.2434097
25.80833333,141.6860385,329.4808017
25.25,147.8990443,337.9470956
25.35,146.3492423,333.8698008
25.6,144.2112286,329.8478497
26.24166667,145.6309276,340.1689848
27.63333333,153.7256364,360.5855675
28.65,163.7657731,378.6040524
29.19166667,174.211267,394.3856744
29.75,188.8482208,414.8400126
29.65,202.3106353,431.7551652
24.90833333,181.1109362,397.0900571
21.7,122.0511595,306.4724184
21.7,35.1047877,94.80780817
21.99166667,0,0
22.2,0,0
21.90833333,0,0
21.7,0,0
21.99166667,0,0
22.2,0,0
21.90833333,0,0
21.7,0,0
21.7,0,0
21.35,0,0
20.80833333,0,0
20.25,0,0
20,0,0
19.65,0,0
20.1,0,0
21.53333333,0,0
22.84166667,0,0
23.94166667,0,0
25.74166667,108.1131476,202.3679291
27.63333333,166.5394517,286.1937333
28.3,194.3706679,317.127195
28.00833333,75.91688931,121.900723
27.15833333,0,0
26.99166667,0,0
27.84166667,0,0
28.00833333,0,0
27.15833333,0,0
26.35,0,0
25.45833333,0,0
24.35833333,0,0
23.55,0,0
22.65833333,0,0
22.2,0,0
21.26666667,0,0
19.9,0,0
19.4,0,0
19.4,0,0
19.4,0,0
20.1,0,0
21.24166667,0,0
22.34166667,0,0
23.44166667,0,0
24.89166667,0,0
26.24166667,0,0
27.34166667,0,0
27.45,0,0
27.2,0,0
26.55833333,0,0
25.80833333,0,0
25.25,0,0
24.35833333,0,0
23.25833333,0,0
22.8,0,0
22.45,0,0
21.90833333,0,0
21.7,0,0
21.7,0,0
21.35,0,0
21.45,0,0
21.05833333,0,0
20.6,0,0
20.6,0,0
21.53333333,0,0
23.19166667,0,0
24.54166667,0,0
25,0,0
25,0,0
26.63333333,0,0
27.8,0,0
26.80833333,0,0
25.80833333,0,0
25.6,0,0
25.25,0,0
24.35833333,0,0
23.25833333,0,0
22.45,0,0
21.90833333,0,0
21.99166667,0,0
21.55833333,0,0
21.1,0,0
21.45,0,0
21.35,0,0
20.80833333,0,0
20.6,0,0
20.89166667,0,0
21.1,0,0
21.45,0,0
21.99166667,0,0
22.55,0,0
23.44166667,0,0
23.55,0,0
24.29166667,0,0
24.65,0,0
23.75833333,0,0
23.00833333,0,0
22.8,0,0
22.45,0,0
21.55833333,0,0
21.1,0,0
19.81666667,0,0
18.55,0,0
18.65,0,0
19.19166667,0,0
20.39166667,0,0
21.74166667,0,0
22.2,0,0
22.55,0,0
23.09166667,0,0
23.00833333,0,0
22.45,0,0
22.2,0,0
22.2,0,0
22.55,0,0
23.09166667,0,0
23.94166667,0,0
25.1,0,0
25.6,0,0
25.6,0,0
24.9,0,0
24.4,0,0
24.4,0,0
23.75833333,0,0
23.3,0,0
23.3,0,0
23.3,0,0
23.65,0,0
23.9,0,0
23.9,0,0
23.9,0,0
23.9,0,0
23.9,0,0
24.19166667,0,0
24.10833333,0,0
23.55,0,0
23.3,0,0
23.00833333,0,0
22.8,0,0
23.09166667,0,0
23.94166667,0,0
24.4,0,0
25.1,0,0
25.89166667,0,0
26.1,0,0
26.1,0,0
26.1,0,0
25.80833333,0,0
25.25,0,0
25,0,0
25,0,0
24.65,0,0
24.75,0,0
25,0,0
24.65,0,0
24.4,0,0
24.10833333,0,0
23.9,0,0
23.9,0,0
24.19166667,0,0
24.75,0,0
25.35,0,0
25.89166667,0,0
26.45,0,0
26.7,0,0
26.7,0,0
26.99166667,0,0
26.90833333,0,0
26.7,0,0
26.35,0,0
26.1,0,0
25.80833333,0,0
25.6,0,0
25.25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
25,0,0
23.71666667,0,0
22.8,0,0
23.09166667,0,0
23.65,0,0
23.55,0,0
23.65,0,0
24.19166667,0,0
24.4,0,0
24.4,0,0
24.4,0,0
24.75,0,0
24.65,0,0
24.10833333,0,0
23.55,0,0
23.3,0,0
23.3,0,0
23.3,0,0
23.00833333,0,0
22.8,0,0
22.8,0,0
22.8,0,0
22.8,0,0
22.45,0,0
22.2,0,0
22.55,0,0
22.8,0,0
23.09166667,0,0
23.3,0,0
24.29166667,0,0
25,0,0
26.28333333,0,0
27.55,0,0
28.09166667,0,0
28.00833333,0,0
28.09166667,175.9699472,303.5971424
28.3,193.2632438,310.1354936
28.00833333,198.0906543,314.1697517
27.8,194.9556005,307.4187165
27.8,194.0844911,307.3456092
27.8,192.0652696,303.7925445
27.45,201.3677637,354.4717707
26.90833333,207.3633933,406.1032517
26.35,207.6478382,415.8792127
25.80833333,182.3944533,372.1838458
25.25,181.4566255,377.9281857
25.35,174.605477,370.4465446
25.25,177.3498209,374.7028059
24.65,173.8480103,368.1609367
24.4,165.7013872,356.1232879
25.39166667,148.8701741,327.7889007
26.45,172.6087867,377.1764272
26.99166667,189.5281661,404.7037788
27.84166667,191.6693852,404.9998415
28.94166667,190.3184057,404.5599251
29.10833333,196.766628,419.6894664
28.9,175.299771,390.7995787
28.55,169.7699831,389.0984186
26.025,181.4448753,406.6401913
24.75,161.9129091,376.7816773
24.65,164.669408,380.1951371
22.825,152.5616365,355.2227981
21.7,129.3970643,316.9118317
21.35,128.690049,320.1555831
21.1,127.1133269,317.5750176
20.80833333,126.1435956,315.5142862
20.89166667,125.1878198,314.1002186
21.45,131.2329925,323.5752758
21.7,131.485053,318.5086015
21.7,130.1503403,313.6018088
21.7,129.7116053,313.0562323
21.35,131.2016171,315.1245539
21.1,125.1081265,303.6245135
21.45,124.9024488,304.8458995
22.34166667,128.225114,310.9469094
23.09166667,138.649477,332.1395498
23.94166667,155.999991,362.5629598
25.39166667,174.5137093,388.7939384
26.74166667,185.5908066,401.2046871
27.55,193.8018455,411.2138286
28.44166667,208.4126564,430.7678529
28.9,201.257352,369.995516
28.55,185.3168084,302.2603092
28.3,58.09454313,94.70013231
28.00833333,0,0
27.45,0,0
26.90833333,0,0
26.7,0,0
26.7,0,0
26.05833333,0,0
25.25,0,0
24.65,0,0
24.10833333,0,0
23.55,0,0
23.00833333,0,0
22.15833333,0,0
21.7,0,0
21.7,0,0
21.7,0,0
21.99166667,0,0
22.84166667,0,0
23.3,0,0
23.65,0,0
24.89166667,0,0
26.24166667,0,0
26.99166667,0,0
27.2,0,0
26.90833333,0,0
26.7,0,0
26.7,0,0
26.7,0,0
26.35,0,0
25.80833333,0,0
24.9,0,0
24.4,0,0
24.10833333,0,0
23.55,0,0
22.65833333,0,0
21.90833333,0,0
21.7,0,0
21.7,0,0
21.99166667,0,0
22.55,0,0
23.44166667,0,0
24.89166667,0,0
24.60833333,0,0
24.54166667,0,0
25,0,0
24.65,0,0
23.75833333,0,0
23.65,0,0
23.9,0,0
23.9,0,0
23.9,0,0
22.26666667,0,0
20.45833333,0,0
20,0,0
20,0,0
20.35,0,0
20.89166667,0,0
20.80833333,0,0
20.89166667,0,0
21.1,0,0
20.80833333,0,0
20.25,0,0
20.64166667,0,0
21.74166667,0,0
22.84166667,0,0
23.65,0,0
24.54166667,0,0
24.65,0,0
25.74166667,0,0
26.99166667,0,0
26.55833333,0,0
25.45833333,0,0
25,0,0
24.35833333,0,0
23.9,0,0
23.55,0,0
23.3,0,0
23.00833333,0,0
22.8,0,0
23.09166667,0,0
23.3,0,0
23.65,0,0
23.55,0,0
23.3,0,0
23.65,0,0
23.9,0,0
23.9,0,0
23.9,0,0
24.19166667,0,0
24.4,0,0
24.75,0,0
26.28333333,0,0
27.84166667,0,0
27.65833333,0,0
26.90833333,0,0
26.99166667,0,0
27.84166667,0,0
28.3,0,0
28.3,0,0
28.3,0,0
28.00833333,0,0
28.09166667,0,0
27.65833333,0,0
27.2,0,0
26.55833333,0,0
26.45,0,0
26.35,0,0
25.80833333,0,0
25.25,0,0
24.65,0,0
24.4,0,0
24.75,0,0
25.35,0,0
26.24166667,0,0
27.34166667,0,0
28.09166667,0,0
28.65,0,0
28.9,0,0
28.9,0,0
28.9,0,0
29.19166667,0,0
29.10833333,0,0
28.25833333,0,0
27.15833333,0,0
26.7,0,0
25.35833333,0,0
24.4,0,0
24.4,0,0
24.4,0,0
24.10833333,0,0
24.19166667,0,0
24.4,0,0
24.4,0,0
24.10833333,0,0
24.19166667,0,0
24.75,0,0
25,0,0
25.35,0,0
25.89166667,0,0
26.45,0,0
26.35,0,0
26.45,0,0
25.35833333,0,0
23.46666667,0,0
23.44166667,0,0
24.54166667,0,0
25,0,0
25.35,0,0
25.6,0,0
25.25,0,0
25,0,0
25.35,0,0
25.6,0,0
25.25,0,0
24.65,0,0
24.4,0,0
24.4,0,0
24.4,0,0
24.75,0,0
24.65,0,0
24.10833333,0,0
22.90833333,0,0
22.55,0,0
22.8,0,0
23.44166667,0,0
25.18333333,0,0
26.45,0,0
27.63333333,0,0
28.3,0,0
28.3,0,0
28.65,0,0
28.9,0,0
28.25833333,0,0
27.45,0,0
26.90833333,0,0
26.7,0,0
26.05833333,0,0
25.25,0,0
25,0,0
24.35833333,0,0
23.9,0,0
23.55,0,0
23.3,0,0
23.94166667,0,0
25.39166667,0,0
27.09166667,0,0
28.44166667,0,0
29.89166667,0,0
31.24166667,0,0
31.7,0,0
31.7,0,0
31.35,0,0
31.1,0,0
30.45833333,0,0
30.35,0,0
29.9,171.3943651,275.4071967
29.4,205.5131903,319.6949101
29.4,197.5712127,309.6169055
29.10833333,192.2224509,303.4080996
28.55,186.80766,295.5349854
28.00833333,68.68165045,110.8688403
27.8,0,0
27.45,0,0
26.90833333,0,0
26.35,0,0
25.80833333,0,0
25.89166667,0,0
26.1,0,0
26.45,0,0
27.98333333,0,0
29.54166667,157.7014674,271.6992144
30.64166667,194.4180709,319.1171054
31.1,209.1051339,334.7359156
31.74166667,203.2383775,325.3970554
32.55,218.6996957,344.1108237
32.8,214.5013971,334.8432679
32.45,208.8214575,326.726505
31.26666667,197.0195903,309.9702234
30.6,214.467386,336.3043901
30.25,221.6071796,343.0102951
30,217.0653281,335.7387175
29.35833333,211.7906444,328.2538434
28.55,197.9618313,308.7188307
28.00833333,71.78452962,114.4904414
27.8,0,0
27.45,0,0
26.90833333,0,0
26.35,0,0
26.1,0,0
25.80833333,0,0
25.6,0,0
25.89166667,0,0
26.45,0,0
27.34166667,0,0
28.09166667,0,0
29.64166667,0,0
30.25,0,0
30.64166667,0,0
30.10833333,0,0
29.75,0,0
30,0,0
29.65,0,0
29.4,0,0
26.48333333,0,0
24.10833333,0,0
23.55,0,0
23.94166667,0,0
24.4,0,0
24.75,0,0
25.35,0,0
25.25,0,0
25,0,0
24.65,0,0
24.75,0,0
24.65,0,0
24.75,0,0
25.64166667,0,0
26.74166667,0,0
27.84166667,0,0
29.29166667,0,0
30.64166667,0,0
31.45,0,0
31.35,0,0
31.1,0,0
30.80833333,0,0
29.9,0,0
29.10833333,0,0
28.55,0,0
28.3,0,0
28.3,0,0
28.00833333,0,0
27.45,0,0
27.2,0,0
27.2,0,0
24.925,0,0
23.3,0,0
23.3,0,0
23.65,0,0
23.9,0,0
23.9,0,0
24.54166667,0,0
25.64166667,0,0
27.09166667,0,0
28.09166667,0,0
28.3,0,0
29.29166667,0,0
29.35833333,0,0
29.19166667,0,0
29.75,0,0
30,0,0
29.65,0,0
29.10833333,0,0
28.25833333,0,0
27.8,0,0
26.80833333,0,0
25.80833333,0,0
25.25,0,0
24.35833333,0,0
23.55,0,0
23.3,0,0
23.00833333,0,0
22.8,0,0
22.45,0,0
22.84166667,0,0
23.94166667,0,0
25.39166667,0,0
26.74166667,0,0
28.19166667,0,0
29.54166667,0,0
29.65,0,0
29.75,0,0
29.65,0,0
28.75833333,0,0
28.3,0,0
28.00833333,0,0
27.45,0,0
26.90833333,0,0
26.7,0,0
26.35,0,0
26.1,0,0
23.53333333,0,0
21.7,0,0
21.99166667,0,0
22.2,0,0
21.55833333,0,0
21.1,0,0
21.1,0,0
21.45,0,0
22.63333333,0,0
23.94166667,0,0
25.1,0,0
26.24166667,0,0
26.7,0,0
26.7,0,0
26.99166667,0,0
26.26666667,0,0
24.9,0,0
24.4,0,0
24.10833333,0,0
23.55,0,0
23.3,0,0
23.00833333,0,0
22.8,0,0
22.8,0,0
22.15833333,0,0
20.35833333,0,0
18.46666667,0,0
18.09166667,0,0
18.3,0,0
18.3,0,0
18.3,0,0
18.94166667,0,0
19.75,0,0
21.28333333,0,0
22.2,0,0
22.55,0,0
22.8,0,0
22.8,0,0
23.44166667,0,0
23.9,0,0
24.19166667,0,0
24.4,0,0
24.10833333,0,0
23.55,0,0
23.3,0,0
23.3,0,0
23.3,0,0
23.3,0,0
23.3,0,0
23.3,0,0
23.00833333,0,0
22.8,0,0
22.8,0,0
22.15833333,0,0
21.7,0,0
21.99166667,0,0
22.55,0,0
23.44166667,0,0
24.89166667,0,0
26.24166667,0,0
26.99166667,0,0
27.2,0,0
27.55,0,0
27.8,0,0
27.8,0,0
27.45,0,0
26.90833333,0,0
26.05833333,0,0
25.25,0,0
25,0,0
24.65,0,0
23.75833333,0,0
22.65833333,0,0
22.2,0,0
22.2,0,0
22.2,0,0
22.2,0,0
21.55833333,0,0
21.1,0,0
21.74166667,0,0
23.48333333,0,0
25.1,0,0
25.89166667,0,0
25.45833333,0,0
25.35,0,0
26.24166667,0,0
26.35,0,0
26.1,0,0
25.80833333,0,0
24.9,0,0
24.75,0,0
24.65,0,0
24.10833333,0,0
23.9,0,0
23.9,0,0
23.55,0,0
23.00833333,0,0
23.09166667,0,0
22.01666667,0,0
20.80833333,0,0
20.25,0,0
20.35,0,0
20.6,0,0
20.89166667,0,0
21.74166667,0,0
21.90833333,0,0
22.34166667,0,0
22.8,0,0
22.45,0,0
22.2,0,0
22.2,0,0
22.2,0,0
22.55,0,0
22.8,0,0
22.8,0,0
22.8,0,0
22.45,0,0
22.55,0,0
22.8,0,0
22.15833333,0,0
21.7,0,0
21.99166667,0,0
21.90833333,0,0
21.7,0,0
21.7,0,0
21.35,0,0
21.1,0,0
21.45,0,0
22.34166667,0,0
23.44166667,0,0
25.18333333,0,0
27.09166667,0,0
28.44166667,0,0
28.9,0,0
28.25833333,0,0
28.73333333,0,0
28.75833333,0,0
28.65,0,0
28.25833333,0,0
27.45,0,0
26.55833333,0,0
25.80833333,0,0
25.6,0,0
24.9,0,0
23.75833333,0,0
23.3,0,0
23.00833333,0,0
22.8,0,0
22.15833333,0,0
21.35,0,0
21.45,0,0
21.7,0,0
22.34166667,0,0
23.09166667,0,0
23.94166667,0,0
25.74166667,0,0
26.99166667,0,0
27.55,0,0
27.15833333,0,0
26.05833333,0,0
25.6,0,0
25.25,0,0
24.65,0,0
23.75833333,0,0
23.3,0,0
23.3,0,0
23.65,0,0
23.9,0,0
24.19166667,0,0
24.4,0,0
24.4,0,0
24.4,0,0
24.4,0,0
24.4,0,0
24.4,0,0
23.75833333,0,0
23.00833333,0,0
23.44166667,0,0
24.19166667,0,0
24.75,0,0
25.35,0,0
25.89166667,0,0
26.45,0,0
26.99166667,0,0
26.90833333,0,0
26.35,0,0
26.1,0,0
24.46666667,0,0
23.00833333,0,0
22.8,0,0
22.8,0,0
23.09166667,0,0
23.3,0,0
23.3,0,0
23.00833333,0,0
23.09166667,0,0
23.3,0,0
23.3,0,0
23.00833333,0,0
23.44166667,0,0
24.54166667,0,0
25.64166667,0,0
27.09166667,0,0
28.09166667,0,0
28.3,0,0
28.65,0,0
29.19166667,0,0
29.4,0,0
29.10833333,0,0
28.55,0,0
27.65833333,0,0
27.2,0,0
26.90833333,0,0
26.7,0,0
26.35,0,0
26.45,0,0
25.70833333,0,0
24.35833333,0,0
23.55,0,0
22.65833333,0,0
21.90833333,0,0
21.35,0,0
21.1,0,0
21.1,0,0
21.45,0,0
22.63333333,0,0
23.94166667,0,0
25.1,0,0
25.89166667,0,0
26.45,0,0
26.7,0,0
26.99166667,0,0
27.2,0,0
27.2,0,0
26.90833333,0,0
26.35,0,0
25.45833333,0,0
25,0,0
24.35833333,0,0
23.9,0,0
23.9,0,0
23.55,0,0
23.3,0,0
23.00833333,0,0
22.8,0,0
22.45,0,0
22.55,0,0
23.09166667,0,0
23.94166667,0,0
25.39166667,0,0
26.74166667,0,0
27.84166667,0,0
28.94166667,0,0
29.4,0,0
28.11666667,0,0
27.55,0,0
28.44166667,0,0
28.25833333,0,0
27.45,0,0
26.90833333,0,0
26.7,0,0
26.7,0,0
26.05833333,0,0
25.25,0,0
24.65,0,0
24.4,0,0
24.4,0,0
24.10833333,0,0
23.9,0,0
23.9,0,0
23.9,0,0
24.19166667,0,0
24.75,0,0
25.64166667,0,0
26.74166667,72.34497159,199.7903612
28.19166667,115.3949079,313.5650748
29.89166667,126.0825411,333.0487288
30.6,133.8457288,344.6692813
30.89166667,135.1722513,345.6547823
31.1,135.3917513,346.2240215
31.1,135.0800294,346.4277858
30.80833333,127.2976595,327.948907
30.25,117.2995281,306.9556354
29.65,111.3990596,295.1007655
28.75833333,107.9360407,288.6521548
28.3,103.5282359,280.0706366
28.00833333,101.918956,277.0228067
25.175,97.65524486,267.1958323
22.65833333,82.85533359,232.1620302
22.55,77.49911592,217.3498562
22.8,78.14496433,220.1862069
22.8,82.57750605,234.0560533
22.8,86.19479564,242.6847877
22.8,91.18069618,252.0753537
22.8,91.73927458,250.8366904
23.09166667,92.01158323,250.5443721
22.36666667,88.33501682,244.4718876
22.34166667,86.99354563,248.2741068
23.73333333,93.53747861,269.7945142
24.75,98.60237407,282.7533618
25.64166667,100.2765112,287.3240615
26.45,105.0664733,296.9314729
26.35,116.873341,319.9504507
26.1,120.3983005,323.5963154
26.1,121.6549445,324.831247
26.1,119.9660807,316.1199785
25.80833333,120.4974716,313.3040157
25.25,123.2124024,316.1347719
24.65,130.8441251,327.688019
24.10833333,129.998828,322.462459
23.55,127.6543679,316.9545377
22.65833333,121.2389478,304.537332
21.90833333,110.8006523,283.5673466
21.35,102.760349,267.7466595
20.45833333,96.54826886,256.0529792
19.65,87.99340622,239.4301258
19.4,82.74798276,230.557832
19.4,81.56105849,230.3796969
19.10833333,80.7618699,228.2485042
19.19166667,77.8776253,219.0252362
20.1,80.7398378,229.0768853
21.53333333,88.62644637,255.0821445
22.84166667,95.19945315,273.3492348
24.29166667,101.9859113,288.5109307
25.64166667,109.0875006,302.8249794
26.1,113.809736,310.6994363
25.80833333,111.433404,305.2636967
25.25,108.6554801,303.5130538
25.35,105.6908836,304.7421134
25.25,104.7264346,303.9733787
24.65,99.89288414,289.3830618
23.75833333,95.70265446,276.5426887
23.00833333,92.27181695,265.8930591
22.8,90.11566423,259.1388146
22.15833333,88.26239138,253.2453796
21.05833333,85.50999587,244.2745249
20.89166667,81.61564135,231.4483124
20.10833333,78.99773468,222.7711692
19.4,74.22475174,206.4848616
18.75833333,70.4047338,193.3924851
18.00833333,68.01593136,185.0959516
17.45,66.37074803,179.3365117
17.55,69.11209056,189.3233275
18.09166667,68.08199619,185.3333681
18.94166667,66.96668926,181.5295849
20.39166667,69.63270614,191.1392146
21.74166667,79.36890093,224.871446
23.19166667,84.36832471,241.1609388
23.55,87.84073614,252.277096
24.64166667,90.30615374,260.1295519
24.60833333,93.12211752,269.0379731
24.19166667,95.98630976,277.9840724
23.75833333,96.68682103,279.9617398
23.65,95.30384764,275.5651377
23.25833333,94.32502884,272.4817379
22.45,87.28246838,249.6409443
21.90833333,82.68844072,234.9182909
21.99166667,78.75589223,221.8531586
21.26666667,76.78557246,215.4803181
20.6,74.28530024,206.756541
20.89166667,72.88108208,202.2151292
20.45833333,77.46144977,217.8106285
19.00833333,71.88459847,198.402718
18.3,68.79511671,187.8373967
17.65833333,68.54442942,187.0731061
16.90833333,65.89282868,177.5795739
16.7,63.8321093,170.2358417
17.34166667,63.526082,169.2750733
18.44166667,65.2601101,175.6033232
19.89166667,69.7577741,191.7245641
21.24166667,74.8198439,209.2378842
22.63333333,80.12907199,227.1612092
24.29166667,87.70467717,248.6583663
24.65,95.06336073,263.1390303
24.75,96.34403965,263.7994131
24.65,102.257137,275.8433801
24.4,103.9487889,277.4104093
24.10833333,103.5808668,273.8983903
23.25833333,100.1238861,264.8147743
22.15833333,94.02470349,251.4419296
20.70833333,85.72295786,232.9754209
20,76.93185249,213.1888545
19.65,74.0845088,205.9724956
19.4,73.02902625,202.6607227
19.10833333,73.43297217,204.1428922
18.55,74.12218787,206.5628365
18.00833333,75.34253539,210.730229
17.8,75.94000901,212.7647386
17.8,77.73610332,218.8827404
17.45,77.04398578,216.3684662
17.55,76.49901074,214.5985381
17.45,78.64792075,221.9411558
18.48333333,84.09526083,239.1170327
20.1,99.53531707,278.4407568
21.53333333,108.5811252,295.6436502
23.19166667,115.2538131,307.329757
24.19166667,122.7623208,320.910159
24.75,131.4437934,336.4106687
25,145.9429103,360.322192
24.65,162.0576681,381.8458976
24.10833333,169.3562017,387.9789339
23.55,156.2488866,361.289362
22.36666667,140.11052,333.6919021
21.05833333,122.2236581,303.4960989
20.6,106.8632724,276.66248
20.25,92.61470573,250.867384
19.65,86.3790339,241.2745093
19.75,82.64145331,234.2923416
20,81.80831477,232.1855975
19.35833333,79.21576018,223.5246015
18.55,75.29982315,210.2356704
18.3,73.31344775,203.6035155
17.65833333,73.26441018,203.5138115
17.2,72.16573235,199.710049
17.2,24.22411098,67.18313589
17.84166667,0,0
19.29166667,0,0
20.64166667,0,0
21.1,0,0
22.09166667,0,0
23.44166667,0,0
23.9,0,0
23.55,0,0
23.00833333,0,0
22.8,0,0
22.8,0,0
22.15833333,0,0
21.35,0,0
20.45833333,0,0
20,0,0
20,0,0
19.65,0,0
19.10833333,0,0
18.9,0,0
18.9,0,0
18.9,0,0
18.9,0,0
18.55,0,0
18.65,0,0
18.9,0,0
18.9,0,0
18.9,0,0
19.19166667,0,0
19.75,0,0
19.65,0,0
18.75833333,0,0
18.3,0,0
18.00833333,0,0
17.8,0,0
17.45,0,0
17.2,0,0
17.2,0,0
16.90833333,0,0
16.7,0,0
16.7,0,0
16.35,0,0
16.1,0,0
16.1,0,0
16.1,0,0
16.1,0,0
16.1,0,0
16.1,57.92046673,167.4849822
16.1,65.42181468,175.1059826
16.1,64.40285013,172.3317701
17.09166667,63.58304062,169.4225509
18.44166667,74.12472575,207.1900372
19.54166667,84.00482875,240.3342771
21.63333333,92.20795803,266.5629904
23.44166667,99.81489226,290.1069535
24.19166667,104.2002539,303.1321805
24.4,107.0148243,311.3811981
24.4,108.802758,316.5609504
24.4,109.5504766,318.6704151
24.4,103.8544876,301.1983784
24.10833333,98.84547742,286.1673692
23.55,94.49173797,272.7562559
22.65833333,89.4727732,256.8467557
21.90833333,88.16598481,252.1108121
21.35,89.59887297,251.9121864
21.1,90.51988161,252.4772437
20.80833333,87.84824643,244.2778471
20.25,83.48436943,233.0153931
19.65,79.58079577,224.0943379
19.4,79.70223419,225.2981496
19.10833333,79.67413469,225.287292
18.55,80.84303864,229.2147871
18.65,80.48078685,227.9239177
18.9,81.97034905,232.0516374
20.18333333,89.5512418,254.143817
22.09166667,109.8151501,300.7945848
23.44166667,125.6879841,328.3163532
25.18333333,140.5340918,351.9801951
26.74166667,165.1393522,388.6958045
26.90833333,183.1542532,409.6252347
26.35,188.5509394,414.1306407
25.10833333,183.1828167,405.9006622
24.75,173.4229092,394.0419814
25,171.8574097,390.3583985
24.00833333,162.383977,371.220756
23.00833333,143.0740553,339.0605244
22.15833333,127.6558751,314.1613838
21.05833333,115.0735649,292.9401129
20.25,102.4933739,270.4756373
19.35833333,90.68251341,247.4614066
18.25833333,77.98383417,217.0043404
17.15833333,72.58707866,200.6745467
16.35,70.47406917,193.7211403
15.80833333,23.33109132,64.04894145
14.9,0,0
14.10833333,0,0
13.25833333,0,0
12.8,0,0
13.09166667,0,0
14.64166667,0,0
16.53333333,0,0
18.19166667,0,0
19.19166667,0,0
20.39166667,0,0
21.1,0,0
21.1,0,0
21.1,0,0
20.80833333,0,0
20.25,0,0
19.65,0,0
19.10833333,0,0
18.25833333,0,0
17.45,0,0
17.2,0,0
16.90833333,0,0
16.05833333,0,0
14.9,56.89822701,162.8495279
14.4,22.4499687,60.43418912
14.10833333,0,0
13.25833333,0,0
12.45,0,0
13.19166667,0,0
14.89166667,0,0
15.89166667,0,0
16.74166667,62.28165528,171.1497607
17.84166667,68.62674845,177.3485987
18.65,68.28682977,178.7141501
19.19166667,26.35580609,72.11265186
19.10833333,0,0
19.19166667,0,0
19.10833333,0,0
18.25833333,0,0
17.8,0,0
16.51666667,43.24527739,115.875512
15.25,20.44392967,53.64209093
14.65,0,0
14.4,0,0
14.4,0,0
14.75,0,0
