Tamb,P(kW),Qch(tons)
25.89166667,184.014987,379.0734023
26.1,171.6181615,354.0436613
26.45,189.5651449,393.3960214
27.98333333,219.1159478,438.7125128
29.54166667,214.0095846,382.3851554
30.64166667,194.4180709,319.1171054
31.1,209.1051339,334.7359156
31.74166667,203.2383775,325.3970554
32.55,218.6996957,344.1108237
32.8,214.5013971,334.8432679
32.45,208.8214575,326.726505
31.26666667,197.0195903,309.9702234
30.6,214.467386,336.3043901
30.25,221.6071796,343.0102951
30,217.0653281,335.7387175
29.35833333,211.7906444,328.2538434
28.55,197.9618313,308.7188307
28.00833333,203.8941397,354.9655392
27.8,210.7600185,412.2408518
27.45,185.3329031,372.7216199
26.90833333,183.9796979,378.4791322
26.35,177.4663408,371.5069945
26.1,175.8848795,371.1661281
25.80833333,170.632419,362.5266992
25.6,152.2344585,336.6722166
25.89166667,141.6755452,318.8050087
26.45,153.3551997,349.6551732
27.34166667,174.1507066,385.0748802
28.09166667,172.8522645,380.0154464
29.64166667,175.3944205,385.598714
30.25,177.1387796,388.77763
30.64166667,187.4976047,410.5658978
30.10833333,197.7172756,424.9343752
29.75,181.4637515,402.2041754
30,178.9689835,402.6566447
29.65,162.6927128,375.1846712
29.4,151.2570737,356.7709038
26.48333333,147.3598908,349.9723137
24.10833333,138.7538401,334.8576452
23.55,139.0509104,336.3530877
23.94166667,137.2970255,332.1650582
24.4,129.5129953,318.4568776
24.75,126.1348341,312.9327906
25.35,129.9517896,317.5022119
25.25,133.4982045,320.3451681
25,130.945437,313.6124777
24.65,129.7844103,310.7746659
24.75,125.9615278,304.5494354
24.65,125.7553533,304.1278888
24.75,114.3748913,283.4725451
25.64166667,116.5382552,296.5723623
26.74166667,127.2227185,323.340463
27.84166667,135.7934304,340.4514612
29.29166667,145.0707224,356.4819629
30.64166667,152.2193255,367.5503828
31.45,156.0948239,372.8434337
31.35,160.9896782,380.8809535
31.1,167.8743989,391.3287537
30.80833333,166.9248413,389.1198847
29.9,156.8662539,369.3847698
29.10833333,154.5439318,364.0840167
28.55,165.0001738,377.7159307
28.3,170.9239798,382.9331173
28.3,179.6278771,393.175709
28.00833333,185.6176289,399.1835025
27.45,185.600223,396.3072757
27.2,173.9586645,376.7048563
27.2,168.0124116,363.9264922
24.925,154.488224,340.6438362
23.3,130.9820416,307.0784106
23.3,126.208069,304.6358567
23.65,126.549385,306.740722
23.9,129.7556598,311.8094122
23.9,122.1358068,297.1797296
24.54166667,115.2931871,290.9521362
25.64166667,111.3050521,291.6656318
27.09166667,113.1131922,301.9207684
28.09166667,123.8037599,325.9525025
28.3,140.7030688,354.9335625
29.29166667,146.3336934,361.1053429
29.35833333,155.5676709,375.1873042
29.19166667,164.6011324,387.9919989
29.75,178.3430003,407.8019119
30,186.4801814,412.6457306
29.65,188.3546211,408.9781282
29.10833333,186.0106088,401.3191086
28.25833333,180.4927897,391.7331922
27.8,180.2997974,392.0867578
26.80833333,183.6377398,395.3784434
25.80833333,171.1153893,375.9452539
25.25,161.992506,361.024066
24.35833333,146.5049567,333.5684156
23.55,135.1598629,316.6285395
23.3,131.3583552,313.0919743
23.00833333,130.1200904,312.1227866
22.8,128.5328236,309.4602883
22.45,124.7637038,302.4230475
22.84166667,117.6617647,290.9962556
23.94166667,126.6502247,316.0392673
25.39166667,141.0267183,346.3264943
26.74166667,157.6206038,374.2209557
28.19166667,183.513588,410.7310488
29.54166667,205.5416045,437.014684
29.65,208.5919435,437.8944776
29.75,201.4482953,429.8444173
29.65,210.3671266,444.0918463
28.75833333,208.3727956,440.5755331
28.3,203.4633735,431.7886621
28.00833333,203.7554857,428.1964798
27.45,202.6874081,423.7466734
26.90833333,207.7091737,427.8981845
26.7,204.4843319,421.3283591
26.35,204.8034221,420.8808098
26.1,202.7355472,417.5243279
23.53333333,184.1399392,385.7990332
21.7,139.0437845,316.2011404
21.99166667,127.3173705,304.7462213
22.2,129.8609585,312.7117674
21.55833333,128.1838953,309.1914685
21.1,121.0276737,296.6140895
21.1,117.8268463,292.2786697
21.45,115.4682033,288.9193517
22.63333333,121.885943,305.1533813
23.94166667,134.5897952,331.4128754
25.1,147.1277515,351.7154167
26.24166667,151.2433285,356.0248434
26.7,155.0464658,361.165952
26.7,156.0588603,362.7620507
26.99166667,160.5414075,370.4501885
26.26666667,161.4589648,371.1910235
24.9,153.2376587,357.8798338
24.4,146.7870969,349.6487553
24.10833333,150.6498572,356.5107452
23.55,142.9566591,337.9316819
23.3,137.8695338,328.5551124
23.00833333,139.0345611,330.7919042
22.8,141.6612553,334.7382307
22.8,144.3196,337.7384357
22.15833333,137.101953,323.913858
20.35833333,118.3145958,288.1573062
18.46666667,100.4690884,256.2714867
18.09166667,90.94980969,241.8932468
18.3,89.69762088,243.0309173
18.3,89.10808487,242.6703263
18.3,88.55715507,241.873398
18.94166667,87.67180594,240.272567
19.75,91.03316781,249.0097877
21.28333333,98.32692744,267.1063914
22.2,110.1875841,290.9143345
22.55,111.5414166,289.6836655
22.8,106.60335,278.6314574
22.8,103.4195184,273.8376506
23.44166667,108.6314268,286.7267643
23.9,118.7109313,305.6038391
24.19166667,125.9108409,316.8596002
24.4,135.2572441,329.3733591
24.10833333,132.8831021,320.3044
23.55,117.2806783,288.9052787
23.3,101.0418381,260.7181887
23.3,106.8840213,278.1922687
23.3,107.7740961,278.7888675
23.3,107.5005916,278.1231976
23.3,112.1784424,287.3252084
23.3,107.6826281,274.7213568
23.00833333,101.1770944,261.9123458
22.8,99.94845888,261.35911
22.8,98.71216164,259.2220973
22.15833333,95.38469224,252.558021
21.7,91.40959081,245.2133471
21.99166667,88.34448137,240.3154517
22.55,88.18980545,244.6694715
23.44166667,90.63085101,256.4525836
24.89166667,94.3053331,268.7827709
26.24166667,100.9506642,284.8793798
26.99166667,104.8004824,293.1846383
27.2,105.6578458,294.8427642
27.55,108.4667377,300.9516786
27.8,115.0075194,314.4122036
27.8,127.367661,336.2600209
27.45,124.7936197,321.9396972
26.90833333,119.4505278,307.6606031
26.05833333,116.9685578,303.0956599
25.25,133.9440689,334.9472472
25,149.9915096,356.8273134
24.65,152.6707244,354.4262052
23.75833333,143.5190415,337.2792881
22.65833333,131.4731365,316.4065334
22.2,119.4716743,294.2911204
22.2,111.0155468,280.4389095
22.2,107.5534902,275.589426
22.2,106.5127321,274.3274749
21.55833333,108.0248543,277.5860667
21.1,108.4354965,278.0322382
21.74166667,109.5161717,280.2749182
23.48333333,124.5502293,315.2328021
25.1,148.0380889,358.4658355
25.89166667,156.7758164,369.4760214
25.45833333,160.2004519,373.535858
25.35,156.71692,369.0469736
26.24166667,159.7020505,375.8771741
26.35,160.8715571,377.7972079
26.1,156.0263472,372.0018662
25.80833333,165.0547426,387.1683198
24.9,155.9657632,366.657365
24.75,145.7094168,348.8269702
24.65,149.8411057,355.429205
24.10833333,147.3405669,347.8817071
23.9,138.3968514,332.1465112
23.9,136.2360284,330.0307602
23.55,136.5407283,330.8052326
23.00833333,131.8725485,320.1892438
23.09166667,125.5164056,306.1921601
22.01666667,119.0530271,293.4394861
20.80833333,107.3891566,272.6421527
20.25,99.89058439,261.3934235
20.35,97.67455839,260.0852393
20.6,99.96838012,266.216716
20.89166667,102.9688466,271.7044462
21.74166667,110.4264666,289.5120367
21.90833333,113.7029512,299.2199011
22.34166667,111.9969027,297.9797691
22.8,107.0345563,290.4450399
22.45,104.7267081,289.1926996
22.2,102.4895418,287.3739383
22.2,102.3822885,290.2626381
22.2,105.9613983,299.1135531
22.55,108.5981258,304.6007529
22.8,108.3127611,297.3974226
22.8,103.9662686,284.7514654
22.8,104.3004053,285.0279818
22.45,111.7981235,298.3045735
22.55,113.6214308,298.2694292
22.8,122.7145939,314.5297046
22.15833333,132.334773,327.8881333
21.7,124.8953378,309.3676848
21.99166667,123.7302144,305.0883458
21.90833333,123.2564219,302.1804357
21.7,122.0604097,300.0472655
21.7,124.7191936,304.9123577
21.35,124.79651,303.4362696
21.1,120.3990595,295.5670517
21.45,120.1906875,296.3898432
22.34166667,130.1894321,321.3560697
23.44166667,146.6861428,353.6558229
25.18333333,157.6438383,371.0366009
27.09166667,172.6212044,392.9994365
28.44166667,186.7731659,412.4823487
28.9,205.4190724,436.5216063
28.25833333,195.9364415,421.5299086
28.73333333,190.3346356,417.2369902
28.75833333,201.8345133,435.2246405
28.65,200.454299,427.6831214
28.25833333,197.6358318,418.6812176
27.45,189.9788936,405.216851
26.55833333,190.811572,406.0747242
25.80833333,194.274949,409.5482354
25.6,195.9290253,410.9939837
24.9,200.4157949,415.6473805
23.75833333,183.2328113,388.065319
23.3,162.8848868,355.7466553
23.00833333,150.2776669,337.6093416
22.8,140.6715082,324.2921773
22.15833333,133.3171866,314.2271884
21.35,126.1731445,303.5048475
21.45,121.1709846,296.7369168
21.7,119.852993,296.0751413
22.34166667,126.4027932,314.8488251
23.09166667,137.238293,338.7680567
23.94166667,140.691544,345.6818231
25.74166667,152.0809198,366.4639476
26.99166667,168.5021183,389.8470204
27.55,168.2966575,386.9145204
27.15833333,170.6671129,391.5097194
26.05833333,166.0149867,384.41812
25.6,153.1139829,365.8905298
25.25,141.5323898,344.7640032
24.65,128.8574224,321.4179952
23.75833333,121.9787589,309.4348953
23.3,112.5510704,291.3724551
23.3,103.6482621,275.0666864
23.65,101.0832556,272.9522619
23.9,105.7814871,284.363252
24.19166667,105.8987833,281.3761303
24.4,101.6148159,270.2373723
24.4,100.3025007,267.2164958
24.4,96.22977603,257.7380487
24.4,93.68103958,253.2391329
24.4,97.63705805,262.2359475
24.4,97.89502921,261.3800493
23.75833333,97.49739874,259.8843656
23.00833333,90.580663,245.8104784
23.44166667,84.90166287,239.222964
24.19166667,86.18084918,246.4505127
24.75,86.44592661,247.5470507
25.35,90.60815025,261.1897294
25.89166667,92.56346246,267.2072225
26.45,96.04855408,278.116702
26.99166667,101.6815927,292.2981111
26.90833333,102.4369478,288.329381
26.35,96.925408,272.5763625
26.1,93.95258116,265.3641006
24.46666667,92.41687938,256.9830837
23.00833333,91.20542913,250.5016557
22.8,82.82926318,230.712247
22.8,80.31703195,226.8364342
23.09166667,83.50442451,236.5992125
23.3,86.35356816,242.3235721
23.3,86.20875699,240.0576336
23.00833333,87.60502058,241.7425734
23.09166667,86.33099815,238.7437718
23.3,92.71919245,253.3751241
23.3,99.54181934,265.27209
23.00833333,101.5809458,266.0933607
23.44166667,99.46129829,260.6655016
24.54166667,102.1446413,268.2803831
25.64166667,107.0513903,280.5032108
27.09166667,110.4259443,287.3237546
28.09166667,107.563321,280.9274635
28.3,102.962298,273.4187019
28.65,98.92866431,268.17878
29.19166667,97.57043774,268.7017385
29.4,100.7015683,280.3777126
29.10833333,100.8723029,276.431865
28.55,110.5735338,291.1451049
27.65833333,125.3658465,315.5578726
27.2,133.9580829,325.682251
26.90833333,139.4250462,331.1126048
26.7,140.9036239,331.760526
26.35,146.3004389,339.0341392
26.45,140.8143618,328.5914485
25.70833333,137.9007113,324.2039218
24.35833333,124.4207721,298.3987255
23.55,114.1951948,281.4718071
22.65833333,110.5753412,277.2625279
21.90833333,103.9286324,265.4492683
21.35,100.8992685,261.3960716
21.1,99.43366732,260.0427305
21.1,99.45799718,260.9080192
21.45,94.60166039,253.4885272
22.63333333,88.11527548,246.8758424
23.94166667,91.91931012,262.9880993
25.1,94.55566311,272.066215
25.89166667,97.5664835,281.7864266
26.45,102.4127952,297.5704194
26.7,107.3875504,312.5416604
26.99166667,113.3198747,329.2725435
27.2,115.3534561,325.4325006
27.2,112.9731501,303.6135155
26.90833333,127.1302112,327.064295
26.35,148.1987702,358.3005559
25.45833333,161.6923904,371.3473076
25,161.8579544,367.0566358
24.35833333,158.2160364,359.0832278
23.9,145.0492742,338.1174699
23.9,139.9064242,330.8854047
23.55,130.4687254,311.6047961
23.3,114.7952748,283.6831591
23.00833333,107.3598641,273.2212373
22.8,104.9079427,271.5564032
22.45,107.5476147,277.3542992
22.55,107.5021217,276.4876517
23.09166667,106.5091308,274.585151
23.94166667,109.011544,284.7914127
25.39166667,116.0615722,304.6635366
26.74166667,127.0532374,328.0591741
27.84166667,139.4093883,349.618784
28.94166667,149.4647076,364.5526596
29.4,150.1349611,363.6913822
28.11666667,147.2879272,359.3404467
27.55,149.0963445,364.8672192
28.44166667,174.5347499,406.1428527
28.25833333,194.493508,425.0574441
27.45,190.491225,410.9154999
26.90833333,174.6382951,382.2292965
26.7,144.4180932,337.689646
26.7,151.471004,355.1142545
26.05833333,153.2545968,356.6647035
25.25,148.9520601,348.4529729
24.65,140.1968737,331.6083115
24.4,129.6210822,311.4674263
24.4,123.7812474,301.244393
24.10833333,108.1274608,272.0713081
23.9,87.14975684,233.2986662
23.9,82.57785894,229.8470942
23.9,85.50461449,239.2971278
24.19166667,85.0255255,238.2996296
24.75,91.14115545,256.6363492
25.64166667,99.62088289,279.480295
26.74166667,34.96578141,97.34073788
28.19166667,0,0
29.89166667,0,0
30.6,0,0
30.89166667,0,0
31.1,0,0
31.1,0,0
30.80833333,0,0
30.25,0,0
29.65,0,0
28.75833333,0,0
28.3,0,0
28.00833333,0,0
25.175,0,0
22.65833333,0,0
22.55,0,0
22.8,0,0
22.8,0,0
22.8,0,0
22.8,0,0
22.8,0,0
23.09166667,0,0
22.36666667,0,0
22.34166667,0,0
23.73333333,0,0
24.75,0,0
25.64166667,0,0
26.45,0,0
26.35,0,0
26.1,0,0
26.1,0,0
26.1,0,0
25.80833333,0,0
25.25,0,0
24.65,0,0
24.10833333,0,0
23.55,0,0
22.65833333,0,0
21.90833333,0,0
21.35,0,0
20.45833333,0,0
19.65,0,0
19.4,0,0
19.4,0,0
19.10833333,0,0
19.19166667,0,0
20.1,0,0
21.53333333,0,0
22.84166667,0,0
24.29166667,0,0
25.64166667,0,0
26.1,0,0
25.80833333,0,0
25.25,0,0
25.35,0,0
25.25,0,0
24.65,0,0
23.75833333,0,0
23.00833333,0,0
22.8,0,0
22.15833333,0,0
21.05833333,0,0
20.89166667,0,0
20.10833333,0,0
19.4,0,0
18.75833333,0,0
18.00833333,0,0
17.45,0,0
17.55,0,0
18.09166667,0,0
18.94166667,0,0
20.39166667,0,0
21.74166667,0,0
23.19166667,0,0
23.55,0,0
24.64166667,0,0
24.60833333,0,0
24.19166667,0,0
23.75833333,0,0
23.65,0,0
23.25833333,0,0
22.45,0,0
21.90833333,0,0
21.99166667,0,0
21.26666667,0,0
20.6,0,0
20.89166667,0,0
20.45833333,0,0
19.00833333,0,0
18.3,0,0
17.65833333,0,0
16.90833333,0,0
16.7,0,0
17.34166667,0,0
18.44166667,0,0
19.89166667,0,0
21.24166667,0,0
22.63333333,0,0
24.29166667,0,0
24.65,0,0
24.75,0,0
24.65,0,0
24.4,0,0
24.10833333,0,0
23.25833333,0,0
22.15833333,0,0
20.70833333,0,0
20,0,0
19.65,0,0
19.4,0,0
19.10833333,0,0
18.55,0,0
18.00833333,0,0
17.8,0,0
17.8,0,0
17.45,0,0
17.55,0,0
17.45,0,0
18.48333333,0,0
20.1,0,0
21.53333333,0,0
23.19166667,0,0
24.19166667,0,0
24.75,0,0
25,0,0
24.65,0,0
24.10833333,0,0
23.55,0,0
22.36666667,0,0
21.05833333,0,0
20.6,0,0
20.25,0,0
19.65,0,0
19.75,0,0
20,0,0
19.35833333,0,0
18.55,0,0
18.3,0,0
17.65833333,0,0
17.2,0,0
17.2,48.16819564,133.3571746
17.84166667,72.08378956,199.4777498
19.29166667,76.13391152,213.666635
20.64166667,81.82537758,232.8578081
21.1,85.90843711,246.0715134
22.09166667,86.80558914,248.8105906
23.44166667,91.60331452,264.3976238
23.9,95.65711264,276.7136728
23.55,96.66255227,279.5115347
23.00833333,96.29845333,278.6623772
22.8,95.94081179,277.6030452
22.8,92.29078312,265.8314662
22.15833333,86.97815068,248.8301832
21.35,82.42982189,234.0814407
20.45833333,79.96119,226.0353775
20,78.22123932,220.2827509
20,78.17451714,220.2395641
19.65,77.68891228,218.5678947
19.10833333,74.44115038,207.3304309
18.9,72.86694346,202.078864
18.9,72.68447938,201.5391916
18.9,74.05456097,206.3702939
18.9,76.39256773,214.3902289
18.55,77.21974945,217.0777615
18.65,76.49010399,214.5217893
18.9,76.27798161,213.8273421
18.9,78.61470932,221.9280593
18.9,81.92794611,233.0213421
19.19166667,82.74230213,235.5237291
19.75,84.19791684,240.3104245
19.65,87.97099524,252.737437
18.75833333,87.1266841,249.6695804
18.3,86.39076266,247.3183657
18.00833333,86.95804299,249.2253055
17.8,86.95430166,249.1899462
17.45,82.23372497,233.2164176
17.2,75.9189371,212.2260271
17.2,73.6822204,204.7928804
16.90833333,72.26508139,200.0135657
16.7,71.75726345,198.3176078
16.7,73.01554533,202.7845341
16.35,73.06891952,202.8483681
16.1,68.4222607,186.3663235
16.1,65.81061588,177.2796797
16.1,65.71468846,177.1167988
16.1,64.32732993,172.0322691
16.1,21.20885963,56.52801732
16.1,0,0
16.1,0,0
16.1,0,0
17.09166667,0,0
18.44166667,0,0
19.54166667,0,0
21.63333333,0,0
23.44166667,0,0
24.19166667,0,0
24.4,0,0
24.4,0,0
24.4,0,0
24.4,0,0
24.10833333,0,0
23.55,0,0
22.65833333,0,0
21.90833333,0,0
21.35,0,0
21.1,0,0
20.80833333,0,0
20.25,0,0
19.65,0,0
19.4,0,0
19.10833333,0,0
18.55,0,0
18.65,0,0
18.9,0,0
20.18333333,0,0
22.09166667,0,0
23.44166667,0,0
25.18333333,0,0
26.74166667,0,0
26.90833333,0,0
26.35,0,0
25.10833333,0,0
24.75,0,0
25,0,0
24.00833333,0,0
23.00833333,0,0
22.15833333,0,0
21.05833333,0,0
20.25,0,0
19.35833333,0,0
18.25833333,0,0
17.15833333,0,0
16.35,0,0
15.80833333,47.07777764,129.6146984
14.9,69.19282081,189.2638982
14.10833333,64.227005,171.4834207
13.25833333,60.67041426,158.6750496
12.8,59.82916738,154.1957281
13.09166667,61.02926565,158.6537817
14.64166667,63.03918417,166.7016928
16.53333333,71.66047254,198.4819814
18.19166667,77.02632943,216.7609271
19.19166667,81.15063506,230.4795455
20.39166667,84.41481604,241.1917492
21.1,88.13116336,253.2227735
21.1,89.11130431,256.1901268
21.1,88.68834628,254.7187562
20.80833333,87.83158778,251.9436012
20.25,86.35040937,247.1104846
19.65,81.21625839,229.9490799
19.10833333,76.96449722,215.8501473
18.25833333,73.78771673,205.10732
17.45,70.98436452,195.4761091
17.2,73.44817223,200.1852357
16.90833333,72.00116307,190.1950203
16.05833333,27.73038127,75.72098927
14.9,0,0
14.4,0,0
14.10833333,58.7810906,161.0778047
13.25833333,26.1666369,70.57700777
12.45,0,0
13.19166667,0,0
14.89166667,0,0
15.89166667,0,0
16.74166667,0,0
17.84166667,0,0
18.65,0,0
19.19166667,44.75097864,119.246392
19.10833333,69.4423403,189.9723783
19.19166667,74.69348988,208.6998433
19.10833333,73.71311149,204.9002358
18.25833333,64.9615097,175.8019983
17.8,65.50331133,177.9950268
16.51666667,22.71082954,61.92902402
15.25,0,0
14.65,0,0
14.4,0,0
14.4,65.14172596,187.9193409
14.75,60.90389515,158.3975202
15,62.23933222,163.2924067
15,58.90467624,150.691482
15,65.27010985,172.9503359
15,59.56939393,153.4991433
15.35,19.65402259,50.38138217
15.6,0,0
15.6,0,0
15.89166667,0,0
16.1,0,0
16.74166667,0,0
17.55,0,0
17.8,0,0
17.8,0,0
18.44166667,0,0
19.54166667,0,0
20.35,0,0
20.25,0,0
20,0,0
19.65,0,0
19.10833333,0,0
18.9,0,0
18.9,0,0
18.55,0,0
18.00833333,0,0
17.8,0,0
17.45,0,0
16.90833333,0,0
16.7,0,0
16.7,0,0
16.7,0,0
16.99166667,0,0
17.84166667,53.29395823,147.2007277
19.29166667,77.95638568,220.0726463
20.99166667,83.71054839,239.0414191
22.98333333,88.08611688,253.1726219
24.54166667,95.54060286,274.2747338
25.35,103.9561981,292.132577
25.89166667,114.1297679,310.9875412
26.1,124.6772438,329.1496034
25.80833333,134.0791645,342.7391475
25.25,128.3438334,323.6166275
24.65,122.9053422,311.0977503
23.75833333,119.1759883,302.6565463
23.3,111.9481827,288.652333
22.65833333,107.3037373,280.5140853
21.90833333,101.5573183,270.1709897
21.7,101.1340718,270.9055071
21.99166667,98.33067021,263.9082878
21.55833333,96.9227785,259.1659294
21.1,91.52178188,247.5122919
21.1,94.18434173,255.1065034
21.1,96.28370529,258.8352322
20.80833333,95.96525384,256.5025636
20.89166667,94.59958356,253.5297622
21.1,96.16142455,257.413434
22.09166667,101.7145058,273.2263268
23.44166667,114.2653749,303.3317934
25.18333333,129.7187979,333.3772648
26.74166667,149.9180319,365.7837012
27.84166667,164.9196419,384.8441567
28.65,176.015124,398.447105
28.9,191.71216,419.5966782
28.9,208.890191,441.5864225
28.55,219.2859483,452.9518287
28.00833333,214.3520321,439.7074473
26.80833333,201.0337075,417.4081639
25.80833333,182.2981223,390.6324929
23.325,160.8559965,357.6995884
22.34166667,127.675589,308.047739
22.45,121.1779713,303.6349197
22.2,113.4745188,291.9390774
22.84166667,114.8587913,295.980136
22.65833333,117.1729202,296.579585
21.55833333,112.2455628,283.6795373
21.1,104.5161391,269.4615243
21.1,102.4599278,267.0860677
21.1,100.6192647,263.7937326
20.45833333,97.88186881,259.0809943
20.35,96.1158003,256.1803271
20.89166667,90.47812989,247.859592
20.45833333,87.85375348,248.176988
19.00833333,84.80853825,241.6697711
18.3,81.53016101,231.1255659
18.3,83.83569234,239.2362874
17.65833333,83.64151935,238.3230217
17.2,81.30046689,230.5251577
17.2,83.5906292,238.4250363
17.2,28.57743484,81.81011656
16.90833333,0,0
17.34166667,0,0
17.45,0,0
16.90833333,0,0
16.7,0,0
16.7,0,0
16.7,52.57284432,148.3810002
16.7,76.54981389,214.5639696
16.7,75.56153139,211.3537813
16.35,75.14385518,209.9393935
16.1,74.18990921,206.6651384
16.1,73.79466211,205.3436206
15.80833333,73.09021565,202.8908508
15.25,71.13223966,196.0309474
15.35,69.06787561,188.845022
15.89166667,71.63363123,198.1429307
16.45,78.61532549,222.2287346
17.34166667,82.97173283,236.5405407
18.73333333,89.34704284,257.203798
20.1,99.75298576,284.6308616
20.6,108.2696713,301.2539692
20.89166667,114.8166111,312.7645968
21.45,121.828706,325.0616299
21.35,125.8578197,330.1669918
21.1,114.2525523,300.7064656
20.80833333,105.8553694,282.7351372
20.25,34.94139412,93.74087905
19.35833333,0,0
18.9,63.33582503,173.4146801
18.55,91.78478666,253.6917176
17.65833333,85.72436645,239.9996683
17.84166667,80.83145417,228.3942073
17.01666667,80.82075509,228.3249624
16.1,74.55326776,207.5539386
15.80833333,74.22350037,206.7921067
15.6,74.00085508,206.0686931
15.25,73.69914197,204.9968829
15,71.32974146,196.7142386
15.35,70.40661092,193.5989479
16.24166667,70.67775951,194.6194674
17.34166667,74.37883651,207.6563186
18.73333333,78.41443213,221.3481938
20.1,83.48427257,238.253573
20.6,87.53796525,250.6643597
20.6,87.12359362,249.5178145
20.89166667,91.60566521,261.0608052
20.80833333,101.8927212,281.7259902
20.89166667,104.5232361,282.9909666
20.45833333,104.3806102,280.4359397
19.65,98.1692648,266.3088863
19.75,92.09836414,252.1770115
19.00833333,88.05968506,242.0503245
18.00833333,77.45759649,214.8725622
17.15833333,24.46615619,67.74993391
16.05833333,0,0
15.6,0,0
15.25,0,0
14.35833333,0,0
13.9,0,0
13.55,0,0
13.3,0,0
13.00833333,0,0
13.09166667,0,0
13.94166667,0,0
15.39166667,0,0
17.09166667,0,0
18.73333333,0,0
20.1,0,0
20.6,0,0
20.25,0,0
20,0,0
19.35833333,0,0
18.55,0,0
18.00833333,0,0
17.45,0,0
16.90833333,0,0
16.35,0,0
15.45833333,42.63463391,111.6018722
15,21.00508131,55.4818507
15,0,0
15,0,0
14.65,0,0
14.4,0,0
14.4,0,0
14.4,0,0
14.10833333,0,0
14.54166667,0,0
15.99166667,0,0
17.34166667,0,0
18.44166667,0,0
19.89166667,0,0
21.24166667,0,0
21.99166667,0,0
22.2,0,0
21.90833333,0,0
21.7,0,0
21.35,0,0
20.45833333,0,0
19.65,0,0
18.46666667,0,0
17.45,0,0
17.2,0,0
16.90833333,49.45723481,137.7833544
16.7,71.70083413,197.9410315
16.99166667,70.81902175,195.0374093
16.90833333,68.01392509,185.0339672
15.70833333,63.76283027,169.8375618
14.35833333,60.33957973,157.4900223
13.25833333,64.62108216,170.6752059
12.8,59.61968409,154.0209432
13.73333333,68.31884049,184.9683605
15.1,57.84216304,149.633737
16.53333333,66.60343336,184.610203
18.19166667,81.77233453,233.0210804
20.18333333,87.73378668,252.1755427
22.09166667,94.33870451,273.1293268
22.8,98.918472,287.1326329
23.09166667,97.33657103,281.8155704
23.94166667,32.50253662,94.16533312
24.10833333,0,0
23.9,0,0
22.90833333,0,0
21.26666667,0,0
20.25,0,0
20,0,0
19.65,0,0
19.10833333,0,0
18.25833333,0,0
18.09166667,0,0
17.65833333,0,0
16.90833333,0,0
16.05833333,42.74699126,114.1805917
15.6,62.82538876,166.6410914
15.89166667,61.86938824,163.2252719
16.1,62.82105938,166.8040044
17.73333333,67.3430202,183.2275153
19.19166667,76.54413813,215.3999561
20.74166667,82.51794955,235.1608832
22.63333333,21.33701006,61.0816287
23.94166667,0,0
24.75,0,0
25,0,0
25,0,0
25.35,0,0
25.6,90.02695719,235.8328433
24.9,130.3822906,330.168156
23.75833333,136.8933163,336.2168495
23.00833333,135.8040564,330.8333026
22.8,133.6751621,326.4864623
22.15833333,128.9011599,317.7144931
21.35,122.0106584,305.867772
21.1,116.0399052,294.279112
20.45833333,110.5734181,281.809849
19.65,99.52805167,259.113
19.10833333,87.51331938,235.9880385
18.25833333,81.58132756,225.9289919
18.09166667,76.86243076,214.9555998
18.3,76.36343112,214.0591486
18.65,78.64357817,221.9825465
19.54166667,88.26784401,251.0147289
21.28333333,109.120222,299.9297167
23.19166667,137.9364935,351.1610088
25.18333333,164.7311074,386.6980714
26.1,181.0114895,403.415702
27.09166667,189.6563329,412.1495811
27.15833333,197.6431851,421.5279787
25.35833333,188.8155753,408.4632012
22.825,170.0398721,381.9086279
21.7,140.1034555,335.4146576
21.7,133.8993075,328.1175641
21.99166667,133.0143056,327.9131449
22.2,137.1087694,334.5844644
22.55,138.6693712,335.5621571
22.45,139.0549411,334.3194158
22.2,130.3742003,318.4217205
21.90833333,125.1440729,308.6884647
21.7,119.5127387,297.0976384
21.7,123.9855764,305.561483
21.7,128.4831994,312.2269877
21.7,129.7115479,312.8218851
21.7,128.7885471,309.8066687
21.35,126.9631687,306.0742626
21.45,124.4369946,302.3683614
21.99166667,137.3788929,332.6580358
22.55,153.1045336,361.5744894
23.44166667,162.9339064,376.6113716
24.54166667,172.9008106,390.810578
25.35,171.5083756,387.4554099
26.53333333,166.3606498,381.5654782
26.26666667,157.8392753,369.5308057
25.6,130.7666563,327.2902418
24.25833333,114.3532099,303.6428626
24.64166667,102.5235506,282.0506689
25.6,37.34946275,101.0064311
25.25,0,0
25,0,0
24.65,0,0
23.75833333,0,0
23.3,0,0
23.00833333,0,0
22.8,0,0
22.15833333,0,0
21.35,0,0
20.80833333,0,0
20.6,0,0
19.9,0,0
19.75,0,0
20.99166667,0,0
22.63333333,0,0
24.29166667,0,0
24.65,0,0
24.4,0,0
25.39166667,0,0
25.80833333,0,0
26.24166667,0,0
26.99166667,0,0
25.91666667,0,0
24.65,0,0
24.4,0,0
24.4,0,0
24.4,0,0
23.75833333,0,0
23.00833333,0,0
22.45,0,0
22.2,0,0
21.90833333,0,0
21.7,0,0
21.35,0,0
21.1,0,0
21.1,0,0
21.45,0,0
21.99166667,0,0
22.84166667,0,0
23.65,0,0
24.89166667,0,0
26.24166667,0,0
27.34166667,0,0
27.8,0,0
27.45,0,0
26.55833333,0,0
