power,amb_temperature,valid,start,hours
200,21.57837693,TRUE,1,380.6666667
200,21.49860499,TRUE,1,381.1666667
200,21.42615269,TRUE,1,381.5833333
200,21.38203478,TRUE,1,381.8333333
200,21.54190173,TRUE,1,382
200,21.72103847,TRUE,1,382.1666667
200,21.82563844,TRUE,1,382.3333333
200,21.86217945,TRUE,1,382.5
200,21.8648787,TRUE,1,382.6666667
200,21.85919324,TRUE,1,382.8333333
200,21.85642457,TRUE,1,383
200,21.69015489,TRUE,1,383.1666667
200,21.50645465,TRUE,1,383.3333333
200,21.40816498,TRUE,1,383.5
200,21.38452866,TRUE,1,383.6666667
200,21.38852133,TRUE,1,383.8333333
200,21.39042347,TRUE,1,384
200,21.29737807,TRUE,1,384.1666667
200,21.05862167,TRUE,1,384.3333333
200,20.90675179,TRUE,1,384.5
200,20.86197765,TRUE,1,384.6666667
200,20.86011678,TRUE,1,384.8333333
200,20.8583015,TRUE,1,385
200,20.84755251,TRUE,1,385.1666667
200,20.83364795,TRUE,1,385.3333333
200,20.82209043,TRUE,1,385.5
200,20.81324905,TRUE,1,385.6666667
200,20.80567498,TRUE,1,385.8333333
200,20.79751378,TRUE,1,386
200,20.78912163,TRUE,1,386.1666667
200,20.78050754,TRUE,1,386.3333333
200,20.77184579,TRUE,1,386.5
200,20.76355153,TRUE,1,386.6666667
200,20.7558657,TRUE,1,386.8333333
200,20.74827467,TRUE,1,387
200,20.74058727,TRUE,1,387.1666667
200,20.73327252,TRUE,1,387.3333333
200,20.72627116,TRUE,1,387.5
200,20.71440261,TRUE,1,387.8333333
200,20.71017211,TRUE,1,388.3333333
200,20.70637064,TRUE,1,388.75
200,20.70348503,TRUE,1,389
200,20.70135548,TRUE,1,389.1666667
200,20.69810021,TRUE,1,389.3333333
200,20.6934293,TRUE,1,389.5833333
200,20.72699933,TRUE,1,390
200,20.75876421,TRUE,1,390.4166667
200,20.78214514,TRUE,1,390.75
200,20.8085258,TRUE,1,391.0833333
200,20.82587576,TRUE,1,391.3333333
200,20.8421691,TRUE,1,391.5
200,20.85080687,TRUE,1,391.6666667
200,20.86017871,TRUE,1,391.8333333
200,20.87243977,TRUE,1,392
200,20.88586497,TRUE,1,392.1666667
200,20.90027779,TRUE,1,392.3333333
200,20.91736832,TRUE,1,392.5
400,20.93418101,TRUE,1,392.6666667
400,20.95084046,TRUE,1,392.8333333
400,21.03521284,TRUE,1,393
400,21.12387302,TRUE,1,393.1666667
400,21.1805155,TRUE,1,393.3333333
400,21.21021308,TRUE,1,393.5
400,21.2300449,TRUE,1,393.6666667
400,21.24970671,TRUE,1,393.8333333
400,21.25992767,TRUE,1,394
400,21.27010365,TRUE,1,394.1666667
400,21.28584513,TRUE,1,394.3333333
400,21.30600167,TRUE,1,394.5
400,21.32795443,TRUE,1,394.6666667
400,21.34862701,TRUE,1,394.8333333
400,21.37040457,TRUE,1,395
400,21.38600438,TRUE,1,395.1666667
400,21.39384425,TRUE,1,395.3333333
400,21.39740086,TRUE,1,395.5
400,21.39953576,TRUE,1,395.6666667
400,21.40182629,TRUE,1,395.8333333
400,21.420337,TRUE,1,396
400,21.44027584,TRUE,1,396.1666667
400,21.45268145,TRUE,1,396.3333333
400,21.45788867,TRUE,1,396.5
400,21.46032512,TRUE,1,396.6666667
400,21.46229881,TRUE,1,396.8333333
400,21.45790932,TRUE,1,397
400,21.45296136,TRUE,1,397.1666667
400,21.45125205,TRUE,1,397.3333333
400,21.45225031,TRUE,1,397.5
400,21.45431544,TRUE,1,397.6666667
400,21.45658724,TRUE,1,397.8333333
400,21.47266522,TRUE,1,398
400,21.4902038,TRUE,1,398.1666667
400,21.50091719,TRUE,1,398.3333333
400,21.50714713,TRUE,1,398.6666667
400,21.47761407,TRUE,1,399.0833333
400,21.44737533,TRUE,1,399.3333333
400,21.41459292,TRUE,1,399.5
400,21.3799438,TRUE,1,399.6666667
400,21.35306477,TRUE,1,399.8333333
400,21.33990537,TRUE,1,400
400,21.3364459,TRUE,1,400.1666667
400,21.33607546,TRUE,1,400.3333333
400,21.3310074,TRUE,1,400.5
400,21.32493273,TRUE,1,400.6666667
400,21.32138022,TRUE,1,400.8333333
400,21.25434859,TRUE,1,401
400,21.16959495,TRUE,1,401.1666667
400,21.11728592,TRUE,1,401.3333333
400,21.09984151,TRUE,1,401.5
400,21.0977117,TRUE,1,401.6666667
400,21.09668409,TRUE,1,401.8333333
400,21.09342324,TRUE,1,402
400,21.08933341,TRUE,1,402.1666667
400,21.08547889,TRUE,1,402.3333333
400,21.26016098,TRUE,1,402.5
400,21.4478431,TRUE,1,402.6666667
400,21.55581937,TRUE,1,402.8333333
400,21.59305782,TRUE,1,403
293.9115631,21.59845573,TRUE,1,403.1666667
200,21.59934921,TRUE,1,403.3333333
200,21.39464305,TRUE,1,403.5
200,21.18270112,TRUE,1,403.6666667
200,21.08009438,TRUE,1,403.8333333
200,21.06201798,TRUE,1,404
200,21.06937902,TRUE,1,404.1666667
200,21.0715362,TRUE,1,404.3333333
200,21.2439352,TRUE,1,404.5
200,21.42612515,TRUE,1,404.6666667
200,21.52883381,TRUE,1,404.8333333
200,21.56230468,TRUE,1,405
200,21.5660772,TRUE,1,405.1666667
200,21.56596525,TRUE,1,405.3333333
200,21.62695011,TRUE,1,405.5
200,21.69945851,TRUE,1,405.6666667
200,21.75084868,TRUE,1,405.8333333
200,21.77691337,TRUE,1,406
200,21.78756422,TRUE,1,406.1666667
200,21.79272053,TRUE,1,406.3333333
200,21.74842592,TRUE,1,406.5
200,21.69503168,TRUE,1,406.6666667
200,21.66129201,TRUE,1,406.8333333
200,21.64956643,TRUE,1,407
200,21.64998538,TRUE,1,407.1666667
200,21.69556665,TRUE,1,407.3333333
200,21.89446007,TRUE,1,407.5
200,22.11588161,TRUE,1,407.6666667
200,22.25600453,TRUE,1,407.8333333
200,22.30651905,TRUE,1,408
200,22.31324944,TRUE,1,408.1666667
200,22.31414862,TRUE,1,408.3333333
200,22.37902977,TRUE,1,408.5
200,22.45143154,TRUE,1,408.6666667
200,22.49434195,TRUE,1,408.8333333
200,22.51144356,TRUE,1,409
200,22.5186416,TRUE,1,409.1666667
200,22.525916,TRUE,1,409.3333333
200,22.40575514,TRUE,1,409.5
200,22.27583383,TRUE,1,409.6666667
200,22.13399338,TRUE,1,409.9166667
200,22.06570796,TRUE,1,410.1666667
200,21.83765046,TRUE,1,410.3333333
200,21.58145286,TRUE,1,410.5
200,21.41365306,TRUE,1,410.6666667
200,21.3521906,TRUE,1,410.8333333
200,21.3451559,TRUE,1,411
200,21.34720109,TRUE,1,411.1666667
200,21.34305467,TRUE,1,411.3333333
200,21.33502385,TRUE,1,411.5
200,21.32812906,TRUE,1,411.6666667
200,21.32340169,TRUE,1,411.8333333
200,21.31975084,TRUE,1,412
200,21.31670623,TRUE,1,412.1666667
200,21.31391536,TRUE,1,412.3333333
200,21.31103686,TRUE,1,412.5
200,21.30806472,TRUE,1,412.6666667
200,21.30570081,TRUE,1,412.8333333
200,21.30353178,TRUE,1,413
200,21.30119338,TRUE,1,413.1666667
200,21.29878126,TRUE,1,413.3333333
200,21.29689571,TRUE,1,413.5
200,21.29500882,TRUE,1,413.6666667
200,21.2928663,TRUE,1,413.8333333
200,21.29081021,TRUE,1,414
200,21.28774801,TRUE,1,414.4166667
200,21.40260029,TRUE,1,415
200,21.5051666,TRUE,1,415.4166667
200,21.55008081,TRUE,1,415.6666667
200,21.61021557,TRUE,1,415.8333333
200,21.69154722,TRUE,1,416
200,21.78775093,TRUE,1,416.3333333
200,21.89137897,TRUE,1,416.75
200,21.98162136,TRUE,1,417
200,22.09104157,TRUE,1,417.1666667
200,22.23091196,TRUE,1,417.3333333
200,22.35919887,TRUE,1,417.5
200,22.44195465,TRUE,1,417.6666667
200,22.48495729,TRUE,1,417.8333333
200,22.54400201,TRUE,1,418
200,22.60002685,TRUE,1,418.1666667
200,22.63787641,TRUE,1,418.3333333
200,22.65972861,TRUE,1,418.5
200,22.67408053,TRUE,1,418.6666667
400,22.68730547,TRUE,1,418.8333333
400,22.70134615,TRUE,1,419
400,22.81374319,TRUE,1,419.1666667
400,22.93307691,TRUE,1,419.3333333
400,23.00134953,TRUE,1,419.5
400,23.02669847,TRUE,1,419.6666667
400,23.03726121,TRUE,1,419.8333333
400,23.04963325,TRUE,1,420
400,23.06079699,TRUE,1,420.1666667
400,23.07321167,TRUE,1,420.3333333
400,23.08773263,TRUE,1,420.5
400,23.10330144,TRUE,1,420.6666667
400,23.11893437,TRUE,1,420.8333333
400,23.13431605,TRUE,1,421
400,23.16454127,TRUE,1,421.1666667
400,23.19542272,TRUE,1,421.3333333
400,23.21847621,TRUE,1,421.5
400,23.23490921,TRUE,1,421.6666667
400,23.24901688,TRUE,1,421.8333333
400,23.2634566,TRUE,1,422
400,23.28203491,TRUE,1,422.1666667
400,23.30081328,TRUE,1,422.3333333
400,23.31755147,TRUE,1,422.5
400,23.33246776,TRUE,1,422.6666667
400,23.34680137,TRUE,1,422.8333333
400,23.36124378,TRUE,1,423
400,23.37745507,TRUE,1,423.1666667
400,23.39361005,TRUE,1,423.3333333
400,23.40869374,TRUE,1,423.5
400,23.4228478,TRUE,1,423.6666667
400,23.43677725,TRUE,1,423.8333333
400,23.4506669,TRUE,1,424
400,23.45830182,TRUE,1,424.1666667
400,23.46543888,TRUE,1,424.3333333
400,23.47562622,TRUE,1,424.5
400,23.49850986,TRUE,1,424.9166667
400,23.41244188,TRUE,1,425.4166667
400,23.32299751,TRUE,1,425.6666667
400,23.22824577,TRUE,1,425.8333333
400,23.12300561,TRUE,1,426
400,23.0302022,TRUE,1,426.1666667
400,22.96987923,TRUE,1,426.3333333
400,22.94068736,TRUE,1,426.5
400,22.89348734,TRUE,1,426.6666667
400,22.76793863,TRUE,1,426.8333333
400,22.63306707,TRUE,1,427
400,22.55135411,TRUE,1,427.1666667
400,22.52210991,TRUE,1,427.3333333
400,22.51818067,TRUE,1,427.5
400,22.49460147,TRUE,1,427.6666667
400,22.46684564,TRUE,1,427.8333333
400,22.44848408,TRUE,1,428
400,22.44043045,TRUE,1,428.1666667
400,22.4378994,TRUE,1,428.3333333
293.9115631,22.43634575,TRUE,1,428.5
200,22.43450433,TRUE,1,428.6666667
200,22.41604692,TRUE,1,428.8333333
200,22.40114424,TRUE,1,429
200,22.39494582,TRUE,1,429.1666667
200,22.39367269,TRUE,1,429.3333333
200,22.39301001,TRUE,1,429.5
200,22.3799698,TRUE,1,429.6666667
200,22.36553839,TRUE,1,429.8333333
200,22.3564435,TRUE,1,430
200,22.35286623,TRUE,1,430.1666667
200,22.35156225,TRUE,1,430.3333333
200,22.35019454,TRUE,1,430.5
200,22.34897058,TRUE,1,430.6666667
200,22.53666794,TRUE,1,430.8333333
200,22.74503456,TRUE,1,431
200,22.87120964,TRUE,1,431.1666667
200,22.91951573,TRUE,1,431.3333333
200,22.92954311,TRUE,1,431.5
200,22.90642688,TRUE,1,431.6666667
200,22.97636194,TRUE,1,431.8333333
200,23.07697206,TRUE,1,432
200,23.15978497,TRUE,1,432.1666667
200,23.21363305,TRUE,1,432.5
200,23.16365006,TRUE,1,432.9166667
200,23.10848911,TRUE,1,433.1666667
200,23.03833799,TRUE,1,433.3333333
200,22.95539734,TRUE,1,433.5
200,22.88434403,TRUE,1,433.6666667
200,22.84399507,TRUE,1,433.8333333
200,22.82913334,TRUE,1,434
200,22.82696989,TRUE,1,434.1666667
200,22.75676034,TRUE,1,434.3333333
200,22.67670499,TRUE,1,434.5
200,22.62872209,TRUE,1,434.6666667
200,22.61250616,TRUE,1,434.8333333
200,22.61066102,TRUE,1,435
200,22.61081948,TRUE,1,435.1666667
200,22.6721943,TRUE,1,435.3333333
200,22.74013459,TRUE,1,435.5
200,22.77999456,TRUE,1,435.6666667
200,22.79317594,TRUE,1,435.8333333
200,22.79441784,TRUE,1,436
200,22.79371342,TRUE,1,436.1666667
200,22.75550049,TRUE,1,436.3333333
200,22.71309031,TRUE,1,436.5
200,22.6888235,TRUE,1,436.6666667
200,22.68117362,TRUE,1,436.8333333
200,22.68071868,TRUE,1,437
200,22.68123676,TRUE,1,437.1666667
200,22.69596041,TRUE,1,437.3333333
200,22.71174614,TRUE,1,437.5
200,22.72053458,TRUE,1,437.6666667
200,22.72333568,TRUE,1,437.8333333
200,22.72358174,TRUE,1,438
200,22.7232643,TRUE,1,438.1666667
200,22.81693946,TRUE,1,438.4166667
200,22.76606129,TRUE,1,438.6666667
200,22.51060636,TRUE,1,438.8333333
200,22.25537071,TRUE,1,439
200,22.10195782,TRUE,1,439.1666667
200,22.05374258,TRUE,1,439.3333333
200,22.0509155,TRUE,1,439.5
200,22.05067976,TRUE,1,439.6666667
200,22.04255475,TRUE,1,439.8333333
200,22.03107646,TRUE,1,440
200,22.02052369,TRUE,1,440.1666667
200,22.01190144,TRUE,1,440.3333333
200,22.00487036,TRUE,1,440.5
200,21.99844158,TRUE,1,440.6666667
200,21.99188864,TRUE,1,440.8333333
200,21.98061721,TRUE,1,441.25
200,22.06342334,TRUE,1,441.75
200,22.14774936,TRUE,1,442
200,22.235618,TRUE,1,442.1666667
200,22.32953187,TRUE,1,442.3333333
200,22.40640243,TRUE,1,442.5
200,22.46408138,TRUE,1,442.8333333
200,22.5575229,TRUE,1,443.25
200,22.64456498,TRUE,1,443.5
200,22.74784959,TRUE,1,443.6666667
200,22.86882216,TRUE,1,443.8333333
200,22.97500448,TRUE,1,444
200,23.04232231,TRUE,1,444.1666667
200,23.07695928,TRUE,1,444.3333333
200,23.13099256,TRUE,1,444.5
200,23.18634075,TRUE,1,444.6666667
200,23.22733915,TRUE,1,444.8333333
200,23.25214093,TRUE,1,445
200,23.26713225,TRUE,1,445.1666667
400,23.27833534,TRUE,1,445.3333333
400,23.28869889,TRUE,1,445.5
400,23.40653962,TRUE,1,445.6666667
400,23.54784947,TRUE,1,445.8333333
400,23.63261924,TRUE,1,446
400,23.66222747,TRUE,1,446.1666667
400,23.66929953,TRUE,1,446.3333333
400,23.67619522,TRUE,1,446.5
400,23.69566775,TRUE,1,446.6666667
400,23.71829139,TRUE,1,446.8333333
400,23.73684405,TRUE,1,447
400,23.7509534,TRUE,1,447.1666667
400,23.76306506,TRUE,1,447.3333333
400,23.77498122,TRUE,1,447.5
400,23.76794926,TRUE,1,447.6666667
400,23.75927794,TRUE,1,447.8333333
400,23.75939186,TRUE,1,448
400,23.76747951,TRUE,1,448.1666667
400,23.77901298,TRUE,1,448.3333333
400,23.79053618,TRUE,1,448.5
400,23.81815388,TRUE,1,448.6666667
400,23.84704528,TRUE,1,448.8333333
400,23.86791054,TRUE,1,449
400,23.88139986,TRUE,1,449.1666667
400,23.89179709,TRUE,1,449.3333333
400,23.90195677,TRUE,1,449.5
400,23.89824683,TRUE,1,449.6666667
400,23.89336692,TRUE,1,449.8333333
400,23.89511412,TRUE,1,450
400,23.90281497,TRUE,1,450.1666667
400,23.91304587,TRUE,1,450.3333333
400,23.92329293,TRUE,1,450.5
400,23.94211679,TRUE,1,450.6666667
400,23.96186908,TRUE,1,450.8333333
400,23.97732933,TRUE,1,451
400,23.99576175,TRUE,1,451.4166667
400,23.90925111,TRUE,1,451.9166667
400,23.82038104,TRUE,1,452.1666667
400,23.71091555,TRUE,1,452.3333333
400,23.57951835,TRUE,1,452.5
400,23.46683962,TRUE,1,452.6666667
400,23.40414248,TRUE,1,452.8333333
400,23.3817233,TRUE,1,453
400,23.343164,TRUE,1,453.1666667
400,23.28771408,TRUE,1,453.3333333
400,23.24501563,TRUE,1,453.5
400,23.18229545,TRUE,1,453.6666667
400,23.09566427,TRUE,1,453.8333333
400,23.03107973,TRUE,1,454
400,22.97853777,TRUE,1,454.1666667
400,22.94563074,TRUE,1,454.3333333
400,22.92996439,TRUE,1,454.5
400,22.92269477,TRUE,1,454.6666667
400,22.91765864,TRUE,1,454.8333333
293.9115631,22.91274843,TRUE,1,455
200,22.90755678,TRUE,1,455.1666667
200,22.88698757,TRUE,1,455.3333333
200,22.87089846,TRUE,1,455.5
