timestamp,power,soc,FOO
1/3/2017 12:10,-289.0402041,0.713408163,
1/3/2017 12:20,-231.9685714,0.693479592,
1/3/2017 12:30,-231.9685714,0.67355102,
1/3/2017 12:40,-231.9685714,0.653622449,
1/3/2017 12:50,-231.9685714,0.633693878,
1/3/2017 13:00,-231.9685714,0.613765306,
1/3/2017 13:10,-231.9685714,0.593836735,
1/3/2017 13:20,-281.6761224,0.569637755,
1/3/2017 13:30,-281.6761224,0.545438776,
1/3/2017 13:40,-281.6761224,0.521239796,
1/3/2017 13:50,-281.6761224,0.497040816,
1/3/2017 14:00,-281.6761224,0.472841837,
1/3/2017 14:10,-281.6761224,0.448642857,
1/3/2017 14:20,-239.3326531,0.428081633,
1/3/2017 14:30,-239.3326531,0.407520408,
1/3/2017 14:40,-239.3326531,0.386959184,
1/3/2017 14:50,-239.3326531,0.366397959,
1/3/2017 15:00,-239.3326531,0.345836735,
1/3/2017 15:10,-239.3326531,0.32527551,
1/3/2017 15:20,-265.1069388,0.3025,
1/3/2017 15:30,-265.1069388,0.27972449,
1/3/2017 15:40,-265.1069388,0.25694898,
1/3/2017 15:50,-265.1069388,0.234173469,
1/3/2017 16:00,-265.1069388,0.211397959,
1/3/2017 16:10,-272.0107653,0.179785077,
1/3/2017 16:20,-274.3120408,0.159164541,
1/3/2017 16:30,-274.3120408,0.141489796,
1/3/2017 16:40,-274.3120408,0.117923469,
1/3/2017 16:50,-274.3120408,9.44E-02,
1/3/2017 17:00,-274.3120408,7.08E-02,
1/3/2017 17:10,-274.3120408,4.72E-02,
1/3/2017 17:20,-224.6044898,2.79E-02,
1/3/2017 17:30,-224.6044898,8.63E-03,
1/3/2017 17:40,-100.4840816,0,
1/3/2017 17:50,0,0,
1/3/2017 18:00,0,0,
1/3/2017 18:10,0,0,
1/3/2017 18:20,0,0,
1/3/2017 18:30,0,0,
1/3/2017 18:40,0,0,
1/3/2017 18:50,0,0,
1/3/2017 19:00,0,0,
1/3/2017 19:10,0,0,
1/3/2017 19:20,0,0,
1/3/2017 19:30,0,0,
1/3/2017 19:40,0,0,
1/3/2017 19:50,0,0,
1/3/2017 20:00,0,0,
1/3/2017 20:10,0,0,
1/3/2017 20:20,240,1.86E-02,
1/3/2017 20:30,240,3.72E-02,
1/3/2017 20:40,240,5.58E-02,
1/3/2017 20:50,240,7.44E-02,
1/3/2017 21:00,240,9.30E-02,
1/3/2017 21:10,240,0.1116,
1/3/2017 21:20,0,0.1116,
1/3/2017 21:30,0,0.1116,
1/3/2017 21:40,0,0.1116,
1/3/2017 21:50,0,0.1116,
1/3/2017 22:00,0,0.1116,
1/3/2017 22:10,0,0.1116,
1/3/2017 22:20,500,0.1600375,
1/3/2017 22:30,500,0.1987875,
1/3/2017 22:40,500,0.22785,
1/3/2017 22:50,500,0.2666,
1/3/2017 23:00,500,0.30535,
1/3/2017 23:10,310.9289617,0.349690164,
1/3/2017 23:20,216.3934426,0.365063115,
1/3/2017 23:30,216.3934426,0.377640984,
1/3/2017 23:40,216.3934426,0.394411475,
1/3/2017 23:50,216.3934426,0.411181967,
1/4/2017 0:00,216.3934426,0.427952459,
1/4/2017 0:10,216.3934426,0.444722951,
1/4/2017 0:20,400,0.475722951,
1/4/2017 0:30,400,0.506722951,
1/4/2017 0:40,400,0.537722951,
1/4/2017 0:50,400,0.568722951,
1/4/2017 1:00,400,0.599722951,
1/4/2017 1:10,400,0.630722951,
1/4/2017 1:20,366.6666667,0.659139617,
1/4/2017 1:30,366.6666667,0.687556284,
1/4/2017 1:40,366.6666667,0.715972951,
1/4/2017 1:50,366.6666667,0.744389617,
1/4/2017 2:00,366.6666667,0.772806284,
1/4/2017 2:10,366.6666667,0.801222951,
1/4/2017 2:20,388.2352941,0.831311186,
1/4/2017 2:30,388.2352941,0.861399421,
1/4/2017 2:40,388.2352941,0.891487657,
1/4/2017 2:50,388.2352941,0.921575892,
1/4/2017 3:00,388.2352941,0.951664127,
1/4/2017 3:10,388.2352941,0.981752363,
1/4/2017 3:20,209.5238095,0.997990458,
1/4/2017 3:30,12.96478828,1,
1/4/2017 3:40,0,1,
1/4/2017 3:50,0,1,
1/4/2017 4:00,0,1,
1/4/2017 4:10,0,1,
1/4/2017 4:20,0,1,
1/4/2017 4:30,0,1,
1/4/2017 4:40,0,1,
1/4/2017 4:50,0,1,
1/4/2017 5:00,0,1,
1/4/2017 5:10,0,1,
1/4/2017 5:20,0,1,
1/4/2017 5:30,0,1,
1/4/2017 5:40,0,1,
1/4/2017 5:50,0,1,
1/4/2017 6:00,0,1,
1/4/2017 6:10,0,1,
1/4/2017 6:20,0,1,
1/4/2017 6:30,0,1,
1/4/2017 6:40,0,1,
1/4/2017 6:50,0,1,
1/4/2017 7:00,0,1,
1/4/2017 7:10,0,1,
1/4/2017 7:20,0,1,
1/4/2017 7:30,0,1,
1/4/2017 7:40,0,1,
1/4/2017 7:50,0,1,
1/4/2017 8:00,0,1,
1/4/2017 8:10,0,1,
1/4/2017 8:20,0,1,
1/4/2017 8:30,0,1,
1/4/2017 8:40,0,1,
1/4/2017 8:50,0,1,
1/4/2017 9:00,0,1,
1/4/2017 9:10,0,1,
1/4/2017 9:20,0,1,
1/4/2017 9:30,0,1,
1/4/2017 9:40,0,1,
1/4/2017 9:50,0,1,
1/4/2017 10:00,0,1,
1/4/2017 10:10,0,1,
1/4/2017 10:20,-296.4042857,0.968169643,
1/4/2017 10:30,-296.4042857,0.949071429,
1/4/2017 10:40,-296.4042857,0.917241071,
1/4/2017 10:50,-296.4042857,0.898142857,
1/4/2017 11:00,-296.4042857,0.8663125,
1/4/2017 11:10,-296.4042857,0.847214286,
1/4/2017 11:20,-243.0146939,0.821117347,
1/4/2017 11:30,-243.0146939,0.805459184,
1/4/2017 11:40,-243.0146939,0.779362245,
1/4/2017 11:50,-243.0146939,0.763704082,
1/4/2017 12:00,-243.0146939,0.737607143,
1/4/2017 12:10,-243.0146939,0.72194898,
1/4/2017 12:20,-254.0608163,0.700122449,
1/4/2017 12:30,-254.0608163,0.678295918,
1/4/2017 12:40,-254.0608163,0.656469388,
1/4/2017 12:50,-254.0608163,0.634642857,
1/4/2017 13:00,-254.0608163,0.612816327,
1/4/2017 13:10,-254.0608163,0.590989796,
1/4/2017 13:20,-231.9685714,0.571061225,
1/4/2017 13:30,-231.9685714,0.551132653,
1/4/2017 13:40,-231.9685714,0.531204082,
1/4/2017 13:50,-231.9685714,0.51127551,
1/4/2017 14:00,-231.9685714,0.491346939,
1/4/2017 14:10,-231.9685714,0.471418367,
1/4/2017 14:20,0,0.471418367,
1/4/2017 14:30,0,0.471418367,
1/4/2017 14:40,0,0.471418367,
1/4/2017 14:50,0,0.471418367,
1/4/2017 15:00,0,0.471418367,
1/4/2017 15:10,0,0.471418367,
1/4/2017 15:20,-290.8812245,0.446428571,
1/4/2017 15:30,-290.8812245,0.421438776,
1/4/2017 15:40,-290.8812245,0.39644898,
1/4/2017 15:50,-290.8812245,0.371459184,
1/4/2017 16:00,-290.8812245,0.346469388,
1/4/2017 16:10,-281.2158673,0.312523597,
1/4/2017 16:20,-277.9940816,0.291626276,
1/4/2017 16:30,-277.9940816,0.273714286,
1/4/2017 16:40,-277.9940816,0.249831633,
1/4/2017 16:50,-277.9940816,0.22594898,
1/4/2017 17:00,-277.9940816,0.202066327,
1/4/2017 17:10,-277.9940816,0.178183674,
1/4/2017 17:20,-301.9273469,0.152244898,
1/4/2017 17:30,-301.9273469,0.126306122,
1/4/2017 17:40,-301.9273469,0.100367347,
1/4/2017 17:50,-301.9273469,7.44E-02,
1/4/2017 18:00,-301.9273469,4.85E-02,
1/4/2017 18:10,-301.9273469,2.26E-02,
1/4/2017 18:20,-233.8095918,2.46E-03,
1/4/2017 18:30,-28.6842864,0,
1/4/2017 18:40,0,0,
1/4/2017 18:50,0,0,
1/4/2017 19:00,0,0,
1/4/2017 19:10,0,0,
1/4/2017 19:20,0,0,
1/4/2017 19:30,0,0,
1/4/2017 19:40,0,0,
1/4/2017 19:50,0,0,
1/4/2017 20:00,0,0,
1/4/2017 20:10,0,0,
1/4/2017 20:20,188.5714286,1.46E-02,
1/4/2017 20:30,188.5714286,2.92E-02,
1/4/2017 20:40,188.5714286,4.38E-02,
1/4/2017 20:50,188.5714286,5.85E-02,
1/4/2017 21:00,188.5714286,7.31E-02,
1/4/2017 21:10,188.5714286,8.77E-02,
1/4/2017 21:20,0,8.77E-02,
1/4/2017 21:30,0,8.77E-02,
1/4/2017 21:40,0,8.77E-02,
1/4/2017 21:50,0,8.77E-02,
1/4/2017 22:00,0,8.77E-02,
1/4/2017 22:10,0,8.77E-02,
1/4/2017 22:20,377.1428571,0.116914286,
1/4/2017 22:30,377.1428571,0.15345,
1/4/2017 22:40,377.1428571,0.175371429,
1/4/2017 22:50,377.1428571,0.2046,
1/4/2017 23:00,377.1428571,0.233828571,
1/4/2017 23:10,409.5852534,0.274057143,
1/4/2017 23:20,425.8064516,0.304307143,
1/4/2017 23:30,425.8064516,0.329057143,
1/4/2017 23:40,425.8064516,0.362057143,
1/4/2017 23:50,425.8064516,0.395057143,
1/5/2017 0:00,425.8064516,0.428057143,
1/5/2017 0:10,425.8064516,0.461057143,
1/5/2017 0:20,206.25,0.477041518,
1/5/2017 0:30,206.25,0.493025893,
1/5/2017 0:40,206.25,0.509010268,
1/5/2017 0:50,206.25,0.524994643,
1/5/2017 1:00,206.25,0.540979018,
1/5/2017 1:10,206.25,0.556963393,
1/5/2017 1:20,275,0.578275893,
1/5/2017 1:30,275,0.599588393,
1/5/2017 1:40,275,0.620900893,
1/5/2017 1:50,275,0.642213393,
1/5/2017 2:00,275,0.663525893,
1/5/2017 2:10,275,0.684838393,
1/5/2017 2:20,412.5,0.716807143,
1/5/2017 2:30,412.5,0.748775893,
1/5/2017 2:40,412.5,0.780744643,
1/5/2017 2:50,412.5,0.812713393,
1/5/2017 3:00,412.5,0.844682143,
1/5/2017 3:10,412.5,0.876650893,
1/5/2017 3:20,488.8888889,0.914539782,
1/5/2017 3:30,488.8888889,0.952428671,
1/5/2017 3:40,488.8888889,0.99031756,
1/5/2017 3:50,62.46735798,1,
1/5/2017 4:00,0,1,
1/5/2017 4:10,0,1,
1/5/2017 4:20,0,1,
1/5/2017 4:30,0,1,
1/5/2017 4:40,0,1,
1/5/2017 4:50,0,1,
1/5/2017 5:00,0,1,
1/5/2017 5:10,0,1,
1/5/2017 5:20,0,1,
1/5/2017 5:30,0,1,
1/5/2017 5:40,0,1,
1/5/2017 5:50,0,1,
1/5/2017 6:00,0,1,
1/5/2017 6:10,0,1,
1/5/2017 6:20,0,1,
1/5/2017 6:30,0,1,
1/5/2017 6:40,0,1,
1/5/2017 6:50,0,1,
1/5/2017 7:00,0,1,
1/5/2017 7:10,0,1,
1/5/2017 7:20,0,1,
1/5/2017 7:30,0,1,
1/5/2017 7:40,0,1,
1/5/2017 7:50,0,1,
1/5/2017 8:00,0,1,
1/5/2017 8:10,0,1,
1/5/2017 8:20,0,1,
1/5/2017 8:30,0,1,
1/5/2017 8:40,0,1,
1/5/2017 8:50,0,1,
1/5/2017 9:00,0,1,
1/5/2017 9:10,0,1,
1/5/2017 9:20,0,1,
1/5/2017 9:30,0,1,
1/5/2017 9:40,0,1,
1/5/2017 9:50,0,1,
1/5/2017 10:00,0,1,
1/5/2017 10:10,-128.8714286,0.994464286,
1/5/2017 10:20,-257.7428571,0.972321429,
1/5/2017 10:30,-257.7428571,0.950178571,
1/5/2017 10:40,-257.7428571,0.928035714,
1/5/2017 10:50,-257.7428571,0.905892857,
1/5/2017 11:00,-257.7428571,0.88375,
1/5/2017 11:10,-270.63,0.861053571,
1/5/2017 11:20,-283.5171429,0.836696429,
1/5/2017 11:30,-283.5171429,0.812339286,
1/5/2017 11:40,-283.5171429,0.787982143,
1/5/2017 11:50,-283.5171429,0.763625,
1/5/2017 12:00,-283.5171429,0.739267857,
1/5/2017 12:10,-262.3454082,0.715820153,
1/5/2017 12:20,-241.1736735,0.695100765,
1/5/2017 12:30,-241.1736735,0.674381378,
1/5/2017 12:40,-241.1736735,0.65366199,
1/5/2017 12:50,-241.1736735,0.632942602,
1/5/2017 13:00,-241.1736735,0.612223214,
1/5/2017 13:10,-238.4121429,0.591622449,
1/5/2017 13:20,-235.6506122,0.571377551,
1/5/2017 13:30,-235.6506122,0.551132653,
1/5/2017 13:40,-235.6506122,0.530887755,
1/5/2017 13:50,-235.6506122,0.510642857,
1/5/2017 14:00,-235.6506122,0.490397959,
1/5/2017 14:10,-267.8684694,0.468769133,
1/5/2017 14:20,-300.0863265,0.44298852,
1/5/2017 14:30,-300.0863265,0.417207908,
1/5/2017 14:40,-300.0863265,0.391427296,
1/5/2017 14:50,-300.0863265,0.365646684,
1/5/2017 15:00,-300.0863265,0.346311225,
1/5/2017 15:10,-300.0863265,0.320530612,
1/5/2017 15:20,-254.0608163,0.298704082,
1/5/2017 15:30,-254.0608163,0.276877551,
1/5/2017 15:40,-254.0608163,0.25505102,
1/5/2017 15:50,-254.0608163,0.23322449,
