Qch(tons),P(kW)
3.161454306,1.245267181
3.161091053,1.2454221
3.160885004,1.245310088
3.160768126,1.245309681
3.160701829,1.240463597
3.160664223,1.238717114
3.160642892,1.241450621
3.160630792,1.242978372
3.160623929,1.239132509
3.160620035,1.238241968
3.160617827,1.241416342
3.160616574,1.243042713
3.160615864,1.239218992
3.160615461,1.238333977
3.160615233,1.241510501
3.160615102,1.243137671
3.160615029,1.244029649
3.160614987,1.244527461
3.160614964,1.244922519
3.16061495,1.244913087
3.160614943,1.244963617
3.160614938,1.245261544
3.160614936,1.245230676
3.160614935,1.245276278
3.160614934,1.240456189
3.160614934,1.238724378
3.160614932,1.241466312
3.160614932,1.242998844
3.160614932,1.23915548
3.160614932,1.238266392
3.160614932,1.241441739
3.160614932,1.243068643
3.160614932,1.239244994
3.160614932,1.238360062
3.160614932,1.241536786
3.160614932,1.243164048
3.160614932,1.244056062
3.160614932,1.244553878
3.160614932,1.244948929
3.160614932,1.244939468
3.160614932,1.24498997
3.160614932,1.24528788
3.160614932,1.245256976
3.160614932,1.245302549
493.4140483,263.8222787
486.1044505,259.1314432
485.5933239,258.0770334
485.3592581,257.1862493
485.0442874,256.3257309
484.6732383,255.4953131
484.264851,254.6919919
483.9182074,253.9715767
483.603626,253.3152124
483.3096261,252.7091234
483.0184243,252.1379605
482.7141065,251.5874436
482.4004068,251.0544541
482.1296081,250.5690082
481.8749974,250.1158163
481.5661647,249.6517063
481.2379497,249.1907752
480.9470591,248.7612689
480.6876377,248.3596986
480.4355093,247.9725441
480.1790059,247.5921686
479.9661901,247.2438651
479.7759508,246.9164888
479.5660276,246.5864389
479.3332769,246.2498994
479.1308244,245.9390961
478.9411704,245.645797
478.7151036,245.3409511
478.5284236,245.0638524
478.4529342,244.8549956
478.499542,244.7247544
478.7561545,244.7458152
479.102341,244.8633875
479.477132,245.0388623
479.8713894,245.2624573
480.2710009,245.521449
480.6679202,245.8065591
482.2591793,246.8058333
483.4473161,247.6849843
484.2381802,248.4176951
484.9998293,249.1758635
485.7433877,249.9543884
486.5049783,250.767821
490.8519043,253.8736064
488.7918588,253.8295018
489.0420686,255.0583664
490.5930555,256.936299
492.7749746,259.1473009
495.3307075,261.5749284
498.2618702,264.2450137
501.4072591,267.0800578
504.7407396,270.0677903
508.0913145,273.114523
510.7594216,275.8393416
512.580245,278.139873
513.9255546,280.1781346
515.4593675,282.3140696
517.0692429,284.4906556
518.6674776,286.6101959
520.2150575,288.6618515
521.726212,290.6935724
213.9789848,120.9457625
272.6453078,144.3767947
299.0985834,154.2274583
582.9592862,318.6514962
548.6691442,302.6252783
537.1692372,299.7377644
231.0568025,129.1908798
286.9161007,152.3808562
311.6699758,161.9671418
589.9755614,326.1265104
554.7144485,309.5159707
542.6020096,306.3815803
239.3397531,135.0285513
295.2825771,158.6973227
319.5738471,168.2111583
594.534113,332.6796127
558.8517883,315.498636
546.6809033,312.2328171
245.4951818,139.8759913
301.2250262,163.7303484
325.5700582,173.3164981
598.2347469,338.213616
562.1646121,320.4443827
549.5772506,316.7573183
249.6443803,143.4046769
305.2968672,167.3587824
329.2286517,176.6908379
600,341.4864146
563.2914112,322.9312577
550.2050654,318.6544708
250.2971926,144.4908721
305.835818,168.2943374
329.5078441,177.3322441
599.4168637,341.5650228
561.8015863,322.1010413
548.0891609,317.0897134
247.2710588,142.7436053
303.5235139,166.61536
327.6921252,175.7261241
597.5744583,339.1159089
559.0391244,318.9761127
544.8911504,313.5000642
403.0714579,210.1739014
453.5600278,225.9249106
575.6326207,315.5742443
548.6397064,307.6545293
538.5276902,304.65106
534.6699084,304.2061982
229.1543127,131.1955367
287.4138758,154.9587982
313.8434,164.7046011
586.3850506,325.2731575
544.5629161,303.304154
528.4037084,296.1979688
522.0644389,293.4840882
518.8704813,292.0112164
516.8527425,290.9136723
515.3480394,289.9254705
514.0477465,288.9270944
512.8324047,287.8834124
511.1496665,286.4920774
509.9552477,285.3290689
508.9679301,284.2514311
508.0380344,283.1890568
507.1355196,282.1317885
506.2594315,281.0830202
505.4164323,280.0496581
504.6287116,279.0475092
503.8102173,277.9863213
502.9982797,276.9204858
502.2166667,275.8729552
501.4592462,274.8416328
500.8203762,273.8938613
500.2049825,272.9802687
499.5722434,272.0738011
498.9502671,271.1876565
498.3417914,270.3214847
497.7398837,269.4699457
497.1282995,268.6217976
496.5211255,267.7828591
495.9394527,266.9642316
495.3934756,266.1722199
494.8260255,265.3743974
7.02062668,2.75644259
5.17528404,2.035833809
3.997981089,1.573469043
3.621316146,1.423597259
3.418892318,1.345784647
3.305409836,1.299200079
3.24740108,1.274973148
3.217824842,1.264521561
3.1976434,1.25802925
3.181618714,1.252084547
3.172528977,1.248954737
3.167372975,1.247326723
3.16444832,1.246549459
3.162789357,1.245881838
3.161848339,1.245560599
3.161314562,1.245648029
3.161011785,1.245497665
3.160840041,1.245078632
3.160742621,1.238995076
3.160687362,1.242066993
3.160656017,1.243664139
3.160638237,1.244545253
3.160628151,1.245038022
3.16062243,1.240344127
3.160619186,1.239302872
3.160617345,1.241738289
3.160616301,1.242952606
3.160615709,1.239069109
3.160615373,1.244865927
3.160615182,1.244912545
3.160615074,1.244975178
3.160615013,1.245275708
3.160614979,1.245245379
3.160614959,1.24529108
3.160614947,1.240470871
3.16061494,1.238739001
3.160614938,1.241480986
3.160614935,1.243013537
3.160614934,1.239170057
3.160614934,1.238280928
3.160614934,1.241456336
3.160614932,1.243083262
3.160614932,1.23822104
3.160614932,1.240683874
3.160614932,1.242418417
3.160614932,1.243447811
3.160614932,1.244059331
3.160614932,1.244565952
3.160614932,1.245063591
3.160614932,1.2416444
3.160614932,1.242913352
3.160614932,1.244264967
3.160614932,1.244893072
3.160614932,1.245155907
3.160614932,1.24520413
3.160614932,1.244991786
3.160614932,1.238976268
3.160748027,1.242128907
3.160644623,1.243699191
3.160631774,1.244582568
3.160624486,1.245076489
3.160620351,1.240353243
3.160618006,1.238641946
3.160616677,1.241387732
3.160615922,1.242920872
3.160615493,1.239078173
3.160615251,1.238189257
3.160615113,1.241364234
3.160615035,1.242990992
3.160614991,1.239167936
3.160614966,1.238283213
3.160614951,1.241459606
3.160614943,1.243086746
3.160614939,1.239262998
3.160614936,1.238378026
3.160614935,1.241554828
3.180000742,1.250816158
3.367576824,1.325640904
3.588961347,1.413493139
3.82500598,1.507127973
4.31980534,1.702499309
5.047200674,1.989380705
5.724870282,2.256713963
6.327869531,2.494760745
6.881496479,2.713549071
7.212972422,2.844762571
7.483284639,2.951969337
7.828802214,3.089087634
8.230569623,3.248671402
8.613908084,3.387239331
8.973081708,3.524958061
9.303853349,3.644712706
9.628798073,3.785861007
9.921595997,3.893598369
10.19215693,3.999451168
10.45471342,4.114431976
10.76581239,4.219798157
10.23805687,4.019531007
10.27908326,4.044684257
10.00223344,3.940978065
10.06352824,3.969315319
10.09981454,3.985995023
10.18066177,4.003561588
10.06759641,3.941234798
9.895412983,3.877507822
9.657524973,3.796689787
9.397134414,3.701674395
9.133623528,3.587985423
8.865059336,3.480129669
8.631787459,3.398164825
8.360793595,3.282790125
8.023321178,3.147927855
7.838451764,3.083902735
7.685620265,3.028083246
7.548463394,2.975868496
7.69672666,3.035308307
8.019844166,3.163731575
8.593955298,3.391631448
9.237196247,3.632318684
9.910208942,3.89387189
10.59361519,4.158363312
10.62311154,4.170177947
10.52184282,4.14228772
10.3396154,4.076550131
10.10478198,3.987291114
9.848312169,3.88791314
9.583167994,3.769071434
9.818691891,3.857110381
10.0769973,3.968226192
10.33433976,4.075539225
10.60212091,4.185231511
10.89055243,4.284426518
11.18643524,4.396319143
11.02230285,4.342371758
10.77101082,4.231884571
10.47461302,4.113260738
10.14261119,3.978348106
9.789367701,3.840758158
9.423302369,3.709281566
9.309365781,3.655642564
9.028079115,3.545043488
8.675783273,3.415469655
8.348473812,3.29058743
8.136751752,3.209111271
7.988505539,3.151519901
7.464945742,2.945111629
6.84576902,2.70069068
6.15661458,2.428457722
5.409388004,2.133190483
4.60680713,1.816054003
3.828961783,1.508763691
3.647877319,1.437429596
3.652400557,1.433724089
3.788806998,1.485352788
3.97960519,1.563823528
4.209307634,1.656414929
4.456433195,1.75524865
4.373735561,1.716468669
4.22383029,1.65603569
4.025583492,1.582331235
3.805250981,1.49158494
3.492861225,1.37577664
3.380643741,1.328900446
3.368330222,1.323204343
3.381392106,1.325175778
3.436520772,1.34607691
3.531025084,1.386775847
3.636450287,1.430174309
3.747288478,1.469370117
4.126903498,1.617397399
4.55093504,1.788611938
4.992296185,1.965250128
5.439496443,2.143598976
5.886442423,2.320868528
6.327924531,2.495432217
6.458839564,2.547222391
6.525731975,2.573736277
6.557333921,2.586324076
6.56854705,2.590865247
6.568333471,2.590894753
6.561901354,2.58846678
6.644266184,2.621152051
6.747179239,2.661986048
6.862089219,2.707601273
6.983838251,2.755966368
7.109764281,2.794510463
7.395547287,2.908558401
7.73362779,3.038211851
7.951885955,3.126627214
7.960900887,3.135085592
8.115220107,3.198922264
8.213060821,3.239559137
8.60676522,3.390297581
9.598048519,3.766761522
9.724089297,3.823650031
10.57644206,4.150993223
11.21529314,4.402992455
11.88711462,4.681703333
12.88440995,5.084701881
13.75308261,5.40462651
14.80076467,5.807144348
15.81458534,6.231266069
16.71008361,6.573893256
17.52689811,6.870723467
18.30710142,7.192181531
19.32879441,7.597857903
20.39543001,7.996497692
21.55772464,8.475642443
22.73543213,8.945088783
23.90932834,9.420288161
25.0866719,9.885726183
25.73467215,10.11129007
26.26901793,10.34670694
26.74619153,10.53891474
27.18028543,10.68070692
27.58435691,10.86786036
27.96230544,11.022707
28.31803172,11.13393406
28.66605161,11.25600558
28.98673259,11.3741039
29.30308757,11.49442244
29.62618055,11.66543893
29.94712861,11.80310985
29.76727879,11.70961756
29.18381091,11.46729869
28.41757944,11.15269668
27.55703473,10.80428084
26.62281416,10.48719985
25.60930928,10.05910167
25.16799899,9.871185815
24.87582241,9.786121007
24.66522787,9.710272063
24.49542616,9.619002628
24.33385868,9.579008404
24.16655372,9.516322296
24.93908211,9.79767297
25.89226204,10.16017835
26.92856705,10.55955671
28.02117269,10.98838382
29.14728151,11.43229313
30.24883278,11.9365773
26.83671616,10.56571724
28.72403278,11.29824294
28.4446909,11.17517711
28.58518898,11.22194115
28.48475602,11.17741907
28.38317434,11.13354681
27.69073263,10.85874046
26.70942016,10.47156664
25.69504835,10.10820469
24.77493868,9.753109576
23.90630586,9.386000402
23.04097434,9.065853274
23.50101436,9.251379711
24.07398775,9.454002372
24.76551423,9.751802708
25.60321158,10.08674706
26.53064386,10.42553198
27.49847922,10.83573165
28.12500006,11.09029591
28.68746237,11.28562845
29.19255725,11.47203398
29.65022808,11.64318396
30.09401172,11.8136036
30.53870041,11.98808877
31.03233468,12.18366471
31.42520583,12.34022864
31.83625705,12.50504846
32.29539305,12.68975303
32.78145594,12.88250656
33.27627461,13.07650823
33.72392824,13.2558364
34.18669326,13.44516349
34.64350212,13.63009267
35.10832574,13.81605568
35.57815118,14.00433633
36.05537787,14.19647837
35.23776121,13.87224598
34.05454075,13.40076076
32.66167966,12.84401928
31.14921418,12.23800731
29.55030152,11.59975432
27.41173134,10.76625076
26.00908934,10.22981788
25.71553842,10.09663385
24.94850318,9.783110598
24.65775748,9.661925045
24.25755447,9.50110542
23.89457889,9.35554547
23.58313901,9.267276833
23.35122699,9.18497932
23.17208795,9.125426115
23.01838955,9.065130202
22.87863094,8.985388739
22.75151144,8.955734657
22.63465022,8.911795099
22.50055097,8.834786891
22.35037815,8.795364305
22.19655078,8.736358327
22.04481027,8.652458185
21.89541711,8.580747962
22.08170248,8.646590072
22.34271486,8.779546723
22.64668158,8.938576151
22.97678995,9.061507878
23.32484996,9.170860508
23.68534017,9.296132793
23.43809541,9.186279965
23.08139242,9.038708062
22.67170191,8.908569692
22.226414,8.739968369
21.75507271,8.562708471
21.26745369,8.368226327
20.50865179,8.043237726
19.6669243,7.72885247
18.34710118,7.201708893
17.58681159,6.885967452
16.51306668,6.480775955
15.62179047,6.130518661
14.66318781,5.76635976
13.75564762,5.406719193
12.94086985,5.09999034
11.75591156,4.620178016
10.53354113,4.136857446
9.497812921,3.725071386
8.866518766,3.477856473
8.329091575,3.277283665
7.840546082,3.089552169
7.377549623,2.908695237
6.925963896,2.730937624
6.467586312,2.547499191
6.677060237,2.620632356
6.576019054,2.584942457
6.74123149,2.643282243
6.764240179,2.652101461
6.793913724,2.671848812
6.711677664,2.627837154
6.887260309,2.700494749
6.709755126,2.635826543
6.683854789,2.629356742
6.485020492,2.55404661
6.269439987,2.470963197
6.001378272,2.357001175
5.917694305,2.321663486
6.019251922,2.367614326
6.122783162,2.411435483
6.175600174,2.424253327
6.204102647,2.436892025
6.230844075,2.444857914
6.349996262,2.498131509
6.506995938,2.563330656
6.687491775,2.635949087
6.874535302,2.710280305
7.060199359,2.783933476
7.243586495,2.856721979
7.440305846,2.934859655
7.646456726,3.016823388
7.853178502,3.09912033
8.055781025,3.166918054
8.255004226,3.230120658
8.452276901,3.310150439
8.831169172,3.47000461
9.249733311,3.642161087
9.663192773,3.810927634
10.08763468,3.982127407
10.52266444,4.13436949
11.06732059,4.344492672
11.44006606,4.491964685
11.99100102,4.723356921
12.59671536,4.951013238
13.14187223,5.165184418
13.61069805,5.34639642
14.03133155,5.514720447
14.42099913,5.654973672
14.84418771,5.844703461
15.2841126,6.032945624
15.72694404,6.18291155
16.16012638,6.374276643
16.58062936,6.527984734
16.99122965,6.66259007
17.35732537,6.817731035
17.67464934,6.94344575
17.97072744,7.067262691
18.26062334,7.168123908
18.24295603,7.15857853
17.11621852,6.722777358
17.13097335,6.748688757
16.37870898,6.438043241
16.16332476,6.353896774
15.83988676,6.246217518
15.62382174,6.148126221
15.53056444,6.110224407
15.26288882,5.998272454
15.02072269,5.904531762
14.92099481,5.884790441
14.91602563,5.889756254
14.94362522,5.883085032
14.97825294,5.89300731
14.86832834,5.842711746
14.73581078,5.791855253
14.66834175,5.784428471
14.64383476,5.76255535
14.62945284,5.755277619
14.60043617,5.737394402
14.58683566,5.733419364
14.56248949,5.742790402
14.51241955,5.710810029
14.45871631,5.687910464
14.41137209,5.662759702
14.38187832,5.65236802
14.22349878,5.608212643
14.0762243,5.537892269
13.97524131,5.496107147
13.90041873,5.460168894
13.83350985,5.443324187
13.7824188,5.420897155
13.71625082,5.388153524
13.61068648,5.347226573
13.49945341,5.320313112
13.39298305,5.266336307
13.29014508,5.223518451
13.11797042,5.168026015
12.88246933,5.052895028
12.62619298,4.949838803
12.51025637,4.920161519
12.48299921,4.921750342
12.28251537,4.841859544
11.4563731,4.493533468
11.41269052,4.474227885
10.7535635,4.227839675
10.33705526,4.05738825
9.85112713,3.865870622
9.466447555,3.72489334
9.129306935,3.583291079
8.803481061,3.453862193
8.598090453,3.382013072
8.439011167,3.324585991
8.303504084,3.27341821
8.18283037,3.215429151
8.069899512,3.16843754
7.962422767,3.121991774
7.85732554,3.081011394
7.754266876,3.050153672
7.653630046,3.01511556
7.555317903,2.966998855
7.458395665,2.926372514
7.366077713,2.897060682
7.277612031,2.866372594
7.191853969,2.824061291
7.108154745,2.788791719
7.026698429,2.764200519
6.850544311,2.698439409
6.558330881,2.569807396
6.417974306,2.511019996
6.221085567,2.440690688
6.019942545,2.366730744
5.800879541,2.283823982
5.681132354,2.238822683
5.586604315,2.202318648
5.496860716,2.166927758
5.41638184,2.135018741
5.344886591,2.106609342
5.279549192,2.080612401
5.218835287,2.057088293
5.16213379,2.027283174
5.107592571,2.003492609
5.053974165,1.987269076
5.001382798,1.961328123
4.950278016,1.940372396
4.997959965,1.964558821
5.068099287,1.995174105
5.149775048,2.028180692
5.239325244,2.064678164
5.333865441,2.102502824
5.575442791,2.197296275
5.941006771,2.335020675
5.913902603,2.326729713
6.16211694,2.426856138
6.254647353,2.455313446
6.347824489,2.489498407
6.552868782,2.568554217
7.074240399,2.779840661
7.153831656,2.814415222
7.68873559,3.020870965
7.861165745,3.083146586
8.22723129,3.233226396
8.3851533,3.294835202
8.848355708,3.480166661
9.15521748,3.606614462
10.29014964,4.05582398
10.74320354,4.217848187
11.69104845,4.595775226
12.15084911,4.765109696
12.5951906,4.953875683
12.85504003,5.057847821
13.32995989,5.251712691
13.53048427,5.328665446
13.92896708,5.458612902
14.10600252,5.528307554
14.96367673,5.887088018
15.37407173,6.047665481
16.27052751,6.41479067
16.70960682,6.567457569
17.5904334,6.932349729
18.03338768,7.108879764
18.54608794,7.285987604
19.20493135,7.553864674
19.84698193,7.804853556
20.475444,8.027696662
21.10097245,8.293833255
21.73154131,8.548228728
22.10716904,8.6739779
22.67981783,8.886748178
23.31286929,9.128270432
23.88436413,9.387180545
24.40640851,9.637700956
24.90481497,9.82748081
25.13133238,9.885953505
25.26551419,9.920244135
25.32391607,9.93054371
25.33916152,9.930164436
25.31632356,9.918144451
25.25739275,9.892605269
25.43954168,9.962484609
25.66560308,10.0498724
25.90179963,10.14149397
26.14308141,10.27740964
26.38990171,10.42556228
25.74452967,10.14159871
23.89916766,9.389608046
23.28792717,9.136202808
21.41740889,8.387562519
19.87609944,7.803780381
18.10387318,7.1092337
16.34980504,6.424070532
14.95567327,5.895095797
13.43511995,5.28230223
11.99656571,4.712601969
10.97825295,4.322891635
10.10198228,3.982781214
9.480045622,3.740134354
9.033427131,3.565158947
8.584279734,3.374699886
8.172546628,3.208936193
7.804198747,3.059768615
7.455700319,2.938841092
7.109410715,2.803709016
6.975247672,2.751275701
6.893681545,2.719354492
6.837860296,2.697528763
6.797207121,2.68166679
6.766000074,2.669521278
6.741230412,2.659908548
6.842045578,2.699965382
6.8934961,2.710192128
6.964723486,2.737521652
7.067985862,2.764671504
7.19099081,2.814729819
7.31821354,2.873342376
7.22142833,2.840326571
7.092638843,2.782296339
6.936908932,2.720382806
6.767019291,2.661599978
6.587957736,2.594685651
6.40193923,2.513134948
6.122543976,2.404715696
5.693537909,2.235792675
5.464391952,2.149748951
5.147427755,2.026446519
4.835437124,1.904735796
4.328199292,1.705007726
3.83179292,1.503764803
3.71819051,1.460795028
3.419466927,1.345005954
3.307444384,1.302068145
3.243901506,1.27760485
3.207857856,1.263819099
3.187412694,1.255756474
3.175815517,1.251238493
3.16923721,1.243814881
3.165505775,1.240616327
3.163389182,1.242531132
3.16218858,1.243592841
3.161507557,1.239480776
3.161121259,1.238440171
3.160902138,1.241529861
3.160777846,1.243107992
3.160707343,1.239256699
3.16066735,1.238356143
3.160644666,1.241523906
3.160631798,1.243146083
3.160624499,1.244035223
3.160620359,1.244531422
3.16061801,1.244925563
3.160616678,1.24491561
3.160615923,1.244965844
3.160615494,1.245263602
3.160615251,1.245232635
3.160615082,1.244020622
3.160615011,1.238289238
3.160614983,1.240078954
3.160614966,1.241862492
3.160614951,1.243459016
3.160614943,1.244344325
3.160614939,1.244840548
3.160614936,1.245235105
3.160614935,1.245225204
3.160614934,1.245275351
3.160614934,1.240456241
3.160614932,1.238724641
3.160614932,1.241466623
3.160614932,1.242999166
3.160614932,1.239155801
3.160614932,1.238266713
3.160614932,1.241442061
3.160614932,1.243068965
3.160614932,1.239245314
3.160614932,1.238360383
3.160614932,1.241537107
3.160614932,1.243164369
3.160614932,1.244056383
3.160614932,1.2445542
3.160614932,1.244949251
3.160614932,1.24493979
3.160614932,1.242815709
3.160614932,1.240828593
3.160614932,1.242737043
3.160614932,1.240425526
3.160614932,1.242035928
3.160614932,1.243760999
3.160614932,1.244660903
3.160614932,1.245072732
3.160614932,1.245352987
3.160614932,1.241902218
3.160614932,1.242906011
3.160614932,1.244184309
3.160614932,1.244900524
3.160614932,1.245267776
3.160614932,1.241838433
3.160614932,1.242848105
3.160614932,1.244269169
3.160614932,1.244890783
3.160614932,1.245221874
3.160614932,1.244066858
3.160614932,1.241765065
3.160614932,1.242329464
3.160614932,1.244697446
3.160614932,1.245122474
3.160614932,1.243990395
3.160614932,1.241694446
3.160614932,1.243675632
3.160614932,1.244637622
3.160614932,1.245064483
3.160614932,1.245348376
3.160614932,1.241898511
3.160614932,1.242902515
3.160614932,1.244180861
3.160614932,1.244897089
3.160614932,1.245264347
3.274548417,1.286624215
3.618180367,1.421354543
4.027957663,1.581290154
4.436458633,1.743347546
4.831247859,1.897202875
5.406802786,2.128030568
5.867924433,2.311909298
6.421171114,2.53149775
6.879033028,2.713164684
7.278873641,2.87161655
7.753256748,3.059669233
8.246280502,3.241987162
8.748912945,3.436269732
8.845487448,3.464318269
8.112932242,3.183478025
7.974283768,3.134861461
7.467251484,2.93944572
7.109446022,2.801905751
6.731251392,2.654015526
6.386044377,2.518039514
6.179647998,2.436622084
5.861966152,2.311126588
5.57119645,2.196204205
5.355965656,2.111069866
5.180932498,2.041773166
5.013785725,1.976199011
4.852668837,1.905577092
4.613568436,1.809364543
4.425623477,1.739692555
4.296061491,1.691033661
4.185454576,1.648814953
4.083474419,1.608904971
3.925970229,1.547024289
3.751540874,1.47262336
3.561755932,1.396185627
3.361734609,1.320672807
3.263528986,1.283671131
3.218991221,1.267042145
3.193727911,1.257597281
3.179397717,1.252351151
3.171269154,1.249139764
3.166658363,1.247374224
3.164042967,1.246642254
3.162559428,1.246026827
3.161717915,1.245740871
3.161240581,1.240731475
3.160969821,1.238893078
3.160816237,1.241575096
3.16072912,1.243073506
3.160679703,1.239210395
3.160651672,1.238310223
3.160635773,1.241479486
3.160626753,1.243102898
3.160621637,1.239276997
3.160618736,1.238390844
3.160616557,1.242465045
3.160674211,1.243841903
3.160634535,1.244524205
3.16062762,1.244924439
3.160622129,1.244929833
3.160619015,1.244982803
3.160617248,1.24528082
3.160616246,1.245249705
3.160615678,1.245295101
3.160615355,1.240474714
3.160615173,1.238742755
3.160615069,1.241484713
3.160615009,1.243017247
3.160614976,1.239173725
3.160614958,1.238284578
3.160614947,1.241459997
3.16061494,1.243086926
3.160614938,1.239263132
3.160614935,1.238378151
3.160614934,1.24155495
3.160614934,1.243182238
3.160614934,1.244074257
3.160614932,1.244572066
3.160614932,1.244967105
3.160614932,1.244902539
3.160614932,1.244956734
3.160614932,1.245040134
3.160614932,1.245241508
3.160614932,1.240455086
3.160614932,1.238730526
3.160614932,1.241474091
3.160614932,1.243006983
3.160614932,1.23916363
3.160614932,1.238274535
3.160614932,1.241449919
3.160614932,1.243076837
3.160614932,1.239253123
3.160614932,1.23836817
3.160614932,1.241544928
3.160614932,1.243172201
3.160614932,1.244064218
3.160614932,1.244562031
3.160614932,1.244957076
3.160614932,1.244947606
3.160614932,1.244998098
3.160614932,1.245296
3.160614932,1.245265087
3.160614932,1.24531065
3.160614932,1.239155645
3.160614932,1.239719598
3.160614932,1.241450873
3.160614932,1.243482714
3.160614932,1.241659371
3.160614932,1.24104667
3.160614932,1.242214102
3.160614932,1.24253632
3.160614932,1.242068614
3.160614932,1.241156767
3.160699069,1.24276235
3.160630376,1.244191551
3.160623608,1.241233238
3.160619805,1.242314045
3.160617669,1.243826919
3.160616359,1.244139439
3.160615772,1.239727703
3.160615381,1.241947044
3.160615197,1.243466532
3.160615074,1.24081607
3.160615016,1.242270573
3.160614977,1.242216121
3.160614959,1.242429905
3.160614947,1.243442948
3.16061494,1.241913059
3.160614938,1.240091355
3.160614935,1.241824865
3.160614934,1.243579651
3.160614934,1.244416609
3.160614934,1.244846056
3.160614932,1.240177338
3.160614932,1.240439798
3.160614932,1.238694169
3.160614932,1.241432914
3.160614932,1.24296473
3.160614932,1.239121491
3.160614932,1.238232469
3.160614932,1.241407666
3.160614932,1.243034516
3.160614932,1.239211135
3.160614932,1.238326299
3.160614932,1.241502881
3.160614932,1.243130089
3.160614932,1.244022095
3.160614932,1.244519926
3.160614932,1.244914997
3.160614932,1.24490558
3.160614932,1.244956123
3.160614932,1.245254058
3.160614932,1.245223199
3.160614932,1.245268813
3.160614932,1.240448794
3.160614932,1.238717015
3.160614932,1.241458924
3.160614932,1.242734591
3.160614932,1.242682194
3.160614932,1.243840525
3.160614932,1.244323573
3.160614932,1.244716181
3.160614932,1.245088351
3.160792498,1.245143801
3.160654543,1.245138682
3.160637401,1.240343629
3.160627677,1.239278973
3.160622162,1.241708243
3.160619033,1.242920714
3.160617259,1.239036796
3.160616252,1.244833017
3.160615682,1.244879516
3.160615357,1.244942099
3.160615173,1.245242606
3.160615069,1.245212293
3.160615011,1.24525802
3.160614976,1.240438117
3.160614958,1.238706383
3.160614947,1.241448251
3.16061494,1.242980757
3.160614938,1.239137535
3.160614935,1.238248496
3.160614934,1.241423767
3.160614934,1.243050643
3.160614934,1.239227136
3.160614932,1.238342255
3.160614932,1.241518903
3.160614932,1.243146137
3.160614932,1.244038147
3.160614932,1.24453597
3.160614932,1.244931032
3.160614932,1.244921595
3.160614932,1.244972118
3.160614932,1.245270041
3.160614932,1.245239162
3.160614932,1.245284755
3.160614932,1.240464585
3.160614932,1.238732738
3.160614932,1.241474701
3.160614932,1.243670602
3.160614932,1.242995915
3.160614932,1.242815928
3.160614932,1.244147279
3.160614932,1.243499918
3.160614932,1.24152539
3.160614932,1.241689225
3.160614932,1.242849495
3.160614932,1.244034276
3.160614932,1.244754876
3.160614932,1.245144603
3.160614932,1.245355948
3.160614932,1.245388687
3.160614932,1.245166543
3.160614932,1.245170826
3.160614932,1.240372488
3.160614932,1.239309437
3.160614932,1.241740502
3.160614932,1.242954129
3.160614932,1.239070611
3.160614932,1.244867524
3.160614932,1.244914204
3.160614932,1.244976875
3.160614932,1.245277427
3.160614932,1.245247108
3.160614932,1.245292817
3.160614932,1.240472596
3.160614932,1.23874072
