plf,eff
0.19294233,1.173642057
0.19294233,1.167194327
0.192975004,1.178389669
0.193024016,1.176017438
0.193073027,1.172797887
0.193187388,1.113404527
0.193220062,1.179807273
0.193252736,1.159859571
0.19335076,1.168041534
0.193416108,1.17075786
0.193432446,1.179134668
0.193448783,1.170335554
0.193693841,1.125264194
0.193710178,1.16758883
0.19375919,1.173767406
0.193840876,1.177070929
0.193922562,1.184413275
0.193971573,1.168470845
0.193971573,1.180295583
0.194118608,1.169896334
0.194118608,1.167279289
0.194216631,1.17056428
0.194265643,1.176445545
0.194314654,1.170537541
0.194363666,1.172920105
0.194412678,1.169663249
0.194478026,1.110756591
0.194478026,1.129245678
0.194494364,1.165856897
0.194641398,1.130050715
0.194723084,1.186843885
0.194755759,1.172035974
0.194755759,1.18514617
0.194919131,1.174178864
0.195131514,1.17329293
0.195147852,1.176099286
0.195196863,1.176627429
0.195245875,1.175217631
0.195278549,1.066731862
0.195294886,1.176985422
0.195327561,1.176871923
0.195376572,1.176159242
0.195458258,1.173173659
0.19550727,1.179276315
0.195850351,1.181813723
0.195866688,1.175702337
0.195948374,1.180223374
0.195981049,1.181354423
0.196242444,0.921427484
0.196373142,1.183483752
0.196454828,1.165908882
0.197451397,1.184747786
0.198333606,1.119692864
0.198349943,1.170467518
0.199199477,1.158574783
0.199673256,1.166526795
0.19988564,1.115500762
0.200392093,1.126928581
0.200980232,1.131280181
0.201257964,1.124876447
0.201306976,1.173071862
0.201486685,1.178552551
0.201568371,1.075569203
0.202025813,1.118362035
0.204133312,1.129412926
0.204149649,1.179708224
0.204476393,1.166113069
0.204590753,1.16125823
0.204688776,1.139591792
0.205162555,1.163853261
0.205293253,1.16553516
0.205358602,1.167066134
0.205554648,1.168325574
0.205669008,1.170358458
0.205799706,1.165009124
0.206355171,1.170473471
0.206992322,1.180019427
0.207368077,1.173596734
0.207433426,1.178784195
0.207776507,1.105404397
0.208119588,1.126441908
0.208201274,1.174385222
0.209834994,1.115446848
0.210439471,1.109688657
0.211566737,1.05019283
0.212024179,1.166433412
0.212024179,0.759919933
0.212269237,1.065075782
0.212318249,1.135848442
0.212416272,1.115286587
0.213331155,1.122669972
0.213951969,1.141048532
0.214066329,1.107660118
0.214262375,1.166389799
0.214540108,1.171880331
0.214899526,1.162037081
0.214915863,1.168694228
0.215062898,1.171794571
0.215062898,1.104251806
0.215177259,1.125129247
0.215258945,1.116422643
0.215373305,1.174676361
0.215438654,1.13487172
0.215879758,1.175614556
0.215896095,1.174304126
0.21592877,1.129381854
0.216108479,1.07771283
0.216239177,1.160424411
0.21645156,1.168286716
0.216516909,1.180702358
0.217660513,1.18221259
0.218183303,1.108688519
0.218232315,1.18722328
0.218526385,1.167761657
0.218559059,1.119247711
0.219130861,1.156988663
0.219686326,1.173685654
0.219915047,1.176076327
0.220715569,0.918216953
0.221271034,1.175965283
0.221271034,1.088901301
0.221793825,1.106548142
0.223884986,1.104440936
0.224162719,1.167171457
0.224554811,1.112790539
0.225518706,1.104748412
0.225682078,0.924362396
0.22759353,1.118268898
0.227969286,1.118972179
0.22841039,0.934113868
0.228557425,1.007719377
0.228557425,1.111058719
0.228622774,1.115351101
0.228671786,1.114638237
0.228835158,1.157538097
0.229047541,1.145300862
0.22963568,1.117072714
0.230011436,1.154225243
0.23045254,1.119080766
0.230991668,1.117187527
0.231367424,1.169764612
0.233834341,1.115703413
0.233997713,1.167434373
0.234389806,1.113818209
0.234585852,1.129371222
0.235974514,1.160134486
0.237183467,1.158970936
0.237216141,1.163797233
0.237265153,1.136701687
0.238163699,0.979523928
0.238931547,1.157242091
0.239094919,1.167998805
0.2401405,1.140493169
0.240238523,1.138414962
0.240924686,1.163012793
0.241496488,1.118567864
0.241610848,1.141721372
0.242346022,1.152105296
0.242738115,1.113260721
0.242836138,1.154975983
0.243914393,1.129023331
0.244355497,1.152129613
0.244404509,1.128719547
0.244502532,1.148320589
0.244535207,1.168346748
0.244682241,1.1106955
0.246822415,1.131367892
0.247002124,1.061642632
0.247443228,1.133929186
0.247688286,1.167241455
0.248194739,1.165601361
0.248456135,1.153082735
0.248668518,1.13504815
0.249044274,1.143502201
0.249714099,1.137038163
0.249746773,1.120165691
0.249926483,1.1130514
0.250514622,1.155361247
0.250514622,0.8277882
0.250792354,0.957602657
0.250792354,0.957602657
0.250841366,1.141772828
0.251429505,1.143937157
0.252687469,1.139956628
0.25280183,1.12497971
0.253520667,1.160208873
0.25402712,1.135574405
0.254909329,1.094856348
0.255170724,1.165950327
0.255219735,1.123161492
0.256150956,1.155467489
0.257866362,1.124950186
0.258013397,1.130231242
0.259238686,1.133805334
0.259385721,1.111366946
0.260235256,1.15350946
0.260921418,1.11595879
0.261444208,1.125728062
0.264074498,1.086726067
0.264139846,1.156791019
0.267962751,1.126050223
0.268338507,1.115930678
0.269906878,1.158237856
0.270053913,1.12809489
0.270135599,1.116091216
0.270511354,1.133217032
0.27118118,1.144363039
0.27118118,1.147754686
0.272896586,1.113057582
0.273435713,1.121814781
0.273468388,1.115439557
0.273762457,1.130922557
0.275739258,1.115936788
0.277176932,1.126794623
0.278108152,1.108684709
0.278598268,1.157333749
0.279562163,1.116282713
0.27987257,1.142887479
0.280820127,1.109910341
0.281326581,1.119561701
0.283434079,1.10551677
0.284463323,1.10981545
0.287240647,1.120316236
0.287583728,1.14366575
0.287616403,1.109190791
0.287975821,1.122800291
0.288286228,1.123962599
0.288482274,1.100548855
0.288661983,1.10882501
0.289446169,1.149921501
0.290916517,1.149069823
0.290916517,1.107939272
0.292403202,1.08878396
0.292435876,1.146597536
0.292452214,1.124471254
0.293154713,1.102179715
0.293187388,1.154596388
0.294004248,1.159111807
0.294102271,1.140362681
0.29428198,1.101298554
0.294739422,1.092941176
0.295082503,1.108652351
0.29562163,1.154087851
0.295899363,1.107305984
0.297042967,1.118178416
0.297304362,1.141782671
0.297598432,1.110118791
0.29766378,1.103382262
0.298317268,1.145768979
0.299738605,1.108959305
0.300849534,1.152009182
0.300996569,1.098538193
0.301061918,1.110707866
0.301486685,1.10865002
0.301829766,1.082006021
0.302074824,1.102869836
0.302189185,1.150487069
0.303218428,1.117986942
0.304296684,1.107972093
0.305129881,1.107608134
0.306469531,1.116239389
0.307449763,1.05292402
0.30776017,1.105303088
0.307988891,1.096302264
0.309687959,1.109132152
0.309736971,1.149160623
0.310031041,1.103098817
0.310161738,1.108916966
0.310521157,1.110462631
0.311043947,1.105368766
0.311289005,1.105594801
0.311730109,1.109619324
0.312906388,1.154545489
0.313968306,1.142641094
0.314948538,1.154622308
0.314964875,1.105249656
0.3156347,1.152468778
0.315716386,1.114175291
0.317382781,1.100300112
0.318003594,1.132788367
0.318183303,1.100862192
0.318444699,1.153192246
0.319931384,1.11006194
0.320241791,1.13628819
0.320356151,1.107960462
0.320584872,1.114063388
0.320601209,1.105211235
0.320731907,1.157210744
0.321074988,1.114410652
0.321156674,1.099989768
0.321173011,1.023737318
0.321793825,1.10548637
0.321842836,1.031122754
0.322823068,1.104496955
0.323198824,1.111064822
0.323819637,1.102828612
0.324195393,1.110023258
0.324342428,1.103580994
0.324832544,1.103482131
0.325420683,1.122545245
0.325518706,1.103720835
0.32555138,1.11262364
0.326711322,1.137602646
0.327021728,1.117398082
0.327038066,1.148586136
0.327136089,1.109204818
0.327805914,1.151194412
0.328377716,1.11540099
0.329080216,1.094878027
0.329799052,1.151248855
0.331530796,1.112181407
0.331939226,1.104349996
0.332118935,1.110933033
0.333066492,1.153272412
0.333344225,1.155459805
0.333376899,1.121379227
0.333997713,1.147454582
0.334177422,1.145230747
0.335631433,1.149868732
0.335843816,1.079118934
0.335876491,1.108331055
0.335958177,1.147160985
0.336088874,1.13863128
0.336677014,1.127789512
0.336905734,1.15375873
0.33716713,1.147943795
0.339258291,1.150648496
0.339830093,1.14726599
0.340222186,1.153703629
0.340238523,1.154487223
0.340761314,1.085001875
0.340777651,1.108219006
0.342215324,1.115354938
0.342427708,1.104779511
0.342721777,1.14866957
0.342868812,1.150005826
0.343097533,1.11532679
0.343228231,1.027526542
0.343244568,1.118390408
0.344584218,1.112797722
0.346021892,1.112957402
0.346152589,1.143065711
0.346250613,1.106953565
0.346920438,1.118840016
0.347639275,1.115960287
0.347884333,1.099713006
0.348439797,1.118098067
0.348521483,1.113356688
0.349060611,1.111311124
0.349272995,1.143372586
0.349583401,1.115228765
0.350122529,1.109435997
0.350383924,1.115213397
0.350612645,1.11691379
0.350923052,1.104353222
0.352213691,1.151184932
0.352458749,1.148699545
0.353684039,1.13980842
0.353978108,1.150942519
0.354419213,1.154142309
0.354533573,1.141419262
0.355138049,1.142439765
0.355170724,1.148202838
0.355873223,1.14690389
0.355905898,0.920274817
0.356020258,1.106563022
0.356150956,1.115008076
0.356412351,1.108497958
0.356543049,1.10950855
0.357212874,1.151586766
0.358650547,1.117893767
0.359777814,1.112190348
0.360186244,1.13879808
0.361264499,1.141496397
0.36201601,1.13742197
0.362898219,1.156897596
0.363339324,1.12946539
0.363470021,1.138272925
0.363731416,1.097970317
0.364564614,1.103693311
0.364956706,1.142106924
0.365936938,1.142397221
0.367652344,1.10786682
0.367717693,1.120289783
0.36814246,1.116077713
0.368191472,1.107701841
0.369024669,1.103163717
0.371393563,1.113340642
0.372030714,1.121060399
0.372471818,1.158327152
0.372863911,1.11730859
0.373468388,1.077571604
0.374530306,1.12259649
0.374611992,1.113203208
0.374938736,1.103980047
0.375020421,1.120134852
0.375559549,1.041866139
0.375575886,1.114835111
0.375853619,1.113814612
0.37590263,1.115116877
0.376245711,1.107471555
0.37631106,1.144638877
0.376507107,1.116656347
0.376670479,1.144399089
0.37753635,1.132683904
0.377895769,1.116788424
0.378369547,1.15911711
0.378500245,1.104961988
0.379954256,1.004510684
0.380248325,1.123450276
0.380264663,1.100481428
0.380313674,1.11406357
0.381065185,1.118092645
0.381391929,1.105564102
0.382225127,1.105000337
0.382339487,1.116312578
0.383760823,1.106674525
0.384724718,1.117635515
0.38488809,1.116371384
0.384937102,1.117009834
0.385427218,1.126443333
0.386440124,1.132627089
0.386946577,1.14828878
0.387077275,1.147670493
0.387779775,1.15571473
0.388890704,1.10831898
0.391733377,1.067551885
0.392501225,1.11520083
0.392925992,1.105240881
0.39317105,1.13145514
0.393236399,1.103261799
0.393399771,1.14520282
0.393514132,1.115304981
0.393971573,1.100762667
0.394739422,1.113632089
0.394951805,1.138838843
0.395245875,1.11792506
0.395490933,1.142086939
0.395572619,1.117811435
0.396552851,1.135360052
0.396634537,1.103144435
0.396814246,1.141795605
0.396895932,1.124750225
0.397451397,1.103703398
0.397859827,1.147006962
0.398268257,1.122132782
0.398676687,1.113160164
0.398693024,1.099302042
0.398987094,1.097893698
0.399575233,1.123598372
0.399836628,1.142042769
0.400081686,1.097172911
0.400735174,1.101543119
0.400767848,1.15302652
0.402221859,0.942640208
0.402352557,1.112547361
0.402368894,1.103809613
0.402548603,1.098860417
0.403022382,1.132977966
0.403087731,1.10326483
0.403626858,1.046985661
0.403855579,1.100029705
0.404035288,1.101077057
0.40437837,1.106035528
0.404460056,1.092591342
0.404852148,1.095658352
0.404933834,1.15440107
0.405097206,1.098631314
0.405358602,1.090056949
0.405570985,1.115171224
0.405701683,1.147072589
0.406159124,1.100759996
0.406355171,1.108688489
0.406796275,1.102225305
0.407433426,1.100623479
0.407515112,1.154342472
0.407596798,1.099959417
0.407629472,1.099171294
0.407825519,1.055779218
0.408364646,1.0991431
0.408544355,1.053789621
0.409001797,1.110538786
0.409736971,1.11788193
0.410994935,1.09788094
0.412236563,1.103261407
0.412563307,1.123480121
0.412612318,1.102588131
0.412971737,1.144646337
0.413265806,1.137150227
0.41359255,1.118418474
0.413706911,1.117867773
0.413739585,1.138419612
0.414033655,1.113778435
0.41440941,1.079058819
0.414442085,1.122941828
0.414834177,1.114980183
0.415749061,1.097778347
0.41604313,1.114623862
0.416582258,1.105150853
0.416663944,1.097214329
0.418559059,1.108528843
0.418706094,1.144881379
0.41890214,1.085161355
0.418983826,1.10769579
0.419490279,1.090890049
0.420078419,1.106843595
0.420143767,1.096426713
0.420209116,1.137286532
0.420274465,1.103954746
0.420339814,1.12077994
0.420846267,1.081096782
0.420960627,1.109072162
0.421516092,1.116101631
0.422022545,1.137814311
0.422283941,1.115033587
0.422708708,1.140943243
0.423476556,1.081168129
0.423656265,1.110380581
0.423966672,1.125426978
0.424440451,1.144434503
0.424652835,1.096763295
0.424669172,1.084364425
0.425191962,1.075751199
