plf,cop
0.932879377,1.015634806
0.950389105,1.014822265
0.968871595,1.017315175
0.976653696,0.994544982
1,1
0.621595331,1.255144418
0.621595331,1.265964628
0.641050584,1.262068337
0.642023346,1.243262423
0.628404669,1.263494495
0.544747082,1.199967348
0.531128405,1.183764959
0.552529183,1.208657588
0.616731518,1.250667992
0.666342412,1.100862902
