Date/Time,Regen_Valve,T_OA,CFM_OA,RH_OA,T_CA,RH_CA,T_HW,FanStatus,T_HW_out
 01/21  01:00:00,0,8.7,354.0750607,100,8.7,100,20.44552803,1,20.44552803
 01/21  02:00:00,0,8.7,354.0750607,100,8.7,100,20.07664392,1,20.07664392
 01/21  03:00:00,0,8.7,354.0750607,100,8.7,100,20.13961211,1,20.13961211
 01/21  04:00:00,0,8.7,354.0750607,100,8.7,100,20.45782221,1,20.45782221
 01/21  05:00:00,0,8.7,354.0750607,100,8.7,100,20.17412078,1,20.17412078
 01/21  06:00:00,0,8.7,354.0750607,100,8.7,100,20.29665501,1,20.29665501
 01/21  07:00:00,0,8.7,354.0750607,100,8.7,100,20.09907171,1,20.09907171
 01/21  08:00:00,0,8.7,354.0750607,100,8.7,100,20.25533509,1,20.25533509
 01/21  09:00:00,0,8.7,354.0750607,100,8.7,100,20.41416767,1,20.41416767
 01/21  10:00:00,0,8.7,354.0750607,100,8.7,100,20.17409709,1,20.17409709
 01/21  11:00:00,0,8.7,354.0750607,100,8.7,100,20.14907082,1,20.14907082
 01/21  12:00:00,0,8.7,354.0750607,100,8.7,100,20.29368276,1,20.29368276
 01/21  13:00:00,0,8.7,354.0750607,100,8.7,100,20.31539141,1,20.31539141
 01/21  14:00:00,0,8.7,354.0750607,100,8.7,100,20.43598557,1,20.43598557
 01/21  15:00:00,0,8.7,354.0750607,100,8.7,100,20.1032509,1,20.1032509
 01/21  16:00:00,0,8.7,354.0750607,100,8.7,100,20.26690185,1,20.26690185
 01/21  17:00:00,0,8.7,354.0750607,100,8.7,100,20.05214219,1,20.05214219
 01/21  18:00:00,0,8.7,354.0750607,100,8.7,100,20.144961,1,20.144961
 01/21  19:00:00,0,8.7,354.0750607,100,8.7,100,20.22017782,1,20.22017782
 01/21  20:00:00,0,8.7,354.0750607,100,8.7,100,20.21619099,1,20.21619099
 01/21  21:00:00,0,8.7,354.0750607,100,8.7,100,20.17724266,1,20.17724266
 01/21  22:00:00,0,8.7,354.0750607,100,8.7,100,20.11092923,1,20.11092923
 01/21  23:00:00,0,8.7,354.0750607,100,8.7,100,20.28126455,1,20.28126455
 01/21  24:00:00,0,8.7,354.0750607,100,8.7,100,20.0240066,1,20.0240066
 07/21  01:00:00,0,27.4715,2.01E+01,74.02774833,23.35330844,94.55646047,27.15144686,1,27.15144686
 07/21  02:00:00,0,27.14766667,2.01E+01,75.44440601,22.95519111,96.85888269,26.96651348,1,26.96651348
 07/21  03:00:00,0,26.91875,2.01E+01,76.46468113,22.66588714,98.57150752,26.69455666,1,26.69455666
 07/21  04:00:00,0,26.71775,2.01E+01,77.37372712,22.46480713,99.71074025,26.37390684,1,26.37390684
 07/21  05:00:00,0,26.55583333,2.01E+01,78.11461219,22.40384162,99.79528231,26.02412196,1,26.02412196
 07/21  06:00:00,0,26.57816667,2.01E+01,78.01190519,22.36927869,99.79535238,26.38247075,1,26.38247075
 07/21  07:00:00,0,26.90758333,2.01E+01,76.51703972,22.47944672,99.39581223,26.41950792,1,26.41950792
 07/21  08:00:00,0,27.76741667,2.01E+01,72.7713913,23.36947316,94.47256464,27.33297461,1,27.33297461
 07/21  09:00:00,0,28.98458333,2.01E+01,67.8052132,24.6247758,87.62481338,28.54879952,1,28.54879952
 07/21  10:00:00,0,30.17941667,2.01E+01,63.29339209,25.6220532,82.55657291,29.98330673,1,29.98330673
 07/21  11:00:00,0,31.24025,2.01E+01,59.57053024,26.30510511,79.28232944,31.02866912,1,31.02866912
 07/21  12:00:00,0,32.04983333,2.01E+01,56.89292322,26.83850936,76.82859604,31.58238904,1,31.58238904
 07/21  13:00:00,0,32.64166667,2.01E+01,55.02364078,27.34782684,74.56669675,32.22634722,1,32.22634722
 07/21  14:00:00,0,33.06041667,2.01E+01,53.74255799,27.71087349,72.99807222,32.79581199,1,32.79581199
 07/21  15:00:00,0,33.2,2.01E+01,53.3226495,27.90086697,72.19242814,32.72044929,1,32.72044929
 07/21  16:00:00,0,32.9655,2.01E+01,54.03002692,27.92135333,72.10617433,32.32023287,1,32.32023287
 07/21  17:00:00,0,32.48533333,2.01E+01,55.51022372,27.86839312,72.32932415,31.87502475,1,31.87502475
 07/21  18:00:00,0,31.87116667,2.01E+01,57.47088264,27.73617276,72.88977478,31.34296389,1,31.34296389
 07/21  19:00:00,0,31.00575,2.01E+01,60.37108621,27.61963256,73.38753984,31.040673,1,31.040673
 07/21  20:00:00,0,30.15708333,2.01E+01,63.3672975,27.32266845,74.67878876,30.25149037,1,30.25149037
 07/21  21:00:00,0,29.49825,2.01E+01,65.81124663,26.43035768,78.70602242,29.44921305,1,29.44921305
 07/21  22:00:00,0,28.89525,2.01E+01,68.1435032,25.42190075,83.54997728,28.72641349,1,28.72641349
 07/21  23:00:00,0,28.37041667,2.01E+01,70.24808901,24.53246836,88.09300751,28.24927762,1,28.24927762
 07/21  24:00:00,0,27.90141667,2.01E+01,72.19251314,23.86619747,91.68129665,27.566176,1,27.566176
 01/01  01:00:00,0.011846475,8.95,1.23E+02,82.5,9.129901742,80.44609344,22.55955815,1,17.57140463
 01/01  02:00:00,0.130804435,12.55,253.7451992,73.25,14.20532018,60.84027334,36.93591053,1,32.06671497
 01/01  03:00:00,0.238798527,12.45,372.156796,74.91666667,15.44425348,52.62791911,46.20053845,1,41.43933698
 01/01  04:00:00,0.205668027,11.90833333,321.4631012,80.5,14.90144257,56.85704414,46.17918427,1,41.3848523
 01/01  05:00:00,0.205328189,11.7,321.7184324,83,14.69296996,58.77433472,46.35351728,1,41.55884547
 01/01  06:00:00,0.191222898,11.35,300.0062272,87.08333333,14.34252843,61.88477751,46.41494822,1,41.60617112
 01/01  07:00:00,0.179639223,11.1,281.9173018,90,14.09253191,64.09842318,46.36805722,1,41.54769644
 01/01  08:00:00,0,11.1,1005.519084,90,11.1,90,18.79916984,1,18.79916984
 01/01  09:00:00,0.599084516,11.45,1005.519084,90,14.44733118,64.33673137,46.17597967,1,41.77506419
 01/01  10:00:00,0.577197249,11.99166667,1005.519084,90,14.98903334,64.74174174,46.2762704,1,41.85346765
 01/01  11:00:00,0.560142632,12.55,1015.150048,90,15.54756267,65.14390111,46.53322236,1,42.09336499
 01/01  12:00:00,0.662201153,13.44166667,1247.357107,90,16.43842187,65.76130423,46.60075143,1,42.26295258
 01/01  13:00:00,0.647762309,13.9,1253.35717,91.75,16.89574425,67.52440203,46.5216678,1,42.16943011
 01/01  14:00:00,0.627150494,13.25833333,1236.916133,95.33333333,16.25545147,70.05409387,46.29936449,1,41.92651498
 01/01  15:00:00,0.614841308,12.8,1233.159663,97,15.79864057,71.11371796,46.59257826,1,42.20741957
 01/01  16:00:00,0.420991903,10.525,1019.281354,96.41666667,13.02884387,73.65702913,42.571195,1,37.9921869
 01/01  17:00:00,0,7.908333333,1005.519084,96,7.908333333,96,24.25418532,1,24.25418532
 01/01  18:00:00,0.042861743,6.908333333,511.0975874,96,6.967473294,95.3013837,27.78364437,1,22.82650611
 01/01  19:00:00,0.122934125,6.7,502.1262215,94.25,7.797665237,82.99161083,32.72733144,1,27.85026557
 01/01  20:00:00,0.024168252,6.7,409.2974626,93,6.950567175,90.45992606,23.58027583,1,18.60444408
 01/01  21:00:00,0.028901786,6.35,329.9645326,93,6.357704537,92.90695082,25.15110006,1,20.18000185
 01/01  22:00:00,0.128757272,5.808333333,264.372741,93,6.427914921,85.71142192,41.97201459,1,37.10077186
 01/01  23:00:00,0.060756737,5.25,182.7272005,90.66666667,5.341052304,89.56160057,32.52537007,1,27.58612681
 01/01  24:00:00,0,4.65,1.22E+02,91.33333333,4.65,91.33333333,18.30530555,1,18.30530555
 01/02  01:00:00,0.027891153,4.108333333,6.12E+01,93,8.21260606,73.57476771,34.91133691,1,29.93922806
 01/02  02:00:00,0,3.9,2.01E+01,93,15.44154182,42.81716472,5.81000414,1,5.81000414
 01/02  03:00:00,0.002924307,3.9,2.01E+01,90.66666667,15.16806642,41.62124897,12.71808846,1,7.721012767
 01/02  04:00:00,0,3.55,2.01E+01,89,14.84338099,41.54538689,5.458875046,1,5.458875046
 01/02  05:00:00,0,3.3,2.01E+01,89,14.62564695,41.39529908,5.234277151,1,5.234277151
 01/02  06:00:00,0,3.3,2.01E+01,89,14.47274024,41.80634378,5.135213726,1,5.135213726
 01/02  07:00:00,0,3.3,2.01E+01,87.25,14.35696571,41.29165264,5.227995143,1,5.227995143
 01/02  08:00:00,0,3.3,1005.519084,87.75,13.53085942,43.82049001,7.267983417,1,7.267983417
 01/02  09:00:00,0,3.65,1005.519084,89,14.50334372,42.76851825,7.744428441,1,7.744428441
 01/02  10:00:00,0,4.891666667,1005.519084,85.5,4.891666667,85.5,19.14830977,1,19.14830977
 01/02  11:00:00,0,6.241666667,1005.519084,81.25,6.241666667,81.25,20.01158155,1,20.01158155
 01/02  12:00:00,0,6.991666667,1005.519084,76.5,6.991666667,76.5,21.07635523,1,21.07635523
 01/02  13:00:00,0,7.55,1005.519084,64.66666667,7.55,64.66666667,21.91763509,1,21.91763509
 01/02  14:00:00,0,8.441666667,1005.519084,56.83333333,8.441666667,56.83333333,22.99210104,1,22.99210104
 01/02  15:00:00,0,8.55,1005.519084,57.16666667,8.55,57.16666667,23.75825073,1,23.75825073
 01/02  16:00:00,0,8.3,1005.519084,58,8.3,58,24.00194811,1,24.00194811
 01/02  17:00:00,0,8.3,1005.519084,59.75,8.3,59.75,23.94073018,1,23.94073018
 01/02  18:00:00,0,7.658333333,534.2103809,63.91666667,7.658333333,63.91666667,23.73986774,1,23.73986774
 01/02  19:00:00,0,7.2,482.368084,66,7.2,66,23.09457566,1,23.09457566
 01/02  20:00:00,0,6.908333333,414.9314576,67.16666667,6.908333333,67.16666667,21.86291674,1,21.86291674
 01/02  21:00:00,0,6.35,338.6613196,68,6.35,68,21.10555849,1,21.10555849
 01/02  22:00:00,0,6.1,265.533525,66.25,6.1,66.25,19.87791603,1,19.87791603
 01/02  23:00:00,0,5.808333333,196.6126168,66.75,5.808333333,66.75,18.88935916,1,18.88935916
 01/02  24:00:00,0,5.25,1.35E+02,69.16666667,5.25,69.16666667,18.36364527,1,18.36364527
 01/03  01:00:00,0,5,8.53E+01,70,5,70,17.82103209,1,17.82103209
 01/03  02:00:00,0,5,4.41E+01,71.75,5,71.75,17.50909484,1,17.50909484
 01/03  03:00:00,0,4.65,2.06E+01,78.25,4.65,78.25,17.39550739,1,17.39550739
 01/03  04:00:00,0,3.758333333,2.01E+01,86.08333333,11.31391591,54.9997426,9.120675679,1,9.120675679
 01/03  05:00:00,0,3.3,2.01E+01,89,14.70139399,41.19340016,5.324795583,1,5.324795583
 01/03  06:00:00,0,3.008333333,2.01E+01,91.33333333,14.48406597,41.99214032,5.035601393,1,5.035601393
 01/03  07:00:00,0,2.8,2.01E+01,93,14.30249137,42.63183426,4.627231939,1,4.627231939
 01/03  08:00:00,0,2.8,1005.519084,93,13.38833693,45.25258534,6.984417495,1,6.984417495
 01/03  09:00:00,0,2.158333333,1005.519084,92.41666667,14.08864491,41.05907394,6.574526963,1,6.574526963
 01/03  10:00:00,0,1.7,1005.519084,92,14.50945917,38.47402059,6.442901303,1,6.442901303
 01/03  11:00:00,0,1.7,1005.519084,94.33333333,14.93284462,38.38257328,6.735215406,1,6.735215406
 01/03  12:00:00,0,1.991666667,1005.519084,94.25,15.37484215,38.06131988,7.032631292,1,7.032631292
 01/03  13:00:00,0,2.2,1005.519084,94.75,15.65615821,38.14235775,7.138299603,1,7.138299603
 01/03  14:00:00,0,2.55,1005.519084,94.25,15.9257601,38.23287822,7.518554271,1,7.518554271
 01/03  15:00:00,0,2.8,1005.519084,94.75,16.27184408,38.26972958,7.894342625,1,7.894342625
 01/03  16:00:00,0,2.8,1005.519084,96,16.54085608,38.11748781,7.916961097,1,7.916961097
 01/03  17:00:00,0,2.8,1005.519084,96,16.67875398,37.78426801,7.724506743,1,7.724506743
 01/03  18:00:00,0,2.8,0,96,2.8,96,21.50111612,0,21.50111612
 01/03  19:00:00,0,2.8,0,96,2.8,96,21.04515742,0,21.04515742
 01/03  20:00:00,0,2.8,0,96,2.8,96,20.45575734,0,20.45575734
 01/03  21:00:00,0,3.091666667,0,96,3.091666667,96,19.79851599,0,19.79851599
 01/03  22:00:00,0,3.65,0,94.25,3.65,94.25,18.78829769,0,18.78829769
 01/03  23:00:00,0,3.9,0,94.75,3.9,94.75,18.31297025,0,18.31297025
 01/03  24:00:00,0,3.9,0,96,3.9,96,17.32655299,0,17.32655299
 01/04  01:00:00,0,3.9,2.01E+01,96,15.27179631,44.68243716,5.60443144,1,5.60443144
 01/04  02:00:00,0,3.9,2.01E+01,98.33333333,15.02064585,46.51608371,5.596417001,1,5.596417001
 01/04  03:00:00,0,3.9,2.01E+01,100,14.81081925,47.94593149,5.911551634,1,5.911551634
 01/04  04:00:00,0,3.9,2.01E+01,100,14.64756346,48.45365007,5.94966052,1,5.94966052
 01/04  05:00:00,0,3.9,2.01E+01,97.66666667,14.52537685,47.69697193,5.718198765,1,5.718198765
 01/04  06:00:00,0,3.9,2.01E+01,94.25,14.42660936,46.32367301,5.725851228,1,5.725851228
 01/04  07:00:00,0,3.9,2.01E+01,90.66666667,14.35083207,44.78151011,5.821666412,1,5.821666412
 01/04  08:00:00,0,3.9,1005.519084,84.91666667,13.66625451,43.88081722,7.63620299,1,7.63620299
 01/04  09:00:00,0,3.55,1005.519084,80.25,14.49626239,38.33048658,7.511598044,1,7.511598044
 01/04  10:00:00,0,3.65,1005.519084,77.25,15.38989594,35.06591358,8.095555732,1,8.095555732
 01/04  11:00:00,0,4.191666667,1005.519084,71.33333333,6.201774631,64.43379524,18.99205136,1,18.99205136
 01/04  12:00:00,0,4.75,1005.519084,64.5,4.75,64.5,21.78997817,1,21.78997817
 01/04  13:00:00,0,5.35,1005.519084,62.58333333,5.35,62.58333333,23.0407761,1,23.0407761
 01/04  14:00:00,0,6.241666667,1005.519084,58.91666667,6.241666667,58.91666667,23.7242861,1,23.7242861
 01/04  15:00:00,0,6.7,1005.519084,54.83333333,6.7,54.83333333,24.15226773,1,24.15226773
 01/04  16:00:00,0,6.35,1005.519084,53.41666667,6.35,53.41666667,24.38851598,1,24.38851598
 01/04  17:00:00,0,5.808333333,1005.519084,53,5.808333333,53,24.34106104,1,24.34106104
 01/04  18:00:00,0,5.25,475.392549,54.16666667,5.25,54.16666667,23.96405426,1,23.96405426
 01/04  19:00:00,0,4.65,413.3089835,57.91666667,4.65,57.91666667,23.05038906,1,23.05038906
 01/04  20:00:00,0,3.758333333,1.20E+02,61.16666667,3.758333333,61.16666667,21.93730127,1,21.93730127
 01/04  21:00:00,0,3.008333333,0,59.08333333,3.008333333,59.08333333,20.75597375,0,20.75597375
 01/04  22:00:00,0,2.45,0,59.91666667,2.45,59.91666667,19.31884028,0,19.31884028
 01/04  23:00:00,0,1.908333333,0,63.16666667,1.908333333,63.16666667,18.59171182,0,18.59171182
 01/04  24:00:00,0,1.35,0,57,1.35,57,17.79592224,0,17.79592224
 01/05  01:00:00,0,0.808333333,2.01E+01,56.08333333,14.87972059,21.47573026,3.017826756,1,3.017826756
 01/05  02:00:00,0,-1.00E-01,2.01E+01,57.25,14.37964985,21.16749446,2.165907352,1,2.165907352
 01/05  03:00:00,0,-0.891666667,2.01E+01,54.83333333,13.9389023,19.55195718,1.827844162,1,1.827844162
 01/05  04:00:00,0,-1.45,2.01E+01,52.25,13.57518509,18.2139491,1.228548595,1,1.228548595
 01/05  05:00:00,0,-1.991666667,2.01E+01,48.66666667,13.25461584,16.55818025,0.772977273,1,0.772977273
 01/05  06:00:00,0,-2.2,2.01E+01,47,12.9993263,15.97685044,1.38E-01,1,0.138
 01/05  07:00:00,0,-2.55,2.01E+01,47,12.76952336,15.75073556,0.014116248,1,0.014116248
 01/05  08:00:00,0,-2.8,2.01E+01,42.33333333,13.82822628,12.98714585,0.069275707,1,0.069275707
 01/05  09:00:00,0,-2.8,2.01E+01,40.16666667,14.63996461,11.66921649,0.296854325,1,0.296854325
 01/05  10:00:00,0,-2.45,2.01E+01,36.91666667,15.33684472,10.56139429,0.229037958,1,0.229037958
 01/05  11:00:00,0,-1.558333333,2.01E+01,29.91666667,16.3001365,8.664761245,1.245882139,1,1.245882139
 01/05  12:00:00,0,-0.108333333,2.01E+01,25.25,17.15565376,7.798492575,2.507670273,1,2.507670273
 01/05  13:00:00,0,1.241666667,2.01E+01,22.83333333,17.81425583,7.480646159,4.126423977,1,4.126423977
 01/05  14:00:00,0,1.991666667,2.01E+01,20.83333333,18.31064772,6.981947331,4.498523201,1,4.498523201
 01/05  15:00:00,0,2.55,2.01E+01,20,18.69231387,6.810929462,5.398987087,1,5.398987087
 01/05  16:00:00,0,2.45,2.01E+01,20,18.9004333,6.675550807,5.26590925,1,5.26590925
 01/05  17:00:00,0,1.558333333,2.01E+01,22.33333333,18.66340107,7.093446153,4.233735252,1,4.233735252
 01/05  18:00:00,0,0.458333333,2.01E+01,24,17.95666479,7.366405288,3.517641664,1,3.517641664
 01/05  19:00:00,0,-0.35,2.01E+01,26.91666667,16.85977489,8.322628177,2.33645863,1,2.33645863
 01/05  20:00:00,0,-0.891666667,2.01E+01,29,15.94941166,9.083787085,2.015775619,1,2.015775619
 01/05  21:00:00,0,-1.45,2.01E+01,29.58333333,15.14043994,9.31745597,1.342446519,1,1.342446519
 01/05  22:00:00,0,-1.991666667,2.01E+01,32.33333333,14.44848416,10.17797033,0.58231558,1,0.58231558
 01/05  23:00:00,0,-2.55,2.01E+01,35.75,13.86618066,11.15159611,2.81E-01,1,0.281
 01/05  24:00:00,0,-3.091666667,2.01E+01,38.16666667,13.38174655,11.74031623,-0.290058588,1,-0.290058588
 01/06  01:00:00,0,-3.008333333,2.01E+01,37.83333333,13.06499013,11.96395858,-0.315734683,1,-0.315734683
 01/06  02:00:00,0,-3.091666667,2.01E+01,38.16666667,12.80028692,12.19485959,-0.54419243,1,-0.54419243
 01/06  03:00:00,0,-3.3,2.01E+01,39,12.57720486,12.42566534,-0.818365893,1,-0.818365893
 01/06  04:00:00,0,-3.3,2.01E+01,40.75,12.41844373,13.12003877,-0.589047162,1,-0.589047162
 01/06  05:00:00,0,-3.65,2.01E+01,42,12.24716848,13.27702522,-1.009719618,1,-1.009719618
 01/06  06:00:00,0,-4.191666667,2.01E+01,43.16666667,12.08309635,13.17310636,-1.468964711,1,-1.468964711
 01/06  07:00:00,0,-4.4,2.01E+01,42.83333333,11.95595963,12.95079063,-1.746108684,1,-1.746108684
 01/06  08:00:00,0,-4.4,2.01E+01,39.66666667,13.16867133,11.09055394,-1.556272799,1,-1.556272799
 01/06  09:00:00,0,-4.4,2.01E+01,40.33333333,14.06494803,10.62089967,-1.589274765,1,-1.589274765
 01/06  10:00:00,0,-4.108333333,2.01E+01,40.25,14.64241676,10.46853048,-1.020735379,1,-1.020735379
 01/06  11:00:00,0,-3.55,2.01E+01,36.66666667,15.16923512,9.663696844,-0.26254992,1,-0.26254992
 01/06  12:00:00,0,-2.658333333,2.01E+01,34.41666667,15.70546455,9.448867641,3.58E-01,1,0.358
 01/06  13:00:00,0,-1.908333333,2.01E+01,33.41666667,16.16187337,9.488089159,0.950039471,1,0.950039471
 01/06  14:00:00,0,-1.35,2.01E+01,34.75,16.23635529,10.29489182,1.449285328,1,1.449285328
 01/06  15:00:00,0,-1.1,2.01E+01,46.5,16.10041425,14.17863749,1.657008537,1,1.657008537
 01/06  16:00:00,0,-0.808333333,2.01E+01,56.91666667,16.06612103,17.82604809,1.995331186,1,1.995331186
 01/06  17:00:00,0,-0.6,2.01E+01,59,15.83248424,19.07471747,1.911637905,1,1.911637905
 01/06  18:00:00,0,-0.6,2.01E+01,57.25,15.44667826,18.97026196,1.804247503,1,1.804247503
 01/06  19:00:00,0,-0.891666667,2.01E+01,54.83333333,14.92494366,18.34304468,1.489843519,1,1.489843519
 01/06  20:00:00,0,-1.1,2.01E+01,54,14.44292885,18.31623537,1.479589695,1,1.479589695
 01/06  21:00:00,0,-0.808333333,2.01E+01,47.58333333,14.10017917,16.88915299,1.739355917,1,1.739355917
 01/06  22:00:00,0,-0.6,2.01E+01,41.83333333,13.83110402,15.38688988,1.956475942,1,1.956475942
 01/06  23:00:00,0,-0.6,2.01E+01,42.16666667,13.61259922,15.73317981,1.942093723,1,1.942093723
 01/06  24:00:00,0,-0.25,2.01E+01,42.41666667,13.49387134,16.41668059,2.054024274,1,2.054024274
 01/07  01:00:00,0,0,2.01E+01,42.58333333,13.37481495,16.95718524,2.24437346,1,2.24437346
 01/07  02:00:00,0,0,2.01E+01,40.08333333,13.21528405,16.12689162,2.052736056,1,2.052736056
 01/07  03:00:00,0,0,2.01E+01,36.83333333,13.09787899,14.93428068,2.020669,1,2.020669
 01/07  04:00:00,0,-0.35,2.01E+01,38.33333333,12.95151249,15.24039774,1.883170145,1,1.883170145
 01/07  05:00:00,0,-0.6,2.01E+01,40.58333333,12.83121618,15.93458006,1.849663868,1,1.849663868
 01/07  06:00:00,0,-0.891666667,2.01E+01,41,12.69149277,15.85892147,1.356034783,1,1.356034783
 01/07  07:00:00,0,-1.741666667,2.01E+01,49.75,12.48137196,18.14872715,0.832673727,1,0.832673727
 01/07  08:00:00,0,-2.841666667,1005.519084,65.33333333,11.08729807,23.82218876,2.162456547,1,2.162456547
 01/07  09:00:00,0,-3.65,1005.519084,79.58333333,11.889116,25.73476682,2.263354044,1,2.263354044
 01/07  10:00:00,0,-3.9,1005.519084,86.75,12.44122284,26.50587144,2.116960607,1,2.116960607
 01/07  11:00:00,0,-3.9,1005.519084,90.33333333,12.90604767,26.77128809,2.20934711,1,2.20934711
 01/07  12:00:00,0,-3.9,1005.519084,94.33333333,13.31501874,27.21954608,2.568776418,1,2.568776418
 01/07  13:00:00,0,-3.55,1005.519084,93.66666667,13.67318429,27.19717641,2.66700316,1,2.66700316
 01/07  14:00:00,0,-3.65,1005.519084,92,13.89044188,26.12258299,3.001560038,1,3.001560038
 01/07  15:00:00,0,-3.9,1005.519084,92,14.13351762,25.17158747,2.546412694,1,2.546412694
 01/07  16:00:00,0,-3.9,1005.519084,92,14.3317873,24.84993652,2.899476255,1,2.899476255
 01/07  17:00:00,0,-4.541666667,1005.519084,92,14.14675433,23.81855558,2.331129336,1,2.331129336
 01/07  18:00:00,0,-5,0,89.66666667,-5,89.66666667,20.61428426,0,20.61428426
 01/07  19:00:00,0,-5.35,0,86.25,-5.35,86.25,20.04374852,0,20.04374852
 01/07  20:00:00,0,-5.6,0,85,-5.6,85,19.07372607,0,19.07372607
 01/07  21:00:00,0,-5.891666667,0,86.75,-5.891666667,86.75,17.99739469,0,17.99739469
 01/07  22:00:00,0,-6.1,0,90.33333333,-6.1,90.33333333,16.9873571,0,16.9873571
 01/07  23:00:00,0,-6.1,0,92,-6.1,92,16.14751015,0,16.14751015
 01/07  24:00:00,0,-6.1,0,92,-6.1,92,15.39360107,0,15.39360107
 01/08  01:00:00,0,-6.1,2.01E+01,92,12.05685642,23.88964743,-1.952636188,1,-1.952636188
 01/08  02:00:00,0,-5.808333333,2.01E+01,92,11.75152709,24.99831423,-1.890917402,1,-1.890917402
 01/08  03:00:00,0,-5.6,2.01E+01,92,11.52471452,25.83128164,-2.069732214,1,-2.069732214
 01/08  04:00:00,0,-5.6,2.01E+01,92,11.34856511,26.13431094,-2.146198481,1,-2.146198481
 01/08  05:00:00,0,-5.6,2.01E+01,96.66666667,11.23835101,27.66239054,-2.242980322,1,-2.242980322
 01/08  06:00:00,0,-5.25,2.01E+01,97.66666667,11.21647326,28.83859855,-2.156482631,1,-2.156482631
 01/08  07:00:00,0,-5,2.01E+01,96,11.21282631,28.96846711,-1.927378174,1,-1.927378174
 01/08  08:00:00,0,-4.65,1005.519084,93.66666667,10.04161653,31.50141522,0.677511142,1,0.677511142
 01/08  09:00:00,0,-4.4,1005.519084,94.33333333,11.2739112,29.83791787,1.635333648,1,1.635333648
 01/08  10:00:00,0,-3.758333333,1005.519084,93.66666667,12.21541708,29.39733045,2.088953337,1,2.088953337
 01/08  11:00:00,0,-3.008333333,1005.519084,90.25,13.16432891,28.36021422,2.909632578,1,2.909632578
 01/08  12:00:00,0,-2.45,1005.519084,89,14.05858369,27.65123585,3.51003677,1,3.51003677
 01/08  13:00:00,0,-1.558333333,1005.519084,86.66666667,14.88329708,27.49986911,4.473036041,1,4.473036041
 01/08  14:00:00,0,-0.808333333,1005.519084,85,15.56837852,27.47106773,4.995270102,1,4.995270102
 01/08  15:00:00,0,-0.25,1005.519084,87.33333333,16.19070694,28.40693491,5.578710876,1,5.578710876
 01/08  16:00:00,0,0,1005.519084,89,16.56275014,28.86050126,5.862263077,1,5.862263077
 01/08  17:00:00,0,0,1005.519084,84.91666667,16.63731121,27.40514324,6.191122216,1,6.191122216
 01/08  18:00:00,0,-0.35,0,86.08333333,-0.35,86.08333333,22.2655778,0,22.2655778
 01/08  19:00:00,0,-0.6,0,86.66666667,-0.6,86.66666667,21.65989971,0,21.65989971
 01/08  20:00:00,0,-0.6,0,85,-0.6,85,20.70547985,0,20.70547985
 01/08  21:00:00,0,-0.6,0,85,-0.6,85,19.47496631,0,19.47496631
 01/08  22:00:00,0,-0.6,0,85,-0.6,85,18.62686552,0,18.62686552
 01/08  23:00:00,0,-0.6,0,87.33333333,-0.6,87.33333333,17.58171203,0,17.58171203
 01/08  24:00:00,0,-0.6,0,86.66666667,-0.6,86.66666667,16.90357227,0,16.90357227
 01/09  01:00:00,0,-0.6,2.01E+01,85,14.06880497,30.78784635,1.834780969,1,1.834780969
 01/09  02:00:00,0,-0.891666667,2.01E+01,85,13.67734891,30.82674803,1.847157704,1,1.847157704
 01/09  03:00:00,0,-1.1,2.01E+01,85,13.37749293,30.89639646,1.202892234,1,1.202892234
 01/09  04:00:00,0,-1.45,2.01E+01,87.33333333,13.10453261,31.38578192,0.927077262,1,0.927077262
 01/09  05:00:00,0,-1.991666667,2.01E+01,86.66666667,12.83563209,30.30493651,0.761791509,1,0.761791509
 01/09  06:00:00,0,-2.2,2.01E+01,87.33333333,12.62961762,30.41653953,0.625498548,1,0.625498548
 01/09  07:00:00,0,-2.841666667,2.01E+01,88.41666667,12.39546357,29.63835651,0.060822881,1,0.060822881
 01/09  08:00:00,0,-3.3,1005.519084,86.25,10.97529538,30.56647159,2.109720908,1,2.109720908
 01/09  09:00:00,0,-3.3,1005.519084,86.75,11.96909128,28.76685543,2.399972004,1,2.399972004
 01/09  10:00:00,0,-3.008333333,1005.519084,86.25,12.68842482,27.95970514,2.730167587,1,2.730167587
 01/09  11:00:00,0,-2.45,1005.519084,83.25,13.58351314,26.67762015,3.447771341,1,3.447771341
 01/09  12:00:00,0,-1.908333333,1005.519084,79.66666667,14.51015312,25.15445172,3.892650393,1,3.892650393
 01/09  13:00:00,0,-1.058333333,1005.519084,76.25,15.4230359,24.36173412,4.936272752,1,4.936272752
 01/09  14:00:00,0,1.00E-01,1005.519084,72.08333333,16.32360724,23.87874334,6.081286397,1,6.081286397
 01/09  15:00:00,0,0.891666667,1005.519084,70,17.16258675,23.30811305,6.861952805,1,6.861952805
 01/09  16:00:00,0,1.45,1005.519084,65.33333333,17.78045976,21.77696998,7.579632974,1,7.579632974
 01/09  17:00:00,0,1.7,1005.519084,63.16666667,18.0515588,21.07480262,7.519939646,1,7.519939646
 01/09  18:00:00,0,1.35,0,67.5,1.35,67.5,23.5458104,0,23.5458104
 01/09  19:00:00,0,0.808333333,0,73.5,0.808333333,73.5,22.99922492,0,22.99922492
 01/09  20:00:00,0,-1.00E-01,0,77.75,-1.00E-01,77.75,21.24818917,0,21.24818917
 01/09  21:00:00,0,-0.6,0,76.66666667,-0.6,76.66666667,20.04766694,0,20.04766694
