Date/Time,Regen_Valve,T_OA,CFM_OA,RH_OA,T_CA,RH_CA,T_HW,FanStatus,T_HW_out
 08/03  24:00:00,0,24.9,0,85.5,24.9,85.5,30.96637979,0,30.96637979
 08/04  01:00:00,0,24.10833333,0,91.5,24.10833333,91.5,30.11306223,0,30.11306223
 08/04  02:00:00,0,24.19166667,0,88.75,24.19166667,88.75,29.11937978,0,29.11937978
 08/04  03:00:00,0,24.75,0,85,24.75,85,28.43247297,0,28.43247297
 08/04  04:00:00,0,24.35833333,0,87.91666667,24.35833333,87.91666667,27.74867206,0,27.74867206
 08/04  05:00:00,0,23.9,0,88.25,23.9,88.25,27.44363382,0,27.44363382
 08/04  06:00:00,0,23.55,0,91.08333333,23.55,91.08333333,26.91656871,0,26.91656871
 08/04  07:00:00,0,23.65,0,89.91666667,23.65,89.91666667,26.27207254,0,26.27207254
 08/04  08:00:00,0,24.54166667,0,84.08333333,24.54166667,84.08333333,26.12337326,0,26.12337326
 08/04  09:00:00,0,25.35,0,82,25.35,82,26.68971902,0,26.68971902
 08/04  10:00:00,0,26.88333333,0,77.33333333,26.88333333,77.33333333,27.59564238,0,27.59564238
 08/04  11:00:00,0,28.44166667,0,69.91666667,28.44166667,69.91666667,28.42865358,0,28.42865358
 08/04  12:00:00,0,29.89166667,0,63.5,29.89166667,63.5,29.6092954,0,29.6092954
 08/04  13:00:00,0,30.25,0,61,30.25,61,30.86496003,0,30.86496003
 08/04  14:00:00,0,30.99166667,0,56.91666667,30.99166667,56.91666667,32.61976264,0,32.61976264
 08/04  15:00:00,0,27.79166667,0,68.58333333,27.79166667,68.58333333,34.16230268,0,34.16230268
 08/04  16:00:00,0,26.925,0,69.66666667,26.925,69.66666667,35.68078231,0,35.68078231
 08/04  17:00:00,0,29.93333333,0,59.5,29.93333333,59.5,35.91977415,0,35.91977415
 08/04  18:00:00,0,29.81666667,0,61.66666667,29.81666667,61.66666667,36.5185123,0,36.5185123
 08/04  19:00:00,0,28.55,0,65,28.55,65,36.40908159,0,36.40908159
 08/04  20:00:00,0,27.36666667,0,69.08333333,27.36666667,69.08333333,35.25333481,0,35.25333481
 08/04  21:00:00,0,26.05833333,0,76.08333333,26.05833333,76.08333333,34.16185832,0,34.16185832
 08/04  22:00:00,0,25.25,0,82.5,25.25,82.5,32.71823162,0,32.71823162
 08/04  23:00:00,0,24.65,0,86.75,24.65,86.75,31.53724832,0,31.53724832
 08/04  24:00:00,0,24.4,0,88,24.4,88,30.81038345,0,30.81038345
 08/05  01:00:00,0,24.10833333,0,91.5,24.10833333,91.5,29.85735524,0,29.85735524
 08/05  02:00:00,0,23.9,0,91.66666667,23.9,91.66666667,28.74355799,0,28.74355799
 08/05  03:00:00,0,23.55,0,90,23.55,90,28.0027634,0,28.0027634
 08/05  04:00:00,0,23.3,0,90,23.3,90,27.28225069,0,27.28225069
 08/05  05:00:00,0,23.3,0,90,23.3,90,26.41779612,0,26.41779612
 08/05  06:00:00,0,23.00833333,0,94.08333333,23.00833333,94.08333333,26.07992082,0,26.07992082
 08/05  07:00:00,0,22.8,0,97,22.8,97,25.65584804,0,25.65584804
 08/05  08:00:00,0.467163729,23.09166667,1005.519084,95.25,24.5911404,82.13993866,46.15022813,1,41.61739186
 08/05  09:00:00,0.455430079,23.65,1005.519084,88.75,24.89766326,77.55285028,46.33986414,1,41.79529422
 08/05  10:00:00,0.429979086,24.89166667,1005.519084,81.5,25.68066708,73.14287537,46.34582475,1,41.77580384
 08/05  11:00:00,0.399297896,26.53333333,1005.519084,74.91666667,26.41180855,71.03448281,46.22091053,1,41.62020843
 08/05  12:00:00,0.379185581,27.55,1005.519084,70.25,27.03423041,68.16705913,46.39970314,1,41.77888872
 08/05  13:00:00,0.356454085,28.73333333,1005.519084,66.66666667,27.67973763,66.79834724,46.40067987,1,41.75713396
 08/05  14:00:00,0.344301402,29.4,1005.519084,63.83333333,27.9629217,65.38149696,46.58032814,1,41.92462954
 08/05  15:00:00,0.3440783,29.4,1005.519084,63,27.99253748,64.36361723,46.42690648,1,41.77098478
 08/05  16:00:00,0.359594814,28.46666667,1005.519084,69.41666667,27.81373313,68.02623898,46.52865821,1,41.88825302
 08/05  17:00:00,0.376816325,27.45,1005.519084,72.83333333,27.58005346,68.20071695,46.40060719,1,41.77742352
 08/05  18:00:00,0,25.91666667,0,74.33333333,25.91666667,74.33333333,28.36930526,0,28.36930526
 08/05  19:00:00,0,25.64166667,0,73.66666667,25.64166667,73.66666667,29.24530327,0,29.24530327
 08/05  20:00:00,0,25.80833333,0,74.91666667,25.80833333,74.91666667,29.94992932,0,29.94992932
 08/05  21:00:00,0,24.9,0,83.41666667,24.9,83.41666667,29.41614038,0,29.41614038
 08/05  22:00:00,0,24.4,0,84.5,24.4,84.5,29.15367941,0,29.15367941
 08/05  23:00:00,0,24.4,0,83.75,24.4,83.75,28.69434008,0,28.69434008
 08/05  24:00:00,0,24.4,0,83.25,24.4,83.25,27.98651348,0,27.98651348
 08/06  01:00:00,0,24.10833333,0,84.91666667,24.10833333,84.91666667,27.23874388,0,27.23874388
 08/06  02:00:00,0,23.55,0,91.08333333,23.55,91.08333333,26.69912695,0,26.69912695
 08/06  03:00:00,0,23.00833333,0,94,23.00833333,94,26.25561835,0,26.25561835
 08/06  04:00:00,0,22.8,0,94,22.8,94,25.71520918,0,25.71520918
 08/06  05:00:00,0,22.8,0,94,22.8,94,25.45384265,0,25.45384265
 08/06  06:00:00,0,22.8,0,94,22.8,94,25.17041609,0,25.17041609
 08/06  07:00:00,0,23.09166667,0,91.66666667,23.09166667,91.66666667,24.6104731,0,24.6104731
 08/06  08:00:00,0.45223541,23.94166667,1005.519084,87.08333333,24.86261236,77.57506045,46.51532881,1,41.96756422
 08/06  09:00:00,0.417729707,25.74166667,1005.519084,80.33333333,25.62708086,76.24786441,46.32337628,1,41.74110599
 08/06  10:00:00,0.371274416,28.275,1005.519084,68.83333333,26.67604864,71.16708999,46.38283346,1,41.75410788
 08/06  11:00:00,0.337395631,30.1,1005.519084,59.5,27.48558743,65.09511212,46.49755591,1,41.83495154
 08/06  12:00:00,0.32123392,30.89166667,1005.519084,55.83333333,28.02573337,61.86985139,46.53231912,1,41.85355304
 08/06  13:00:00,0.304009167,31.74166667,1005.519084,50.91666667,28.58949684,57.11874928,46.11556818,1,41.41957735
 08/06  14:00:00,0.288221858,32.55,1005.519084,48.58333333,29.05142455,55.56144086,46.30025637,1,41.58847823
 08/06  15:00:00,0.293935771,32.15833333,1005.519084,50.75,29.09376265,56.70732812,46.18255842,1,41.47649419
 08/06  16:00:00,0.290808013,32.34166667,1005.519084,50.25,29.14549116,56.56788369,46.45206444,1,41.74287245
 08/06  17:00:00,0.289552476,32.45,1005.519084,47.83333333,29.09070107,54.19916443,46.31044625,1,41.59999873
 08/06  18:00:00,0,32.2,0,45.83333333,32.2,45.83333333,29.71510143,0,29.71510143
 08/06  19:00:00,0,31.55833333,0,49.08333333,31.55833333,49.08333333,31.46970876,0,31.46970876
 08/06  20:00:00,0,30.45833333,0,56.08333333,30.45833333,56.08333333,31.81970788,0,31.81970788
 08/06  21:00:00,0,29.35833333,0,62.5,29.35833333,62.5,31.94796667,0,31.94796667
 08/06  22:00:00,0,28.25833333,0,67.33333333,28.25833333,67.33333333,31.01194086,0,31.01194086
 08/06  23:00:00,0,27.45,0,70.75,27.45,70.75,30.58494454,0,30.58494454
 08/06  24:00:00,0,26.55833333,0,76.08333333,26.55833333,76.08333333,29.74315546,0,29.74315546
 08/07  01:00:00,0,25.45833333,0,82.5,25.45833333,82.5,29.19834729,0,29.19834729
 08/07  02:00:00,0,25,0,85,25,85,28.49669579,0,28.49669579
 08/07  03:00:00,0,24.65,0,86.75,24.65,86.75,27.55755718,0,27.55755718
 08/07  04:00:00,0,24.10833333,0,89.16666667,24.10833333,89.16666667,27.35137904,0,27.35137904
 08/07  05:00:00,0,23.55,0,92.33333333,23.55,92.33333333,26.40330656,0,26.40330656
 08/07  06:00:00,0,23.00833333,0,94,23.00833333,94,26.28061138,0,26.28061138
 08/07  07:00:00,0,23.09166667,0,94,23.09166667,94,25.69526767,0,25.69526767
 08/07  08:00:00,0.436614144,24.64166667,1005.519084,87,25.49272047,77.99673147,46.30678178,1,41.74339592
 08/07  09:00:00,0.396665493,26.88333333,1005.519084,76.16666667,26.14667833,75.04478478,46.25616622,1,41.65283171
 08/07  10:00:00,0.362655237,28.73333333,1005.519084,65.58333333,26.89510708,68.69820236,46.31052772,1,41.67318296
 08/07  11:00:00,0.3368174,30.1,1005.519084,57.5,27.54753206,62.53344935,46.56819001,1,41.90500741
 08/07  12:00:00,0.325652514,30.6,1005.519084,56.16666667,28.01328354,61.21069369,46.59420401,1,41.91985652
 08/07  13:00:00,0.307685655,31.53333333,1005.519084,52.91666667,28.52261917,58.99057629,46.57287039,1,41.88055605
 08/07  14:00:00,0.300160439,31.90833333,1005.519084,52.91666667,28.76791945,59.51674574,46.57522588,1,41.87538632
 08/07  15:00:00,0.292114618,32.34166667,1005.519084,52.08333333,28.98718015,59.30556877,46.47049434,1,41.76260896
 08/07  16:00:00,0.295141029,32.15833333,1005.519084,55.25,28.96903359,62.51046348,46.24051105,1,41.53565208
 08/07  17:00:00,0.313993103,31.05833333,1005.519084,60.16666667,28.69670167,65.09572675,46.60249426,1,41.91648736
 08/07  18:00:00,0,27.33333333,0,65.66666667,27.33333333,65.66666667,28.51207279,0,28.51207279
 08/07  19:00:00,0,25.35,0,76.58333333,25.35,76.58333333,29.78278375,0,29.78278375
 08/07  20:00:00,0,23.96666667,0,84.91666667,23.96666667,84.91666667,29.54226405,0,29.54226405
 08/07  21:00:00,0,22.8,0,88.75,22.8,88.75,29.1546182,0,29.1546182
 08/07  22:00:00,0,22.45,0,92.33333333,22.45,92.33333333,28.44830156,0,28.44830156
 08/07  23:00:00,0,22.55,0,89.91666667,22.55,89.91666667,27.59068408,0,27.59068408
 08/07  24:00:00,0,22.8,0,88.75,22.8,88.75,27.08322323,0,27.08322323
 08/08  01:00:00,0,22.15833333,0,94.08333333,22.15833333,94.08333333,26.70328935,0,26.70328935
 08/08  02:00:00,0,21.7,0,97,21.7,97,25.92367277,0,25.92367277
 08/08  03:00:00,0,21.35,0,97,21.35,97,25.584986,0,25.584986
 08/08  04:00:00,0,20.80833333,0,98.75,20.80833333,98.75,24.99224977,0,24.99224977
 08/08  05:00:00,0,20.6,0,98.25,20.6,98.25,24.34435995,0,24.34435995
 08/08  06:00:00,0,20.6,0,94.66666667,20.6,94.66666667,23.95054832,0,23.95054832
 08/08  07:00:00,0,21.24166667,0,89.5,21.24166667,89.5,23.84755035,0,23.84755035
 08/08  08:00:00,0.479426693,22.63333333,1005.519084,84.08333333,23.88691461,72.79404645,46.36321318,1,41.84263987
 08/08  09:00:00,0.445865955,24.29166667,1005.519084,78.5,24.7936589,71.30359826,46.50632759,1,41.95219355
 08/08  10:00:00,0.412310692,25.99166667,1005.519084,74.83333333,25.78846888,71.17276125,46.40259939,1,41.81491008
 08/08  11:00:00,0.37026262,28.275,1005.519084,67.58333333,26.78590435,69.371923,46.47807533,1,41.84833795
 08/08  12:00:00,0.331500785,30.39166667,1005.519084,59.5,27.68285541,65.50199332,46.60445623,1,41.93595702
 08/08  13:00:00,0.310560035,31.45,1005.519084,55.83333333,28.32747842,62.89642612,46.54923526,1,41.8597953
 08/08  14:00:00,0.310061168,31.35,1005.519084,55,28.58513055,60.61377142,46.28157185,1,41.59163302
 08/08  15:00:00,0.313093071,31.1,1005.519084,56.16666667,28.68324533,60.70416936,46.20899233,1,41.5220854
 08/08  16:00:00,0.317399842,30.80833333,1005.519084,59.33333333,28.70792111,63.13019984,46.44765041,1,41.76505025
 08/08  17:00:00,0.386411312,26.69166667,1005.519084,76.16666667,27.79817772,66.96250083,46.27861174,1,41.66502305
 08/08  18:00:00,0,25.53333333,0,81.16666667,25.53333333,81.16666667,29.12877445,0,29.12877445
 08/08  19:00:00,0,27.34166667,0,77,27.34166667,77,29.74869543,0,29.74869543
 08/08  20:00:00,0,26.80833333,0,83.41666667,26.80833333,83.41666667,30.29749088,0,30.29749088
 08/08  21:00:00,0,25.80833333,0,86.25,25.80833333,86.25,29.61059495,0,29.61059495
 08/08  22:00:00,0,25.6,0,86.75,25.6,86.75,29.45564092,0,29.45564092
 08/08  23:00:00,0,25.6,0,88,25.6,88,28.43200864,0,28.43200864
 08/08  24:00:00,0,25.6,0,88,25.6,88,28.08860426,0,28.08860426
 08/09  01:00:00,0,25.25,0,88,25.25,88,27.3385068,0,27.3385068
 08/09  02:00:00,0,24.65,0,89.75,24.65,89.75,26.97673427,0,26.97673427
 08/09  03:00:00,0,24.75,0,85.75,24.75,85.75,26.52148269,0,26.52148269
 08/09  04:00:00,0,24.65,0,83.75,24.65,83.75,26.09247523,0,26.09247523
 08/09  05:00:00,0,24.4,0,83.25,24.4,83.25,25.86697661,0,25.86697661
 08/09  06:00:00,0,24.4,0,82,24.4,82,25.58868698,0,25.58868698
 08/09  07:00:00,0,24.4,0,83.75,24.4,83.75,25.33592907,0,25.33592907
 08/09  08:00:00,0.427688353,25.39166667,1005.519084,83.25,25.26899783,79.18271983,46.33243646,1,41.76012481
 08/09  09:00:00,0.39509489,27.09166667,1005.519084,77.33333333,26.01659904,77.89434489,46.54483395,1,41.93992884
 08/09  10:00:00,0.357414818,29.08333333,1005.519084,66.41666667,26.92632892,70.99033866,46.46489448,1,41.8223093
 08/09  11:00:00,0.333163132,30.35,1005.519084,57.5,27.5512981,63.50128567,46.31947461,1,41.65263774
 08/09  12:00:00,0.321550765,30.89166667,1005.519084,56.16666667,27.98213809,62.42815004,46.19383938,1,41.51539015
 08/09  13:00:00,0.305188616,31.74166667,1005.519084,52.91666667,28.44291488,60.03128794,46.32729238,1,41.632481
 08/09  14:00:00,0.295908938,32.2,1005.519084,51.16666667,28.74484757,58.52752853,46.59380732,1,41.88971626
 08/09  15:00:00,0.288851054,32.55,1005.519084,47.91666667,28.98161288,54.95673342,46.42741647,1,41.71626752
 08/09  16:00:00,0.289493133,32.45,1005.519084,46.75,29.08146242,52.89857053,46.58662094,1,41.87611407
 08/09  17:00:00,0.304020737,31.55833333,1005.519084,53.25,28.95148786,58.01969348,46.13382175,1,41.43784249
 08/09  18:00:00,0,30.45833333,0,59.33333333,30.45833333,59.33333333,29.78707925,0,29.78707925
 08/09  19:00:00,0,29.00833333,0,63.33333333,29.00833333,63.33333333,31.05134329,0,31.05134329
 08/09  20:00:00,0,28.00833333,0,67.33333333,28.00833333,67.33333333,31.49409243,0,31.49409243
 08/09  21:00:00,0,27.8,0,66.66666667,27.8,66.66666667,30.72913533,0,30.72913533
 08/09  22:00:00,0,28.09166667,0,63.83333333,28.09166667,63.83333333,30.5750432,0,30.5750432
 08/09  23:00:00,0,27.65833333,0,66.5,27.65833333,66.5,29.85939866,0,29.85939866
 08/09  24:00:00,0,26.55833333,0,74.83333333,26.55833333,74.83333333,29.20983908,0,29.20983908
 08/10  01:00:00,0,25.80833333,0,79,25.80833333,79,28.25496747,0,28.25496747
 08/10  02:00:00,0,25.25,0,82.5,25.25,82.5,27.98233131,0,27.98233131
 08/10  03:00:00,0,25,0,83.25,25,83.25,27.49846709,0,27.49846709
 08/10  04:00:00,0,24.35833333,0,86.66666667,24.35833333,86.66666667,26.78986054,0,26.78986054
 08/10  05:00:00,0,24.19166667,0,88.83333333,24.19166667,88.83333333,26.72062857,0,26.72062857
 08/10  06:00:00,0,24.4,0,86.25,24.4,86.25,26.07603188,0,26.07603188
 08/10  07:00:00,0,24.75,0,85,24.75,85,25.95626172,0,25.95626172
 08/10  08:00:00,0,26.28333333,0,78.58333333,26.28333333,78.58333333,26.12187804,0,26.12187804
 08/10  09:00:00,0,28.19166667,0,69.91666667,28.19166667,69.91666667,26.921789,0,26.921789
 08/10  10:00:00,0,29.89166667,0,63.5,29.89166667,63.5,27.77265551,0,27.77265551
 08/10  11:00:00,0,31.53333333,0,56.91666667,31.53333333,56.91666667,29.12235863,0,29.12235863
 08/10  12:00:00,0,31.55833333,0,55.75,31.55833333,55.75,30.48759436,0,30.48759436
 08/10  13:00:00,0,31.1,0,55.83333333,31.1,55.83333333,31.77985484,0,31.77985484
 08/10  14:00:00,0,30.80833333,0,56.16666667,30.80833333,56.16666667,33.55273725,0,33.55273725
 08/10  15:00:00,0,30.89166667,0,57,30.89166667,57,34.82197306,0,34.82197306
 08/10  16:00:00,0,31.45,0,58.16666667,31.45,58.16666667,35.05378819,0,35.05378819
 08/10  17:00:00,0,32.34166667,0,53.75,32.34166667,53.75,35.69856944,0,35.69856944
 08/10  18:00:00,0,32.15833333,0,52.33333333,32.15833333,52.33333333,35.96143903,0,35.96143903
 08/10  19:00:00,0,31.05833333,0,56.91666667,31.05833333,56.91666667,36.18275551,0,36.18275551
 08/10  20:00:00,0,29.9,0,61.33333333,29.9,61.33333333,35.45275825,0,35.45275825
 08/10  21:00:00,0,28.46666667,0,68.25,28.46666667,68.25,34.59317715,0,34.59317715
 08/10  22:00:00,0,25.81666667,0,81.33333333,25.81666667,81.33333333,33.29120756,0,33.29120756
 08/10  23:00:00,0,24.10833333,0,87.41666667,24.10833333,87.41666667,32.2288905,0,32.2288905
 08/10  24:00:00,0,24.54166667,0,80.58333333,24.54166667,80.58333333,31.23372054,0,31.23372054
 08/11  01:00:00,0,24.35833333,0,81.25,24.35833333,81.25,29.98100364,0,29.98100364
 08/11  02:00:00,0,23.55,0,87.91666667,23.55,87.91666667,29.26774308,0,29.26774308
 08/11  03:00:00,0,23.00833333,0,92.33333333,23.00833333,92.33333333,28.24962737,0,28.24962737
 08/11  04:00:00,0,23.09166667,0,91.66666667,23.09166667,91.66666667,27.46534711,0,27.46534711
 08/11  05:00:00,0,23.00833333,0,92.33333333,23.00833333,92.33333333,26.89096985,0,26.89096985
 08/11  06:00:00,0,22.8,0,94,22.8,94,26.20815923,0,26.20815923
 08/11  07:00:00,0,22.8,0,94,22.8,94,26.20203219,0,26.20203219
 08/11  08:00:00,0,23.09166667,0,94,23.09166667,94,25.99636531,0,25.99636531
 08/11  09:00:00,0,23.94166667,0,92.25,23.94166667,92.25,26.01522486,0,26.01522486
 08/11  10:00:00,0,25.39166667,0,85.75,25.39166667,85.75,26.36200728,0,26.36200728
 08/11  11:00:00,0,27.09166667,0,77.33333333,27.09166667,77.33333333,26.57275307,0,26.57275307
 08/11  12:00:00,0,28.44166667,0,69.91666667,28.44166667,69.91666667,27.40900394,0,27.40900394
 08/11  13:00:00,0,29.54166667,0,63.5,29.54166667,63.5,28.4905801,0,28.4905801
 08/11  14:00:00,0,30.35,0,59.83333333,30.35,59.83333333,29.56184252,0,29.56184252
 08/11  15:00:00,0,30.89166667,0,56.66666667,30.89166667,56.66666667,31.07470326,0,31.07470326
 08/11  16:00:00,0,31.45,0,53.25,31.45,53.25,32.66899432,0,32.66899432
 08/11  17:00:00,0,27.44166667,0,74.75,27.44166667,74.75,33.68578718,0,33.68578718
 08/11  18:00:00,0,24.75,0,87.5,24.75,87.5,34.06809666,0,34.06809666
 08/11  19:00:00,0,24.65,0,88.5,24.65,88.5,33.49808805,0,33.49808805
 08/11  20:00:00,0,24.4,0,91,24.4,91,32.74457654,0,32.74457654
 08/11  21:00:00,0,24.4,0,91,24.4,91,31.82026654,0,31.82026654
 08/11  22:00:00,0,24.4,0,92.75,24.4,92.75,30.60360665,0,30.60360665
 08/11  23:00:00,0,24.10833333,0,94,24.10833333,94,29.89420246,0,29.89420246
 08/11  24:00:00,0,23.9,0,94,23.9,94,29.04997124,0,29.04997124
 08/12  01:00:00,0,23.55,0,95.75,23.55,95.75,27.99707494,0,27.99707494
 08/12  02:00:00,0,23.3,0,97,23.3,97,27.41379429,0,27.41379429
 08/12  03:00:00,0,23.3,0,95.25,23.3,95.25,26.80141587,0,26.80141587
 08/12  04:00:00,0,23.3,0,94,23.3,94,26.3140882,0,26.3140882
 08/12  05:00:00,0,23.3,0,94,23.3,94,25.74239838,0,25.74239838
 08/12  06:00:00,0,23.00833333,0,94,23.00833333,94,25.23750577,0,25.23750577
 08/12  07:00:00,0,23.09166667,0,91.66666667,23.09166667,91.66666667,25.18835565,0,25.18835565
 08/12  08:00:00,0.460447383,23.65,1005.519084,88.25,24.429783,79.24627287,46.34063997,1,41.80108735
 08/12  09:00:00,0.447362135,24.19166667,1005.519084,85.83333333,24.89237444,77.48799911,46.28975669,1,41.73711883
 08/12  10:00:00,0.422433771,25.39166667,1005.519084,80.33333333,25.70580197,74.21952223,46.5047841,1,41.92721787
 08/12  11:00:00,0.39074913,27.09166667,1005.519084,71.16666667,26.45010861,69.45787316,46.22103363,1,41.61178276
 08/12  12:00:00,0.371231794,28.09166667,1005.519084,64.66666667,27.0023014,64.65289795,46.43063004,1,41.80186183
 08/12  13:00:00,0.359687106,28.65,1005.519084,61.83333333,27.39361545,62.35953663,46.29914635,1,41.65883346
 08/12  14:00:00,0.336967454,29.89166667,1005.519084,56.33333333,27.91460338,59.08396807,46.44390291,1,41.78087036
 08/12  15:00:00,0.318693919,30.89166667,1005.519084,54.16666667,28.3432992,58.79558281,46.53982861,1,41.85852253
 08/12  16:00:00,0.308531196,31.45,1005.519084,52.08333333,28.57981095,57.52483798,46.58284177,1,41.89137297
 08/12  17:00:00,0.309575983,31.35,1005.519084,50,28.62697144,54.58866291,46.30486873,1,41.61444471
 08/12  18:00:00,0,31.1,0,48.83333333,31.1,48.83333333,29.36962955,0,29.36962955
 08/12  19:00:00,0,30.45833333,0,52.08333333,30.45833333,52.08333333,30.90421817,0,30.90421817
 08/12  20:00:00,0,29.35833333,0,57.33333333,29.35833333,57.33333333,31.3476937,0,31.3476937
 08/12  21:00:00,0,28.55,0,61.33333333,28.55,61.33333333,31.22168471,0,31.22168471
 08/12  22:00:00,0,27.65833333,0,65.33333333,27.65833333,65.33333333,31.01415804,0,31.01415804
 08/12  23:00:00,0,26.90833333,0,69.91666667,26.90833333,69.91666667,30.06859509,0,30.06859509
 08/12  24:00:00,0,26.35,0,72,26.35,72,29.62394657,0,29.62394657
 08/13  01:00:00,0,25.45833333,0,74.33333333,25.45833333,74.33333333,28.87480617,0,28.87480617
 08/13  02:00:00,0,24.35833333,0,81.25,24.35833333,81.25,27.86180609,0,27.86180609
 08/13  03:00:00,0,23.55,0,86.16666667,23.55,86.16666667,27.3850505,0,27.3850505
 08/13  04:00:00,0,23.00833333,0,87,23.00833333,87,26.55754637,0,26.55754637
 08/13  05:00:00,0,22.8,0,87,22.8,87,26.05820639,0,26.05820639
 08/13  06:00:00,0,22.45,0,88.75,22.45,88.75,25.67303765,0,25.67303765
 08/13  07:00:00,0,22.55,0,90,22.55,90,25.1955944,0,25.1955944
 08/13  08:00:00,0.452796346,23.73333333,1005.519084,87.08333333,25.09398737,75.49026228,46.49198175,1,41.9447781
 08/13  09:00:00,0.422391632,25.39166667,1005.519084,80.33333333,25.66807337,74.3918935,46.48990012,1,41.91229175
 08/13  10:00:00,0.401510279,26.45,1005.519084,74.08333333,26.29232006,70.32746452,46.26558569,1,41.66709597
 08/13  11:00:00,0.384052215,27.34166667,1005.519084,69.08333333,26.79808646,66.99360745,46.30539455,1,41.68944677
 08/13  12:00:00,0.369242895,28.09166667,1005.519084,63.5,27.24545655,62.5056561,46.43909136,1,41.80833426
 08/13  13:00:00,0.346833925,29.29166667,1005.519084,56.33333333,27.79144013,57.34057274,46.45735263,1,41.80418656
 08/13  14:00:00,0.327049033,30.35,1005.519084,51.25,28.28217153,53.77403282,46.16713352,1,41.49418255
 08/13  15:00:00,0.321394395,30.6,1005.519084,50,28.53321002,52.4138386,46.52975978,1,41.85115418
 08/13  16:00:00,0.326741703,30.25,1005.519084,50.58333333,28.52266572,51.97328551,46.60134003,1,41.92808173
 08/13  17:00:00,0.320175626,30.64166667,1005.519084,49.25,28.60697918,51.47487627,46.27228663,1,41.59246226
 08/13  18:00:00,0,31.1,0,46.25,31.1,46.25,29.64919839,0,29.64919839
 08/13  19:00:00,0,30.45833333,0,47.91666667,30.45833333,47.91666667,31.50416962,0,31.50416962
 08/13  20:00:00,0,29.65,0,50.58333333,29.65,50.58333333,31.82755093,0,31.82755093
 08/13  21:00:00,0,28.75833333,0,54.5,28.75833333,54.5,32.02803571,0,32.02803571
 08/13  22:00:00,0,28.00833333,0,51.16666667,28.00833333,51.16666667,31.04450665,0,31.04450665
 08/13  23:00:00,0,27.15833333,0,57.5,27.15833333,57.5,30.55414862,0,30.55414862
 08/13  24:00:00,0,26.35,0,65,26.35,65,29.92751198,0,29.92751198
 08/14  01:00:00,0,25.45833333,0,68.5,25.45833333,68.5,28.96674295,0,28.96674295
 08/14  02:00:00,0,25.64166667,0,65.75,25.64166667,65.75,28.51532,0,28.51532
 08/14  03:00:00,0,25.80833333,0,63.16666667,25.80833333,63.16666667,27.48596747,0,27.48596747
 08/14  04:00:00,0,24.9,0,69.83333333,24.9,69.83333333,27.20601631,0,27.20601631
 08/14  05:00:00,0,23.75833333,0,76.91666667,23.75833333,76.91666667,26.63513826,0,26.63513826
 08/14  06:00:00,0,23.3,0,79,23.3,79,26.15126839,0,26.15126839
 08/14  07:00:00,0,23.65,0,79,23.65,79,25.60064173,0,25.60064173
 08/14  08:00:00,0.445510255,24.19166667,1005.519084,77.25,25.14450225,68.19849157,46.34955742,1,41.79506768
 08/14  09:00:00,0.422845518,25.39166667,1005.519084,73.66666667,25.63512056,67.97071542,46.18343893,1,41.60628445
 08/14  10:00:00,0.39101721,27.09166667,1005.519084,66.75,26.3889164,65.10891256,46.32325167,1,41.71426888
 08/14  11:00:00,0.365532832,28.44166667,1005.519084,60.66666667,27.03759336,61.58683757,46.51466485,1,41.88019768
 08/14  12:00:00,0.350791352,29.19166667,1005.519084,56.66666667,27.48160142,58.4409564,46.61047997,1,41.96127132
 08/14  13:00:00,0.339862677,29.75,1005.519084,55,27.7991705,57.51693288,46.15679096,1,41.49665364
 08/14  14:00:00,0.328675183,30.35,1005.519084,53.83333333,28.08698873,57.35501432,46.43975295,1,41.76842813
 08/14  15:00:00,0.318940652,30.89166667,1005.519084,51.25,28.30347876,55.54084594,46.26679748,1,41.58573813
 08/14  16:00:00,0.320194715,30.80833333,1005.519084,55.25,28.31173884,59.85303189,46.39280415,1,41.71299887
 08/14  17:00:00,0.31850429,30.89166667,1005.519084,55.5,28.38700238,60.19635989,46.54625086,1,41.86475515
 08/14  18:00:00,0,30.45833333,0,55.33333333,30.45833333,55.33333333,28.89818118,0,28.89818118
 08/14  19:00:00,0,29.65,0,57,29.65,57,30.63196082,0,30.63196082
 08/14  20:00:00,0,27.825,0,66.91666667,27.825,66.91666667,31.12389975,0,31.12389975
 08/14  21:00:00,0,26.05833333,0,76.91666667,26.05833333,76.91666667,30.73489984,0,30.73489984
 08/14  22:00:00,0,25.25,0,80.75,25.25,80.75,30.34923321,0,30.34923321
 08/14  23:00:00,0,24.65,0,85.5,24.65,85.5,29.49748046,0,29.49748046
 08/14  24:00:00,0,24.10833333,0,89.16666667,24.10833333,89.16666667,28.57704763,0,28.57704763
 08/15  01:00:00,0,23.55,0,92.33333333,23.55,92.33333333,28.00782217,0,28.00782217
 08/15  02:00:00,0,23.3,0,91.66666667,23.3,91.66666667,27.2734929,0,27.2734929
 08/15  03:00:00,0,23.00833333,0,92.33333333,23.00833333,92.33333333,26.50491118,0,26.50491118
 08/15  04:00:00,0,22.8,0,94,22.8,94,26.07098867,0,26.07098867
 08/15  05:00:00,0,22.8,0,94,22.8,94,25.55706678,0,25.55706678
 08/15  06:00:00,0,23.09166667,0,89.91666667,23.09166667,89.91666667,25.25014387,0,25.25014387
 08/15  07:00:00,0,23.00833333,0,88.75,23.00833333,88.75,24.74106666,0,24.74106666
