timestamp,absorption_chiller/mass_flow_rate_abs
2017-07-01 00:00:00,4.684927618381602
2017-07-01 01:00:00,4.4648994115870995
2017-07-01 02:00:00,4.205200717428971
2017-07-01 03:00:00,4.048075445262849
