Date/Time,Outdoor Air Temperature,Building Electric Load,Building Heating Load,Building Cooling Load,ChW Supply Temp,ChW Return Temp,HW Supply Temp,HW Return Temp,HW Mass Flow Rate (kg/s),CHW Mass Flow Rate (kg/s)
 10/19  13:00:00,14.2,1062.4,177.8,754.5,6.7,11.8,82.0,56.0,1.68,35.47
 10/19  14:00:00,14.8,1056.3,172.9,785.2,6.7,11.9,82.0,55.8,1.61,36.23
 10/19  15:00:00,15.4,1050.5,172.7,808.2,6.7,11.9,82.0,55.5,1.60,37.01
 10/19  16:00:00,15.6,790.8,209.4,746.3,6.7,12.2,82.0,57.0,1.94,32.72
 10/19  17:00:00,14.9,787.1,229.3,729.1,6.7,11.6,82.0,57.7,2.16,34.41
 10/19  18:00:00,13.0,722.3,242.5,564.7,6.7,10.9,82.0,58.2,2.34,28.90
 10/19  19:00:00,11.5,718.2,248.1,377.2,6.7,10.2,82.0,58.3,2.44,24.01
 10/19  20:00:00,11.1,716.3,254.4,351.8,6.7,10.2,82.0,58.5,2.53,23.53
 10/19  21:00:00,10.4,675.4,258.4,338.4,6.7,10.2,82.0,58.5,2.60,22.82
 10/19  22:00:00,9.3,663.3,265.8,321.1,6.7,10.2,82.0,58.5,2.69,21.74
 10/19  23:00:00,7.8,560.6,295.7,293.7,6.7,10.4,82.0,59.3,3.03,19.28
 10/19  24:00:00,6.5,562.6,303.9,285.7,6.7,10.1,82.0,59.4,3.16,19.37
 10/20  01:00:00,5.8,562.3,310.9,269.7,6.7,10.1,82.0,59.6,3.27,18.70
 10/20  02:00:00,5.2,560.0,319.0,260.7,6.7,10.1,82.0,59.7,3.39,18.24
 10/20  03:00:00,5.0,559.7,324.0,255.6,6.7,10.1,82.0,59.9,3.47,17.97
 10/20  04:00:00,4.6,567.5,331.3,251.4,6.7,10.1,82.0,60.0,3.57,17.72
 10/20  05:00:00,3.7,577.5,344.3,240.3,6.7,10.1,82.0,60.4,3.75,17.01
 10/20  06:00:00,2.6,584.8,359.3,225.4,6.7,10.0,82.0,61.0,3.99,16.04
 10/20  07:00:00,3.3,771.3,288.8,217.5,6.7,10.5,82.0,58.9,3.17,14.68
 10/20  08:00:00,7.7,934.1,215.8,270.5,6.7,10.6,82.0,57.0,2.26,17.04
 10/20  09:00:00,13.1,909.9,188.3,455.2,6.7,10.7,82.0,56.5,1.89,27.89
 10/20  10:00:00,16.1,911.2,177.4,692.4,6.7,11.7,82.0,56.4,1.74,35.16
 10/20  11:00:00,17.7,913.1,171.1,790.9,6.7,12.1,82.0,56.4,1.65,35.23
 10/20  12:00:00,19.4,871.6,167.3,858.1,6.7,11.9,82.0,56.3,1.60,39.41
 10/20  13:00:00,20.7,914.2,160.5,892.5,6.7,12.2,82.0,56.0,1.52,39.73
 10/20  14:00:00,21.8,915.4,151.7,945.5,6.7,12.5,82.0,55.7,1.42,39.66
 10/20  15:00:00,22.6,916.9,144.4,1001.6,6.7,12.2,82.0,55.7,1.34,42.47
 10/20  16:00:00,22.1,661.5,176.4,917.7,6.7,11.7,82.0,57.0,1.64,42.45
 10/20  17:00:00,19.3,667.6,200.6,810.8,6.7,11.3,82.0,57.3,1.89,40.78
 10/20  18:00:00,16.4,610.4,220.8,718.0,6.7,10.9,82.0,57.7,2.11,40.03
 10/20  19:00:00,14.2,627.3,228.9,651.2,6.7,10.6,82.0,57.9,2.21,39.27
 10/20  20:00:00,13.7,627.3,235.5,621.6,6.7,10.5,82.0,58.1,2.31,38.85
 10/20  21:00:00,13.9,577.9,237.6,614.9,6.7,10.5,82.0,58.2,2.35,38.22
 10/20  22:00:00,14.2,565.1,241.4,620.9,6.7,10.6,82.0,58.3,2.41,38.41
 10/20  23:00:00,15.2,471.6,266.7,624.2,6.7,10.5,82.0,59.0,2.69,38.93
 10/20  24:00:00,15.2,480.4,269.1,647.9,6.7,10.5,82.0,59.1,2.76,40.71
 10/21  01:00:00,14.3,498.0,273.7,628.6,6.7,10.6,82.0,59.2,2.83,38.90
 10/21  02:00:00,13.2,499.2,278.6,595.9,6.7,10.8,82.0,59.3,2.91,35.36
 10/21  03:00:00,12.8,500.0,282.4,578.5,6.7,10.9,82.0,59.4,2.97,33.61
 10/21  04:00:00,12.4,516.6,285.3,400.7,6.7,10.3,82.0,59.5,3.01,24.77
 10/21  05:00:00,12.2,520.3,289.3,367.9,6.7,10.3,82.0,59.5,3.06,24.39
 10/21  06:00:00,11.9,510.7,292.5,358.1,6.7,10.2,82.0,59.5,3.10,24.00
 10/21  07:00:00,12.4,541.1,273.6,381.9,6.7,10.1,82.0,59.0,2.89,26.76
 10/21  08:00:00,14.6,645.5,232.8,575.5,6.7,10.7,82.0,58.1,2.42,35.59
 10/21  09:00:00,17.0,685.7,213.4,655.0,6.7,11.3,82.0,57.9,2.17,35.27
 10/21  10:00:00,19.2,686.3,199.9,725.1,6.7,12.1,82.0,57.8,2.01,33.79
 10/21  11:00:00,22.1,687.9,190.4,825.5,6.7,12.8,82.0,57.8,1.90,33.49
 10/21  12:00:00,24.0,656.0,184.7,945.1,6.7,13.2,82.0,57.8,1.84,35.23
 10/21  13:00:00,24.8,656.4,179.7,984.3,6.7,13.4,82.0,57.7,1.78,35.44
 10/21  14:00:00,25.7,656.4,180.6,1009.9,6.7,13.4,82.0,57.3,1.78,35.89
 10/21  15:00:00,25.4,656.5,177.2,993.7,6.7,13.4,82.0,57.2,1.73,35.19
 10/21  16:00:00,24.3,656.1,183.8,960.2,6.7,13.4,82.0,57.0,1.79,34.37
 10/21  17:00:00,22.5,616.9,198.1,906.2,6.7,13.3,82.0,57.2,1.92,32.66
 10/21  18:00:00,20.0,440.9,240.3,781.1,6.7,13.1,82.0,58.5,2.35,28.67
 10/21  19:00:00,20.0,440.8,249.4,765.3,6.7,13.1,82.0,58.8,2.49,28.49
 10/21  20:00:00,20.2,440.7,251.7,764.5,6.7,13.1,82.0,58.9,2.55,28.40
 10/21  21:00:00,19.6,440.0,254.6,737.3,6.7,13.1,82.0,59.0,2.61,27.55
 10/21  22:00:00,19.1,439.4,258.0,717.1,6.7,13.0,82.0,59.1,2.66,26.98
 10/21  23:00:00,19.2,440.3,260.3,716.4,6.7,13.0,82.0,59.1,2.70,27.03
 10/21  24:00:00,18.7,436.2,262.8,697.3,6.7,13.0,82.0,59.1,2.73,26.33
 10/22  01:00:00,18.3,414.0,270.9,675.8,6.7,13.0,82.0,59.4,2.83,25.60
 10/22  02:00:00,18.0,414.0,273.5,671.7,6.7,13.0,82.0,59.4,2.88,25.45
 10/22  03:00:00,17.4,413.9,275.9,661.7,6.7,13.0,82.0,59.5,2.91,25.07
 10/22  04:00:00,17.2,414.5,278.8,654.7,6.7,13.0,82.0,59.5,2.95,24.80
 10/22  05:00:00,17.2,414.4,281.5,653.1,6.7,13.0,82.0,59.5,2.98,24.70
 10/22  06:00:00,16.9,414.3,283.3,643.4,6.7,13.0,82.0,59.5,3.00,24.30
 10/22  07:00:00,16.3,404.5,285.6,613.9,6.7,12.9,82.0,59.5,3.03,23.40
 10/22  08:00:00,16.1,532.2,257.1,639.9,6.7,13.0,82.0,58.8,2.71,24.50
 10/22  09:00:00,17.2,532.5,252.3,688.4,6.7,13.1,82.0,58.7,2.63,26.04
 10/22  10:00:00,19.2,532.8,243.4,761.3,6.7,13.2,82.0,58.7,2.52,28.29
 10/22  11:00:00,21.1,534.2,230.2,846.2,6.7,13.3,82.0,58.6,2.37,30.85
 10/22  12:00:00,22.0,533.2,226.3,875.7,6.7,13.4,82.0,58.5,2.32,31.52
 10/22  13:00:00,22.6,533.4,221.5,886.5,6.7,13.4,82.0,58.6,2.26,31.77
 10/22  14:00:00,22.1,533.5,220.4,866.0,6.7,13.4,82.0,58.6,2.25,31.04
 10/22  15:00:00,21.3,533.3,225.3,837.1,6.7,13.3,82.0,58.5,2.30,30.19
 10/22  16:00:00,17.7,400.8,259.3,688.5,6.7,12.8,82.0,59.3,2.66,25.74
 10/22  17:00:00,15.2,404.5,271.0,598.0,6.7,12.1,82.0,59.4,2.82,25.17
 10/22  18:00:00,14.3,416.7,280.5,554.2,6.7,11.8,82.0,59.4,2.94,25.09
 10/22  19:00:00,13.5,417.3,284.8,516.2,6.7,11.7,82.0,59.4,3.00,24.55
 10/22  20:00:00,12.6,417.1,290.0,361.9,6.7,11.5,82.0,59.5,3.07,17.55
 10/22  21:00:00,12.2,416.7,296.2,292.7,6.7,11.6,82.0,59.5,3.14,14.42
 10/22  22:00:00,12.2,416.1,300.5,289.6,6.7,11.8,82.0,59.6,3.20,13.84
 10/22  23:00:00,11.9,417.3,304.1,286.4,6.7,11.9,82.0,59.7,3.24,13.34
 10/22  24:00:00,11.3,413.1,306.6,283.0,6.7,11.9,82.0,59.7,3.28,13.02
 10/23  01:00:00,11.1,435.1,303.4,283.3,6.7,11.7,82.0,59.5,3.24,13.20
 10/23  02:00:00,10.4,435.0,309.9,275.4,6.7,11.6,82.0,59.6,3.31,13.13
 10/23  03:00:00,10.0,434.9,316.3,275.1,6.7,11.3,82.0,59.7,3.38,13.71
 10/23  04:00:00,9.6,435.5,322.0,277.3,6.7,10.8,82.0,59.8,3.45,14.90
 10/23  05:00:00,9.1,445.1,322.9,281.1,6.7,10.2,82.0,59.8,3.47,17.10
 10/23  06:00:00,8.5,488.3,324.6,296.3,6.7,9.9,82.0,59.8,3.49,20.70
 10/23  07:00:00,8.3,731.8,279.9,283.6,6.7,10.5,82.0,58.6,2.97,18.90
 10/23  08:00:00,7.6,981.0,232.5,292.7,6.7,10.4,82.0,57.4,2.40,19.09
 10/23  09:00:00,7.9,1032.9,208.1,303.2,6.7,10.2,82.0,56.8,2.08,20.50
 10/23  10:00:00,9.4,1034.2,197.9,320.2,6.7,10.2,82.0,56.4,1.93,21.88
 10/23  11:00:00,10.0,1044.7,191.4,331.5,6.7,10.2,82.0,56.2,1.84,22.60
 10/23  12:00:00,10.4,1003.6,191.4,337.8,6.7,10.2,82.0,56.1,1.81,22.97
 10/23  13:00:00,10.2,1054.3,184.3,336.8,6.7,10.2,82.0,55.9,1.73,22.85
 10/23  14:00:00,10.4,1057.1,175.9,339.0,6.7,10.2,82.0,55.7,1.63,23.00
 10/23  15:00:00,9.9,1053.4,178.8,332.2,6.7,10.2,82.0,55.5,1.65,22.52
 10/23  16:00:00,9.1,807.8,213.9,302.7,6.7,10.7,82.0,57.2,1.98,19.31
 10/23  17:00:00,7.8,825.1,236.3,314.8,6.7,10.2,82.0,57.7,2.23,20.58
 10/23  18:00:00,6.2,758.7,257.1,281.3,6.7,10.1,82.0,58.1,2.48,19.24
 10/23  19:00:00,5.2,758.0,268.2,264.0,6.7,10.1,82.0,58.3,2.63,18.34
 10/23  20:00:00,5.0,758.9,275.6,258.5,6.7,10.1,82.0,58.5,2.75,18.04
 10/23  21:00:00,2.9,719.9,290.7,238.1,6.7,10.1,82.0,58.6,2.93,16.75
 10/23  22:00:00,2.0,706.0,301.1,216.6,6.7,10.0,82.0,59.4,3.09,15.45
 10/23  23:00:00,1.2,604.0,347.2,200.8,6.7,10.3,82.0,60.8,3.70,13.94
 10/23  24:00:00,0.9,598.0,347.0,203.6,6.7,10.0,82.0,60.9,3.82,14.38
 10/24  01:00:00,0.4,602.7,354.5,196.3,6.7,10.0,82.0,60.7,3.95,14.10
 10/24  02:00:00,0.4,602.9,360.7,192.2,6.7,10.0,82.0,60.8,4.04,13.92
 10/24  03:00:00,-0.2,608.3,373.0,187.4,6.7,10.0,82.0,60.7,4.18,13.60
 10/24  04:00:00,0.2,608.8,378.4,188.1,6.7,10.0,82.0,60.9,4.25,13.68
 10/24  05:00:00,0.9,605.7,376.2,198.2,6.7,10.0,82.0,61.1,4.26,14.36
 10/24  06:00:00,1.1,606.0,378.9,201.2,6.7,10.0,82.0,61.2,4.32,14.51
 10/24  07:00:00,1.8,800.2,317.3,206.1,6.7,10.3,82.0,60.1,3.59,14.38
 10/24  08:00:00,4.0,1006.9,241.7,239.7,6.7,10.3,82.0,57.6,2.60,16.32
 10/24  09:00:00,6.4,1041.6,213.2,279.8,6.7,10.1,82.0,57.0,2.19,19.39
 10/24  10:00:00,7.9,1043.6,201.9,297.8,6.7,10.2,82.0,56.9,2.01,20.62
 10/24  11:00:00,9.7,1044.7,193.5,326.2,6.7,10.2,82.0,56.7,1.89,22.37
 10/24  12:00:00,10.9,1003.5,188.4,347.3,6.7,10.2,82.0,56.7,1.82,23.60
 10/24  13:00:00,12.2,1046.2,179.6,416.5,6.7,10.6,82.0,56.5,1.72,27.01
 10/24  14:00:00,12.8,1053.3,171.3,691.9,6.7,11.8,82.0,56.3,1.63,33.89
 10/24  15:00:00,13.1,1058.9,166.1,740.1,6.7,11.9,82.0,56.1,1.56,34.35
 10/24  16:00:00,13.0,801.8,199.8,681.4,6.7,11.9,82.0,57.4,1.89,31.19
 10/24  17:00:00,11.7,804.8,222.3,428.1,6.7,10.3,82.0,57.9,2.13,24.35
 10/24  18:00:00,10.8,740.1,241.9,354.5,6.7,10.2,82.0,58.3,2.36,23.38
 10/24  19:00:00,10.6,742.4,248.6,343.3,6.7,10.2,82.0,58.5,2.46,23.15
 10/24  20:00:00,10.2,748.8,257.8,336.0,6.7,10.2,82.0,58.7,2.59,22.68
 10/24  21:00:00,10.0,716.7,260.8,332.8,6.7,10.2,82.0,58.7,2.65,22.45
 10/24  22:00:00,10.0,707.3,267.2,332.2,6.7,10.2,82.0,58.8,2.73,22.38
 10/24  23:00:00,9.3,598.4,295.8,322.5,6.7,10.2,82.0,59.5,3.06,21.77
 10/24  24:00:00,8.5,592.2,303.7,308.3,6.7,10.2,82.0,59.7,3.19,20.88
 10/25  01:00:00,8.7,587.9,306.0,308.9,6.7,10.2,82.0,59.8,3.25,20.92
 10/25  02:00:00,9.2,584.8,307.0,317.0,6.7,10.2,82.0,59.8,3.28,21.45
 10/25  03:00:00,9.8,579.4,308.9,326.3,6.7,10.2,82.0,59.8,3.31,22.06
 10/25  04:00:00,10.4,571.7,311.9,335.5,6.7,10.2,82.0,59.8,3.35,22.64
 10/25  05:00:00,10.9,558.3,313.0,344.2,6.7,10.2,82.0,59.9,3.37,23.18
 10/25  06:00:00,10.4,522.7,316.1,334.2,6.7,10.2,82.0,59.9,3.41,22.61
 10/25  07:00:00,9.6,648.4,274.4,273.0,6.7,10.0,82.0,58.8,2.92,19.49
 10/25  08:00:00,9.4,866.9,235.3,239.0,6.7,10.5,82.0,57.6,2.44,16.26
 10/25  09:00:00,9.8,908.8,222.2,242.5,6.7,10.9,82.0,57.1,2.24,14.88
 10/25  10:00:00,10.4,909.7,220.6,251.5,6.7,11.3,82.0,57.0,2.18,13.98
 10/25  11:00:00,11.3,911.4,215.1,264.8,6.7,11.8,82.0,56.7,2.09,13.40
 10/25  12:00:00,12.7,869.5,209.2,449.8,6.7,12.6,82.0,56.5,2.01,19.76
 10/25  13:00:00,13.7,911.2,201.9,699.5,6.7,13.1,82.0,56.2,1.92,26.84
 10/25  14:00:00,14.6,911.5,197.5,785.4,6.7,13.3,82.0,56.0,1.86,28.81
 10/25  15:00:00,15.4,911.5,196.8,835.0,6.7,13.4,82.0,55.9,1.83,30.08
 10/25  16:00:00,15.6,659.5,233.9,788.9,6.7,13.3,82.0,57.5,2.19,28.45
 10/25  17:00:00,15.9,662.1,247.0,788.4,6.7,13.3,82.0,58.1,2.37,28.63
 10/25  18:00:00,15.4,595.4,252.6,744.8,6.7,13.2,82.0,58.4,2.47,27.15
 10/25  19:00:00,13.9,595.8,254.5,662.5,6.7,13.1,82.0,58.4,2.53,24.43
 10/25  20:00:00,12.6,595.4,260.6,429.4,6.7,12.4,82.0,58.6,2.62,16.52
 10/25  21:00:00,11.5,555.5,269.3,305.7,6.7,12.2,82.0,58.8,2.73,12.74
 10/25  22:00:00,10.4,541.4,272.2,295.7,6.7,11.6,82.0,58.8,2.78,13.11
 10/25  23:00:00,10.0,440.2,295.0,299.1,6.7,10.9,82.0,59.5,3.05,15.14
 10/25  24:00:00,9.6,452.8,299.7,305.5,6.7,10.2,82.0,59.6,3.15,18.26
 10/26  01:00:00,9.1,530.1,303.0,324.7,6.7,9.9,82.0,59.7,3.22,22.76
 10/26  02:00:00,8.2,548.0,310.2,295.1,6.7,10.1,82.0,59.7,3.31,21.17
 10/26  03:00:00,7.4,565.3,318.1,288.6,6.7,10.2,82.0,59.8,3.40,19.97
 10/26  04:00:00,7.2,575.9,320.2,287.0,6.7,10.2,82.0,59.9,3.44,19.76
 10/26  05:00:00,6.9,579.9,323.8,283.9,6.7,10.2,82.0,59.8,3.49,19.58
 10/26  06:00:00,6.7,587.5,325.6,280.5,6.7,10.1,82.0,59.9,3.51,19.38
 10/26  07:00:00,6.0,799.3,283.0,268.3,6.7,10.4,82.0,58.7,3.01,17.99
 10/26  08:00:00,5.9,1025.3,242.5,271.2,6.7,10.3,82.0,57.5,2.50,18.03
 10/26  09:00:00,6.8,1065.3,219.3,289.5,6.7,10.1,82.0,56.9,2.20,19.89
 10/26  10:00:00,8.6,1068.2,201.4,309.5,6.7,10.2,82.0,56.5,1.97,21.40
 10/26  11:00:00,10.5,1078.7,190.3,340.6,6.7,10.2,82.0,56.4,1.83,23.30
 10/26  12:00:00,10.8,1044.7,187.9,347.7,6.7,10.2,82.0,56.4,1.79,23.54
 10/26  13:00:00,11.6,1082.5,179.8,362.1,6.7,10.3,82.0,56.2,1.70,24.41
 10/26  14:00:00,12.2,1080.5,174.7,375.7,6.7,10.3,82.0,55.8,1.64,25.11
 10/26  15:00:00,12.2,1081.1,175.4,376.8,6.7,10.3,82.0,55.6,1.63,25.09
 10/26  16:00:00,11.5,822.5,216.7,356.8,6.7,10.5,82.0,57.2,2.02,22.97
 10/26  17:00:00,10.0,823.6,236.6,342.1,6.7,10.2,82.0,57.8,2.24,22.86
 10/26  18:00:00,8.4,744.0,250.9,311.0,6.7,10.2,82.0,58.1,2.43,21.21
 10/26  19:00:00,7.1,738.6,260.5,291.4,6.7,10.1,82.0,58.2,2.56,20.07
 10/26  20:00:00,6.7,740.0,269.1,282.0,6.7,10.1,82.0,58.5,2.68,19.52
 10/26  21:00:00,6.3,701.8,276.3,277.7,6.7,10.1,82.0,58.6,2.78,19.25
 10/26  22:00:00,5.8,686.8,282.4,270.3,6.7,10.1,82.0,58.7,2.86,18.77
 10/26  23:00:00,5.9,585.6,311.1,263.9,6.7,10.4,82.0,59.6,3.21,17.74
 10/26  24:00:00,7.2,583.1,309.5,289.7,6.7,10.2,82.0,59.7,3.26,19.71
 10/27  01:00:00,7.8,582.4,310.1,296.0,6.7,10.2,82.0,59.8,3.30,20.18
 10/27  02:00:00,7.4,583.9,317.5,292.4,6.7,10.2,82.0,59.8,3.40,19.94
 10/27  03:00:00,6.9,583.2,324.7,284.8,6.7,10.2,82.0,59.9,3.49,19.51
 10/27  04:00:00,6.3,586.5,333.2,276.7,6.7,10.2,82.0,60.0,3.60,19.04
 10/27  05:00:00,5.8,589.2,338.8,269.2,6.7,10.1,82.0,60.1,3.68,18.61
 10/27  06:00:00,5.6,589.9,339.8,265.3,6.7,10.1,82.0,60.2,3.71,18.42
 10/27  07:00:00,4.9,788.2,289.2,252.0,6.7,10.3,82.0,58.7,3.11,17.03
 10/27  08:00:00,5.8,1004.8,229.2,268.1,6.7,10.3,82.0,57.3,2.37,17.93
 10/27  09:00:00,8.4,1037.0,198.8,309.6,6.7,10.1,82.0,56.8,1.99,21.22
 10/27  10:00:00,10.5,1026.7,186.6,338.3,6.7,10.2,82.0,56.6,1.83,23.24
 10/27  11:00:00,13.2,1015.6,179.1,501.2,6.7,11.0,82.0,56.5,1.73,30.20
 10/27  12:00:00,15.2,969.0,174.7,741.6,6.7,12.3,82.0,56.5,1.67,33.66
 10/27  13:00:00,15.9,1004.7,168.9,805.6,6.7,12.6,82.0,56.3,1.60,33.29
 10/27  14:00:00,16.5,1003.7,159.9,845.8,6.7,12.9,82.0,56.0,1.51,32.66
 10/27  15:00:00,17.0,1003.2,152.1,872.6,6.7,13.0,82.0,55.8,1.42,33.33
 10/27  16:00:00,16.5,745.4,185.6,825.7,6.7,12.5,82.0,57.2,1.74,32.75
 10/27  17:00:00,14.7,764.9,209.3,738.1,6.7,11.6,82.0,57.6,1.98,34.42
 10/27  18:00:00,12.5,697.2,229.9,531.2,6.7,11.4,82.0,57.9,2.21,25.48
 10/27  19:00:00,11.3,694.7,237.8,391.0,6.7,10.2,82.0,58.2,2.32,23.81
 10/27  20:00:00,9.7,702.5,248.0,332.8,6.7,10.2,82.0,58.4,2.46,22.21
 10/27  21:00:00,8.2,672.0,254.4,305.9,6.7,10.2,82.0,58.4,2.54,20.78
 10/27  22:00:00,7.4,679.0,261.6,293.3,6.7,10.2,82.0,58.4,2.63,20.08
 10/27  23:00:00,5.8,594.1,299.4,267.2,6.7,10.4,82.0,59.4,3.06,17.80
 10/27  24:00:00,4.6,593.1,311.2,258.8,6.7,10.1,82.0,59.9,3.25,17.73
 10/28  01:00:00,4.1,595.6,316.1,247.0,6.7,10.1,82.0,60.1,3.38,17.25
 10/28  02:00:00,3.5,600.5,324.2,238.5,6.7,10.1,82.0,60.4,3.52,16.79
 10/28  03:00:00,3.0,601.5,333.3,230.4,6.7,10.1,82.0,60.7,3.67,16.29
 10/28  04:00:00,2.8,601.2,337.4,226.3,6.7,10.1,82.0,60.9,3.77,16.05
 10/28  05:00:00,3.5,599.4,340.5,234.1,6.7,10.1,82.0,60.8,3.83,16.56
 10/28  06:00:00,3.5,597.5,346.5,236.9,6.7,10.1,82.0,60.8,3.90,16.64
 10/28  07:00:00,4.0,666.7,319.8,242.5,6.7,10.1,82.0,60.0,3.57,17.08
 10/28  08:00:00,5.2,790.5,273.0,252.6,6.7,10.3,82.0,58.6,2.95,17.15
 10/28  09:00:00,7.3,818.8,245.3,290.6,6.7,10.2,82.0,58.3,2.57,19.91
 10/28  10:00:00,9.7,806.5,225.8,323.9,6.7,10.2,82.0,58.3,2.32,22.09
 10/28  11:00:00,12.0,812.7,216.0,382.0,6.7,11.1,82.0,58.4,2.21,23.25
 10/28  12:00:00,13.1,798.0,212.0,634.1,6.7,11.6,82.0,58.4,2.16,31.99
 10/28  13:00:00,13.3,826.6,206.4,661.1,6.7,11.6,82.0,58.4,2.10,32.44
 10/28  14:00:00,13.0,833.0,198.5,658.5,6.7,11.6,82.0,58.3,2.01,32.14
 10/28  15:00:00,12.1,818.3,193.0,427.8,6.7,10.3,82.0,58.2,1.95,24.64
 10/28  16:00:00,11.0,791.8,195.1,357.2,6.7,10.2,82.0,58.0,1.96,23.47
 10/28  17:00:00,9.5,738.4,214.7,325.2,6.7,10.2,82.0,58.0,2.15,21.89
 10/28  18:00:00,8.5,558.8,264.8,270.8,6.7,11.1,82.0,59.1,2.68,16.46
 10/28  19:00:00,8.0,566.3,282.9,327.7,6.7,10.2,82.0,59.4,2.91,20.31
 10/28  20:00:00,7.8,574.9,293.0,300.3,6.7,10.2,82.0,59.4,3.06,20.08
 10/28  21:00:00,7.8,577.7,299.6,296.0,6.7,10.2,82.0,59.4,3.15,20.07
 10/28  22:00:00,7.4,582.0,305.9,291.9,6.7,10.2,82.0,59.4,3.23,19.86
 10/28  23:00:00,5.5,587.5,325.7,270.1,6.7,10.1,82.0,59.7,3.45,18.54
 10/28  24:00:00,4.8,579.8,330.3,253.5,6.7,10.1,82.0,60.1,3.55,17.63
 10/29  01:00:00,5.4,551.0,335.6,260.0,6.7,10.1,82.0,60.3,3.65,18.11
 10/29  02:00:00,6.6,544.9,328.7,275.5,6.7,10.2,82.0,60.1,3.59,19.09
 10/29  03:00:00,7.6,542.0,326.4,289.2,6.7,10.2,82.0,60.0,3.55,19.85
 10/29  04:00:00,6.7,548.4,337.7,283.0,6.7,10.2,82.0,60.1,3.67,19.37
 10/29  05:00:00,6.5,550.5,342.2,275.6,6.7,10.2,82.0,60.4,3.75,18.96
 10/29  06:00:00,7.0,556.3,342.5,282.3,6.7,10.2,82.0,60.3,3.77,19.38
 10/29  07:00:00,6.9,543.7,343.6,282.4,6.7,10.2,82.0,60.3,3.78,19.33
 10/29  08:00:00,7.7,655.3,302.1,276.3,6.7,10.7,82.0,59.3,3.29,17.76
 10/29  09:00:00,8.7,655.6,295.7,318.1,6.7,10.2,82.0,59.1,3.15,20.81
 10/29  10:00:00,10.3,674.3,283.5,334.0,6.7,10.2,82.0,59.0,2.99,22.44
 10/29  11:00:00,11.8,707.6,262.6,359.9,6.7,10.3,82.0,59.1,2.75,24.04
 10/29  12:00:00,12.9,711.2,253.8,457.0,6.7,10.9,82.0,59.2,2.65,28.01
 10/29  13:00:00,13.7,705.1,238.5,588.1,6.7,12.0,82.0,59.3,2.50,29.03
 10/29  14:00:00,14.2,704.6,228.0,679.1,6.7,11.5,82.0,59.4,2.40,32.42
 10/29  15:00:00,14.4,690.9,221.4,660.3,6.7,11.5,82.0,59.4,2.34,32.63
 10/29  16:00:00,14.1,561.5,248.0,617.4,6.7,11.6,82.0,59.9,2.63,30.05
 10/29  17:00:00,12.2,575.3,271.1,463.7,6.7,10.5,82.0,59.8,2.90,25.55
 10/29  18:00:00,10.0,591.1,294.4,344.0,6.7,10.3,82.0,59.6,3.15,22.34
 10/29  19:00:00,8.7,592.8,309.0,313.4,6.7,10.2,82.0,59.7,3.30,20.95
 10/29  20:00:00,8.0,592.9,321.7,300.0,6.7,10.2,82.0,59.9,3.45,20.21
 10/29  21:00:00,8.1,592.7,324.2,300.1,6.7,10.2,82.0,60.0,3.50,20.26
 10/29  22:00:00,9.0,592.7,324.4,312.3,6.7,10.3,82.0,60.0,3.51,21.02
 10/29  23:00:00,8.7,593.8,330.3,311.2,6.7,10.3,82.0,60.0,3.58,20.87
 10/29  24:00:00,7.6,589.4,337.7,296.6,6.7,10.2,82.0,60.1,3.67,20.00
 10/30  01:00:00,7.2,614.8,333.2,288.2,6.7,10.2,82.0,60.1,3.63,19.58
 10/30  02:00:00,7.2,617.6,338.1,287.5,6.7,10.2,82.0,60.1,3.69,19.55
 10/30  03:00:00,7.2,617.9,341.6,287.6,6.7,10.2,82.0,60.2,3.74,19.53
 10/30  04:00:00,6.9,622.1,345.9,284.7,6.7,10.2,82.0,60.3,3.79,19.34
 10/30  05:00:00,6.7,620.6,348.5,281.1,6.7,10.2,82.0,60.4,3.83,19.13
 10/30  06:00:00,6.0,615.6,354.5,274.2,6.7,10.2,82.0,60.4,3.91,18.73
 10/30  07:00:00,5.2,814.5,300.7,257.4,6.7,10.4,82.0,58.9,3.26,17.19
 10/30  08:00:00,7.4,1033.7,233.6,289.9,6.7,10.4,82.0,57.4,2.44,19.08
 10/30  09:00:00,10.7,1055.0,203.8,313.4,6.7,10.9,82.0,57.0,2.06,19.46
 10/30  10:00:00,13.1,1033.7,188.5,554.9,6.7,11.8,82.0,57.0,1.86,28.58
 10/30  11:00:00,15.3,1014.2,178.7,745.9,6.7,12.8,82.0,57.0,1.74,30.34
 10/30  12:00:00,17.2,951.9,175.2,828.8,6.7,12.9,82.0,56.8,1.70,32.34
 10/30  13:00:00,18.8,982.0,166.3,877.8,6.7,13.0,82.0,56.3,1.60,33.55
 10/30  14:00:00,19.8,983.2,154.6,917.8,6.7,13.1,82.0,55.8,1.47,34.24
 10/30  15:00:00,20.4,1003.5,146.2,952.0,6.7,13.2,82.0,55.6,1.37,34.93
 10/30  16:00:00,19.9,764.4,177.6,919.2,6.7,12.7,82.0,57.2,1.66,35.31
 10/30  17:00:00,17.0,777.2,208.5,781.8,6.7,12.0,82.0,57.7,1.98,35.16
 10/30  18:00:00,14.5,713.4,228.0,708.3,6.7,11.8,82.0,58.0,2.20,32.03
 10/30  19:00:00,12.5,708.2,235.3,549.4,6.7,10.9,82.0,58.2,2.30,28.02
