Date/Time,Outdoor Air Temperature,Building Electric Load,Building Heating Load,Building Cooling Load,ChW Supply Temp,ChW Return Temp,HW Supply Temp,HW Return Temp,HW Mass Flow Rate (kg/s),CHW Mass Flow Rate (kg/s)
 01/30  20:00:00,-6.9,839.6,458.6,95.2,6.7,9.7,82.0,60.6,5.13,7.52
 01/30  21:00:00,-6.0,837.0,452.0,105.9,6.7,9.7,82.0,60.6,5.05,8.39
 01/30  22:00:00,-5.9,790.0,463.9,107.5,6.7,9.7,82.0,60.8,5.20,8.47
 01/30  23:00:00,-6.8,768.1,477.3,97.0,6.7,9.7,82.0,60.9,5.40,7.63
 01/30  24:00:00,-7.6,665.2,513.6,76.1,6.7,10.2,82.0,61.4,5.89,5.85
 01/31  01:00:00,-7.4,660.1,510.3,88.7,6.7,9.7,82.0,61.5,5.91,6.79
 01/31  02:00:00,-6.9,659.2,508.2,93.8,6.7,9.7,82.0,61.5,5.91,7.33
 01/31  03:00:00,-6.7,659.2,524.5,94.6,6.7,9.7,82.0,61.9,6.16,7.45
 01/31  04:00:00,-6.7,658.7,527.5,94.2,6.7,9.7,82.0,62.0,6.28,7.41
 01/31  05:00:00,-6.7,661.9,529.3,94.1,6.7,9.7,82.0,62.1,6.33,7.40
 01/31  06:00:00,-6.3,661.4,528.0,98.9,6.7,9.8,82.0,62.2,6.35,7.76
 01/31  07:00:00,-5.8,660.5,523.3,106.1,6.7,9.8,82.0,62.2,6.30,8.29
 01/31  08:00:00,-5.2,857.1,452.2,110.7,6.7,10.0,82.0,61.2,5.34,8.41
 01/31  09:00:00,-4.3,1082.0,375.8,129.0,6.7,9.9,82.0,60.2,4.27,9.69
 01/31  10:00:00,-3.5,1116.8,344.9,142.3,6.7,9.8,82.0,60.0,3.81,10.74
 01/31  11:00:00,-2.6,1115.9,331.6,153.1,6.7,9.9,82.0,60.1,3.63,11.55
 01/31  12:00:00,-1.9,1118.0,312.7,164.0,6.7,9.9,82.0,60.1,3.42,12.27
 01/31  13:00:00,-1.3,1073.0,297.8,172.0,6.7,9.9,82.0,60.1,3.25,12.81
 01/31  14:00:00,-1.1,1114.3,302.1,175.1,6.7,9.9,82.0,60.2,3.30,12.96
 01/31  15:00:00,-1.5,1115.0,308.5,172.0,6.7,9.9,82.0,60.2,3.37,12.67
 01/31  16:00:00,-1.7,1114.4,306.5,168.5,6.7,9.9,82.0,60.2,3.36,12.42
 01/31  17:00:00,-1.7,869.4,363.1,162.9,6.7,10.1,82.0,60.7,4.00,11.73
 01/31  18:00:00,-2.0,886.0,387.4,166.3,6.7,9.9,82.0,60.8,4.32,12.06
 01/31  19:00:00,-1.9,806.0,398.9,164.2,6.7,10.0,82.0,61.0,4.49,12.02
 01/31  20:00:00,-1.7,805.0,401.4,166.2,6.7,10.0,82.0,61.1,4.56,12.15
 01/31  21:00:00,-1.3,799.9,403.9,170.6,6.7,10.0,82.0,61.3,4.62,12.43
 01/31  22:00:00,-2.0,764.6,412.8,164.9,6.7,10.0,82.0,61.1,4.74,11.99
 01/31  23:00:00,-3.6,765.5,433.0,144.7,6.7,9.9,82.0,61.0,4.95,10.60
 01/31  24:00:00,-5.2,668.9,488.7,122.1,6.7,9.8,82.0,61.6,5.64,9.13
 02/01  01:00:00,-6.7,681.3,510.9,100.9,6.7,9.8,82.0,61.8,5.98,7.66
 02/01  02:00:00,-8.3,693.5,533.8,81.9,6.7,9.6,82.0,61.9,6.32,6.31
 02/01  03:00:00,-9.9,699.5,558.3,63.7,6.7,9.3,82.0,62.2,6.68,5.14
 02/01  04:00:00,-11.6,707.7,589.9,44.8,6.7,9.2,82.0,62.8,7.21,3.78
 02/01  05:00:00,-12.9,711.5,617.2,29.4,6.7,9.1,82.0,63.4,7.79,2.56
 02/01  06:00:00,-13.3,712.8,625.5,22.3,6.7,9.0,82.0,63.9,8.14,2.00
 02/01  07:00:00,-13.7,713.7,627.0,18.6,6.7,9.1,82.0,64.0,8.28,1.70
 02/01  08:00:00,-13.9,908.4,573.3,12.8,6.7,9.4,82.0,63.1,7.41,1.18
 02/01  09:00:00,-12.8,1129.7,458.2,22.5,6.7,9.4,82.0,60.8,5.55,2.05
 02/01  10:00:00,-11.2,1167.9,400.2,36.7,6.7,9.5,82.0,59.6,4.49,3.30
 02/01  11:00:00,-9.5,1167.0,357.7,55.1,6.7,9.6,82.0,59.1,3.85,4.83
 02/01  12:00:00,-8.2,1165.3,333.1,74.4,6.7,9.6,82.0,59.2,3.53,6.34
 02/01  13:00:00,-7.1,1115.4,313.0,89.9,6.7,9.7,82.0,59.4,3.31,7.46
 02/01  14:00:00,-6.3,1152.2,293.1,101.4,6.7,9.7,82.0,59.6,3.11,8.22
 02/01  15:00:00,-5.8,1148.5,270.7,110.4,6.7,9.7,82.0,59.6,2.88,8.80
 02/01  16:00:00,-5.2,1148.0,261.2,118.9,6.7,9.8,82.0,59.6,2.78,9.39
 02/01  17:00:00,-5.7,897.4,336.9,110.0,6.7,9.9,82.0,59.6,3.59,8.47
 02/01  18:00:00,-7.5,921.6,401.9,95.0,6.7,9.7,82.0,59.6,4.28,7.35
 02/01  19:00:00,-10.1,846.7,453.8,60.3,6.7,9.6,82.0,59.9,4.86,4.75
 02/01  20:00:00,-11.5,850.8,482.0,39.9,6.7,9.5,82.0,60.4,5.24,3.20
 02/01  21:00:00,-12.7,854.0,514.8,29.8,6.7,9.4,82.0,60.9,5.72,2.42
 02/01  22:00:00,-13.7,817.1,539.0,17.6,6.7,9.3,82.0,61.5,6.16,1.45
 02/01  23:00:00,-13.9,805.3,547.1,13.8,6.7,9.4,82.0,61.8,6.40,1.15
 02/01  24:00:00,-13.9,708.6,602.1,13.9,6.7,9.3,82.0,63.0,7.33,1.17
 02/02  01:00:00,-13.5,705.7,578.9,17.7,6.7,9.4,82.0,62.9,7.23,1.50
 02/02  02:00:00,-14.0,706.4,595.7,15.3,6.7,9.3,82.0,63.2,7.49,1.30
 02/02  03:00:00,-14.1,705.5,598.7,11.7,6.7,9.4,82.0,63.4,7.64,1.00
 02/02  04:00:00,-14.6,707.7,616.4,9.0,6.7,9.3,82.0,63.7,7.96,0.78
 02/02  05:00:00,-14.6,706.2,615.6,6.2,6.7,9.5,82.0,63.8,8.07,0.53
 02/02  06:00:00,-15.2,707.5,630.3,4.6,6.7,9.3,82.0,64.0,8.31,0.40
 02/02  07:00:00,-14.5,703.8,627.7,7.7,6.7,9.4,82.0,64.1,8.34,0.66
 02/02  08:00:00,-13.5,896.7,546.7,17.0,6.7,9.4,82.0,62.6,7.02,1.47
 02/02  09:00:00,-11.6,1120.8,432.1,32.8,6.7,9.7,82.0,60.3,5.12,2.82
 02/02  10:00:00,-8.5,1155.1,387.0,69.8,6.7,9.6,82.0,59.6,4.29,5.90
 02/02  11:00:00,-6.9,1150.9,354.9,91.9,6.7,9.7,82.0,59.5,3.84,7.57
 02/02  12:00:00,-5.3,1147.1,325.0,114.1,6.7,9.8,82.0,59.7,3.49,9.14
 02/02  13:00:00,-3.0,1085.1,302.0,144.6,6.7,9.9,82.0,60.1,3.26,11.23
 02/02  14:00:00,-1.5,1120.0,300.2,166.4,6.7,9.9,82.0,60.2,3.26,12.57
 02/02  15:00:00,-0.8,1129.1,300.8,179.0,6.7,10.0,82.0,60.2,3.28,13.24
 02/02  16:00:00,-0.6,1139.6,304.7,183.1,6.7,10.0,82.0,60.2,3.33,13.38
 02/02  17:00:00,-1.3,886.0,352.5,177.0,6.7,9.9,82.0,60.8,3.90,12.94
 02/02  18:00:00,-2.0,901.6,377.8,164.7,6.7,9.9,82.0,60.8,4.22,12.13
 02/02  19:00:00,-2.6,821.1,400.3,156.4,6.7,9.9,82.0,60.9,4.50,11.53
 02/02  20:00:00,-2.8,817.7,408.5,151.8,6.7,9.9,82.0,61.0,4.63,11.21
 02/02  21:00:00,-2.4,811.5,412.1,155.9,6.7,9.9,82.0,61.2,4.70,11.51
 02/02  22:00:00,-1.9,766.4,410.4,171.8,6.7,9.7,82.0,61.3,4.71,12.95
 02/02  23:00:00,-1.7,751.3,411.3,168.6,6.7,9.7,82.0,61.4,4.75,13.10
 02/02  24:00:00,-1.7,653.3,449.2,167.8,6.7,9.7,82.0,61.9,5.25,13.33
 02/03  01:00:00,-2.0,650.3,449.7,155.1,6.7,9.9,82.0,61.8,5.31,12.21
 02/03  02:00:00,-1.9,650.1,450.5,158.3,6.7,9.9,82.0,61.9,5.33,11.93
 02/03  03:00:00,-1.7,647.4,452.1,163.2,6.7,10.0,82.0,61.9,5.37,12.09
 02/03  04:00:00,-1.7,649.0,455.9,164.2,6.7,10.0,82.0,62.0,5.43,12.07
 02/03  05:00:00,-2.0,656.6,462.6,172.4,6.7,9.6,82.0,62.0,5.53,13.17
 02/03  06:00:00,-2.2,657.6,468.0,161.7,6.7,9.6,82.0,62.1,5.61,12.90
 02/03  07:00:00,-1.9,660.7,469.1,163.2,6.7,9.6,82.0,62.2,5.65,13.19
 02/03  08:00:00,-1.7,861.0,402.8,156.9,6.7,9.9,82.0,61.3,4.78,12.23
 02/03  09:00:00,-2.0,1092.8,341.7,161.0,6.7,9.9,82.0,60.7,3.94,12.12
 02/03  10:00:00,-2.2,1129.8,321.6,160.3,6.7,9.9,82.0,60.5,3.63,11.95
 02/03  11:00:00,-2.2,1128.7,308.1,161.4,6.7,9.9,82.0,60.3,3.44,12.01
 02/03  12:00:00,-1.9,1138.4,290.5,165.7,6.7,9.9,82.0,60.1,3.20,12.33
 02/03  13:00:00,-2.0,1104.7,290.8,164.9,6.7,10.0,82.0,60.2,3.19,12.18
 02/03  14:00:00,-1.9,1147.2,281.3,167.2,6.7,9.9,82.0,60.1,3.08,12.30
 02/03  15:00:00,-1.7,1141.7,283.3,170.0,6.7,9.9,82.0,60.0,3.09,12.53
 02/03  16:00:00,-1.3,1133.1,283.2,174.5,6.7,9.9,82.0,59.9,3.08,12.86
 02/03  17:00:00,-0.8,873.4,319.8,176.4,6.7,10.2,82.0,60.5,3.50,12.66
 02/03  18:00:00,-0.9,890.2,346.6,182.4,6.7,9.9,82.0,60.7,3.84,13.21
 02/03  19:00:00,-1.1,809.7,365.4,176.0,6.7,10.0,82.0,60.9,4.09,12.86
 02/03  20:00:00,-1.1,806.5,362.7,176.1,6.7,9.9,82.0,60.8,4.09,12.90
 02/03  21:00:00,-1.1,806.2,365.5,175.4,6.7,9.9,82.0,60.8,4.11,12.91
 02/03  22:00:00,-1.1,767.8,374.6,174.6,6.7,10.0,82.0,60.9,4.22,12.85
 02/03  23:00:00,-1.1,754.3,376.8,175.0,6.7,9.9,82.0,60.9,4.26,12.85
 02/03  24:00:00,-1.1,652.2,412.0,175.1,6.7,9.9,82.0,61.2,4.68,12.90
 02/04  01:00:00,-1.5,651.1,418.9,170.4,6.7,9.9,82.0,61.1,4.79,12.59
 02/04  02:00:00,-1.7,652.7,425.7,165.9,6.7,9.9,82.0,61.2,4.88,12.29
 02/04  03:00:00,-1.7,650.1,429.8,165.5,6.7,9.9,82.0,61.3,4.95,12.28
 02/04  04:00:00,-1.7,644.7,427.6,165.5,6.7,9.9,82.0,61.3,4.93,12.30
 02/04  05:00:00,-1.7,644.0,433.6,164.8,6.7,9.9,82.0,61.4,5.00,12.28
 02/04  06:00:00,-1.7,644.0,437.0,164.7,6.7,9.9,82.0,61.4,5.06,12.26
 02/04  07:00:00,-1.7,643.6,436.5,164.8,6.7,9.9,82.0,61.4,5.07,12.28
 02/04  08:00:00,-1.7,711.6,413.0,165.4,6.7,9.9,82.0,61.0,4.76,12.36
 02/04  09:00:00,-1.7,844.0,365.2,160.7,6.7,10.1,82.0,60.4,4.14,11.73
 02/04  10:00:00,-1.3,875.3,346.9,173.6,6.7,9.9,82.0,60.4,3.87,12.81
 02/04  11:00:00,-1.1,873.0,346.3,173.6,6.7,9.9,82.0,60.5,3.85,12.94
 02/04  12:00:00,-0.8,873.8,346.3,176.5,6.7,9.9,82.0,60.7,3.87,13.10
 02/04  13:00:00,-0.6,851.0,341.0,180.0,6.7,10.0,82.0,60.8,3.83,13.26
 02/04  14:00:00,-0.9,860.9,342.8,177.6,6.7,10.0,82.0,60.8,3.85,13.03
 02/04  15:00:00,-1.8,871.1,350.6,167.9,6.7,9.9,82.0,60.6,3.94,12.31
 02/04  16:00:00,-2.9,877.9,365.0,153.5,6.7,9.9,82.0,60.5,4.08,11.31
 02/04  17:00:00,-4.4,892.3,391.3,134.8,6.7,9.9,82.0,60.4,4.35,10.01
 02/04  18:00:00,-5.4,877.8,414.5,119.1,6.7,9.8,82.0,60.6,4.61,8.92
 02/04  19:00:00,-6.3,695.4,480.4,106.6,6.7,9.8,82.0,61.2,5.42,8.08
 02/04  20:00:00,-6.3,697.0,493.3,111.7,6.7,9.5,82.0,61.5,5.67,8.84
 02/04  21:00:00,-6.8,699.5,502.5,102.6,6.7,9.5,82.0,61.6,5.86,8.49
 02/04  22:00:00,-7.9,702.9,520.0,86.1,6.7,9.4,82.0,61.6,6.08,7.33
 02/04  23:00:00,-9.4,705.7,550.6,59.4,6.7,9.7,82.0,62.0,6.52,5.04
 02/04  24:00:00,-10.7,711.2,575.3,51.7,6.7,9.2,82.0,62.5,6.95,4.42
 02/05  01:00:00,-11.5,696.0,588.1,42.0,6.7,9.2,82.0,62.8,7.25,3.70
 02/05  02:00:00,-12.4,700.1,606.5,34.0,6.7,9.1,82.0,63.2,7.61,3.07
 02/05  03:00:00,-13.8,699.9,633.8,19.2,6.7,9.2,82.0,63.8,8.17,1.76
 02/05  04:00:00,-15.5,698.6,659.9,4.3,6.7,8.9,82.0,64.2,8.75,0.40
 02/05  05:00:00,-16.5,698.0,680.9,0.0,6.7,6.7,82.0,64.4,9.20,0.00
 02/05  06:00:00,-16.0,693.8,673.5,0.5,6.7,7.7,82.0,64.5,9.17,0.05
 02/05  07:00:00,-15.6,693.4,667.2,1.8,6.7,8.9,82.0,64.5,9.09,0.16
 02/05  08:00:00,-15.9,677.9,675.4,0.3,6.7,7.9,82.0,64.5,9.21,0.03
 02/05  09:00:00,-15.0,808.5,600.1,4.2,6.7,9.4,82.0,63.6,7.97,0.39
 02/05  10:00:00,-14.4,810.9,578.3,8.3,6.7,9.4,82.0,63.4,7.48,0.77
 02/05  11:00:00,-13.7,812.2,560.7,14.7,6.7,9.4,82.0,63.3,7.18,1.36
 02/05  12:00:00,-13.0,815.2,547.3,21.3,6.7,9.5,82.0,63.3,6.98,1.95
 02/05  13:00:00,-12.4,813.7,509.6,26.6,6.7,9.5,82.0,62.7,6.42,2.41
 02/05  14:00:00,-12.2,813.0,487.2,28.9,6.7,9.5,82.0,62.1,5.95,2.59
 02/05  15:00:00,-12.6,812.3,494.6,27.0,6.7,9.5,82.0,62.1,5.95,2.40
 02/05  16:00:00,-12.8,813.4,506.8,23.9,6.7,9.5,82.0,62.1,6.09,2.12
 02/05  17:00:00,-13.5,680.4,587.0,18.3,6.7,9.3,82.0,63.2,7.24,1.62
 02/05  18:00:00,-14.6,696.3,617.9,7.9,6.7,9.4,82.0,63.5,7.88,0.70
 02/05  19:00:00,-16.8,693.4,673.7,0.8,6.7,7.3,82.0,63.9,8.78,0.07
 02/05  20:00:00,-17.8,690.9,699.1,0.0,6.7,6.7,82.0,64.2,9.32,0.00
 02/05  21:00:00,-18.1,690.4,716.1,0.0,6.7,6.7,82.0,64.4,9.65,0.00
 02/05  22:00:00,-17.3,692.4,701.5,0.0,6.7,6.7,82.0,64.4,9.53,0.00
 02/05  23:00:00,-17.7,689.6,711.6,0.0,6.7,6.7,82.0,64.4,9.66,0.00
 02/05  24:00:00,-19.0,688.0,750.7,0.0,6.7,6.7,82.0,64.8,10.33,0.00
 02/06  01:00:00,-19.4,704.7,744.5,0.0,6.7,6.7,82.0,64.9,10.37,0.00
 02/06  02:00:00,-19.4,705.2,742.1,0.0,6.7,6.7,82.0,64.8,10.33,0.00
 02/06  03:00:00,-20.5,702.8,774.3,0.0,6.7,6.7,82.0,65.1,10.85,0.00
 02/06  04:00:00,-21.1,704.0,793.3,0.0,6.7,6.7,82.0,65.5,11.38,0.00
 02/06  05:00:00,-21.5,703.5,805.3,0.0,6.7,6.7,82.0,65.7,11.70,0.00
 02/06  06:00:00,-21.3,703.2,801.9,0.0,6.7,6.7,82.0,65.7,11.74,0.00
 02/06  07:00:00,-21.1,702.9,800.9,0.0,6.7,6.7,82.0,65.7,11.72,0.00
 02/06  08:00:00,-21.1,898.8,724.2,0.0,6.7,6.7,82.0,64.5,10.17,0.00
 02/06  09:00:00,-19.4,1128.9,611.2,0.0,6.7,6.7,82.0,63.0,7.99,0.00
 02/06  10:00:00,-16.6,1172.0,521.8,0.3,6.7,8.3,82.0,62.3,6.49,0.03
 02/06  11:00:00,-14.5,1172.8,458.4,7.6,6.7,9.4,82.0,62.1,5.58,0.67
 02/06  12:00:00,-12.8,1176.5,413.7,23.3,6.7,9.4,82.0,61.3,4.91,2.07
 02/06  13:00:00,-11.2,1134.4,376.3,37.8,6.7,9.5,82.0,60.4,4.32,3.33
 02/06  14:00:00,-9.9,1176.6,346.9,50.2,6.7,9.6,82.0,59.8,3.85,4.33
 02/06  15:00:00,-9.8,1176.5,335.8,53.4,6.7,9.6,82.0,59.5,3.64,4.51
 02/06  16:00:00,-10.4,1177.5,346.3,48.0,6.7,9.6,82.0,59.4,3.70,4.01
 02/06  17:00:00,-11.6,928.0,465.3,37.9,6.7,9.5,82.0,60.7,5.06,3.16
 02/06  18:00:00,-13.3,948.5,533.2,24.1,6.7,9.4,82.0,61.7,6.07,2.03
 02/06  19:00:00,-15.0,871.3,580.1,7.5,6.7,9.2,82.0,62.7,6.95,0.64
 02/06  20:00:00,-15.9,870.4,596.3,0.5,6.7,8.4,82.0,63.2,7.46,0.04
 02/06  21:00:00,-18.2,865.2,648.7,0.0,6.7,6.7,82.0,63.4,8.27,0.00
 02/06  22:00:00,-18.7,825.6,662.9,0.0,6.7,6.7,82.0,63.6,8.58,0.00
 02/06  23:00:00,-19.0,810.8,676.8,0.0,6.7,6.7,82.0,63.7,8.81,0.00
 02/06  24:00:00,-20.5,703.7,746.5,0.0,6.7,6.7,82.0,64.6,10.03,0.00
 02/07  01:00:00,-20.4,699.2,726.3,0.0,6.7,6.7,82.0,64.5,9.94,0.00
 02/07  02:00:00,-20.4,701.8,746.5,0.0,6.7,6.7,82.0,64.8,10.27,0.00
 02/07  03:00:00,-20.2,702.7,746.7,0.0,6.7,6.7,82.0,64.9,10.42,0.00
 02/07  04:00:00,-20.0,700.9,743.2,0.0,6.7,6.7,82.0,64.9,10.36,0.00
 02/07  05:00:00,-20.0,703.7,748.4,0.0,6.7,6.7,82.0,64.9,10.45,0.00
 02/07  06:00:00,-19.6,701.4,729.6,0.0,6.7,6.7,82.0,64.7,10.14,0.00
 02/07  07:00:00,-20.8,699.8,773.5,0.0,6.7,6.7,82.0,65.1,10.78,0.00
 02/07  08:00:00,-20.6,899.5,701.5,0.0,6.7,6.7,82.0,64.1,9.63,0.00
 02/07  09:00:00,-18.3,1127.5,567.6,0.0,6.7,6.7,82.0,62.6,7.30,0.00
 02/07  10:00:00,-15.5,1167.5,466.8,2.8,6.7,8.9,82.0,62.0,5.71,0.23
 02/07  11:00:00,-13.4,1167.5,404.6,18.2,6.7,9.5,82.0,61.2,4.81,1.54
 02/07  12:00:00,-11.1,1168.3,362.0,40.3,6.7,9.5,82.0,60.3,4.14,3.43
 02/07  13:00:00,-9.6,1128.1,340.2,53.8,6.7,9.6,82.0,59.8,3.76,4.53
 02/07  14:00:00,-9.1,1171.9,324.9,62.6,6.7,9.6,82.0,59.7,3.53,5.21
 02/07  15:00:00,-8.9,1172.3,310.9,66.1,6.7,9.6,82.0,59.5,3.34,5.46
 02/07  16:00:00,-9.2,1173.4,312.0,63.4,6.7,9.6,82.0,59.3,3.32,5.21
 02/07  17:00:00,-10.5,923.3,409.6,46.4,6.7,9.9,82.0,60.0,4.38,3.76
 02/07  18:00:00,-12.2,944.0,490.2,34.7,6.7,9.5,82.0,60.9,5.39,2.82
 02/07  19:00:00,-13.1,867.7,526.1,23.5,6.7,9.4,82.0,61.7,6.02,1.94
 02/07  20:00:00,-12.6,862.3,515.6,26.9,6.7,9.4,82.0,61.7,6.03,2.23
 02/07  21:00:00,-11.9,859.3,513.9,33.2,6.7,9.5,82.0,61.6,6.01,2.78
 02/07  22:00:00,-11.7,819.5,516.2,34.9,6.7,9.5,82.0,61.6,6.03,2.92
 02/07  23:00:00,-11.3,807.0,518.5,38.2,6.7,9.6,82.0,61.6,6.06,3.20
 02/07  24:00:00,-10.8,704.8,563.4,43.1,6.7,9.6,82.0,62.3,6.70,3.60
 02/08  01:00:00,-10.6,701.2,553.5,44.7,6.7,9.6,82.0,62.3,6.70,3.72
 02/08  02:00:00,-10.6,700.8,555.7,45.0,6.7,9.6,82.0,62.4,6.77,3.72
 02/08  03:00:00,-10.6,698.6,555.6,45.2,6.7,9.6,82.0,62.4,6.77,3.73
 02/08  04:00:00,-10.6,698.3,564.7,45.1,6.7,9.6,82.0,62.6,6.90,3.72
 02/08  05:00:00,-10.6,698.2,570.2,45.1,6.7,9.6,82.0,62.7,7.03,3.71
 02/08  06:00:00,-10.6,701.0,578.5,45.1,6.7,9.6,82.0,62.9,7.18,3.70
 02/08  07:00:00,-10.6,700.9,586.1,46.8,6.7,9.5,82.0,63.1,7.35,3.84
 02/08  08:00:00,-10.9,899.9,519.9,42.7,6.7,9.6,82.0,61.9,6.38,3.53
 02/08  09:00:00,-10.8,1129.0,443.9,43.2,6.7,9.6,82.0,60.5,5.16,3.57
 02/08  10:00:00,-9.9,1164.2,394.0,53.0,6.7,9.7,82.0,59.6,4.37,4.35
 02/08  11:00:00,-8.4,1161.0,362.0,72.9,6.7,9.7,82.0,59.6,3.91,5.95
 02/08  12:00:00,-7.1,1166.2,341.8,90.6,6.7,9.8,82.0,59.9,3.68,7.27
 02/08  13:00:00,-6.0,1125.5,319.0,106.2,6.7,9.8,82.0,60.0,3.45,8.38
 02/08  14:00:00,-5.2,1165.4,298.0,117.8,6.7,9.8,82.0,60.1,3.24,9.13
 02/08  15:00:00,-4.6,1167.6,277.3,127.4,6.7,9.9,82.0,60.0,3.02,9.74
 02/08  16:00:00,-4.1,1168.7,268.8,135.6,6.7,9.9,82.0,60.0,2.92,10.27
 02/08  17:00:00,-4.2,913.6,331.3,135.4,6.7,9.8,82.0,60.1,3.61,10.25
 02/08  18:00:00,-4.8,931.6,381.0,127.2,6.7,9.8,82.0,60.2,4.15,9.65
 02/08  19:00:00,-5.4,853.3,412.1,118.6,6.7,9.8,82.0,60.4,4.52,9.02
 02/08  20:00:00,-5.2,851.4,422.9,118.7,6.7,9.8,82.0,60.6,4.68,9.04
 02/08  21:00:00,-5.4,849.4,432.0,117.8,6.7,9.8,82.0,60.6,4.81,8.96
 02/08  22:00:00,-5.6,810.1,449.0,120.5,6.7,9.6,82.0,60.9,5.04,9.36
 02/08  23:00:00,-5.2,798.4,451.4,122.8,6.7,9.5,82.0,61.1,5.13,9.97
 02/08  24:00:00,-5.0,703.3,486.9,123.5,6.7,9.5,82.0,61.7,5.62,10.22
 02/09  01:00:00,-5.0,699.3,489.4,122.0,6.7,9.5,82.0,61.8,5.74,10.18
 02/09  02:00:00,-4.6,696.2,491.7,125.8,6.7,9.6,82.0,62.0,5.83,10.50
 02/09  03:00:00,-4.1,688.4,480.5,129.9,6.7,9.7,82.0,61.9,5.72,10.78
 02/09  04:00:00,-3.9,675.7,472.9,128.4,6.7,9.9,82.0,61.7,5.60,10.16
 02/09  05:00:00,-4.2,672.9,487.4,136.6,6.7,9.6,82.0,61.9,5.76,10.74
 02/09  06:00:00,-4.1,668.4,490.1,129.7,6.7,9.7,82.0,62.0,5.84,10.47
 02/09  07:00:00,-3.9,661.2,481.0,130.0,6.7,9.9,82.0,61.9,5.73,10.12
 02/09  08:00:00,-3.5,853.1,408.1,133.8,6.7,10.1,82.0,60.7,4.74,10.00
 02/09  09:00:00,-2.6,1075.2,338.8,155.0,6.7,9.9,82.0,60.2,3.82,11.56
 02/09  10:00:00,-1.5,1109.4,310.0,168.2,6.7,9.9,82.0,60.2,3.44,12.53
 02/09  11:00:00,0.3,1100.9,285.6,192.2,6.7,10.0,82.0,60.1,3.15,14.15
 02/09  12:00:00,2.2,1097.4,268.8,219.1,6.7,10.0,82.0,59.9,2.94,15.92
 02/09  13:00:00,2.8,1048.7,245.5,230.3,6.7,10.0,82.0,59.4,2.66,16.66
 02/09  14:00:00,3.1,1094.2,227.8,233.6,6.7,10.0,82.0,58.7,2.42,16.83
 02/09  15:00:00,4.0,1091.9,212.4,245.8,6.7,10.1,82.0,57.8,2.21,17.58
 02/09  16:00:00,4.8,1090.5,205.5,257.1,6.7,10.1,82.0,57.3,2.08,18.25
 02/09  17:00:00,4.6,840.9,258.0,250.7,6.7,10.3,82.0,59.2,2.61,17.18
 02/09  18:00:00,3.7,857.3,298.0,241.8,6.7,10.3,82.0,60.3,3.11,16.36
 02/09  19:00:00,3.3,777.3,318.8,239.8,6.7,10.1,82.0,60.8,3.45,16.66
 02/09  20:00:00,3.0,773.8,324.8,233.4,6.7,10.1,82.0,60.9,3.60,16.43
 02/09  21:00:00,2.4,772.5,330.7,224.7,6.7,10.1,82.0,61.1,3.72,15.90
 02/09  22:00:00,2.2,732.3,331.3,220.2,6.7,10.1,82.0,61.1,3.76,15.63
 02/09  23:00:00,1.2,723.0,337.2,210.0,6.7,10.0,82.0,60.9,3.83,14.99
 02/09  24:00:00,0.6,628.4,371.6,192.7,6.7,10.2,82.0,61.1,4.22,13.47
 02/10  01:00:00,0.2,625.8,383.1,196.9,6.7,10.0,82.0,61.1,4.37,13.98
 02/10  02:00:00,-0.7,628.0,398.8,182.7,6.7,10.0,82.0,61.0,4.54,13.21
 02/10  03:00:00,-1.1,634.1,409.6,173.8,6.7,9.9,82.0,61.1,4.67,12.69
 02/10  04:00:00,-1.8,638.4,422.6,166.4,6.7,9.9,82.0,61.0,4.82,12.22
 02/10  05:00:00,-2.2,640.1,431.5,158.0,6.7,9.9,82.0,61.2,4.93,11.67
 02/10  06:00:00,-2.2,637.7,434.4,157.4,6.7,9.9,82.0,61.2,4.98,11.66
 02/10  07:00:00,-2.2,636.4,436.9,157.2,6.7,9.9,82.0,61.2,5.02,11.67
 02/10  08:00:00,-1.9,829.6,370.1,157.3,6.7,10.1,82.0,60.4,4.20,11.39
 02/10  09:00:00,0.4,1031.6,296.6,191.1,6.7,10.2,82.0,60.0,3.30,13.49
 02/10  10:00:00,2.7,1047.0,249.7,224.5,6.7,10.2,82.0,58.3,2.69,15.45
 02/10  11:00:00,4.0,1048.4,228.0,246.7,6.7,10.0,82.0,57.5,2.36,17.50
 02/10  12:00:00,5.2,1055.9,216.1,260.6,6.7,10.1,82.0,57.3,2.18,18.54
 02/10  13:00:00,6.3,1011.3,208.9,275.8,6.7,10.1,82.0,57.2,2.07,19.47
 02/10  14:00:00,7.0,1051.0,199.0,286.8,6.7,10.1,82.0,57.0,1.95,20.08
 02/10  15:00:00,7.6,1046.2,190.6,295.1,6.7,10.1,82.0,56.7,1.84,20.56
 02/10  16:00:00,8.1,1042.4,190.9,302.5,6.7,10.1,82.0,56.5,1.83,21.00
 02/10  17:00:00,7.6,793.7,241.5,265.7,6.7,10.9,82.0,57.9,2.32,17.18
 02/10  18:00:00,6.5,824.9,269.3,297.1,6.7,10.4,82.0,58.6,2.64,18.58
 02/10  19:00:00,5.4,751.1,285.6,279.3,6.7,10.1,82.0,58.8,2.86,18.71
 02/10  20:00:00,5.0,746.2,296.0,260.7,6.7,10.1,82.0,59.1,3.02,18.14
 02/10  21:00:00,5.0,740.1,305.9,257.8,6.7,10.1,82.0,59.3,3.16,18.03
