Time (HH:MM),GHI (W/m^2),TotCld (tenths)
5:00,0,0
6:00,23,0
7:00,135,0
8:00,354,0
9:00,578,0
10:00,771,0
11:00,924,0
12:00,1016,0
13:00,1052,0
14:00,1010,0
15:00,917,0
16:00,756,0
17:00,550,0
18:00,319,0
19:00,110,0
20:00,14,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,24,0
7:00,166,0
8:00,388,0
9:00,610,0
10:00,804,0
11:00,952,0
12:00,1041,0
13:00,1068,0
14:00,1028,0
15:00,928,0
16:00,778,0
17:00,580,0
18:00,351,0
19:00,132,0
20:00,15,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,25,0
7:00,144,0
8:00,362,0
9:00,584,0
10:00,779,0
11:00,928,0
12:00,1018,0
13:00,1046,0
14:00,1007,0
15:00,905,0
16:00,748,0
17:00,548,0
18:00,322,0
19:00,112,0
20:00,14,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,23,0
7:00,142,0
8:00,356,0
9:00,578,0
10:00,775,0
11:00,924,0
12:00,1018,0
13:00,1047,0
14:00,1008,0
15:00,908,0
16:00,753,0
17:00,549,0
18:00,322,0
19:00,112,0
20:00,16,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,24,0
7:00,165,0
8:00,386,0
9:00,607,0
10:00,801,0
11:00,951,0
12:00,1041,0
13:00,1068,0
14:00,1034,0
15:00,929,0
16:00,776,0
17:00,579,0
18:00,353,0
19:00,134,0
20:00,17,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,25,0
7:00,147,0
8:00,363,0
9:00,585,0
10:00,778,0
11:00,930,0
12:00,1021,0
13:00,1018,1
14:00,963,1
15:00,910,0
16:00,752,2
17:00,434,9
18:00,283,8
19:00,115,2
20:00,15,2
21:00,0,9
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,25,0
7:00,139,0
8:00,353,0
9:00,573,0
10:00,767,0
11:00,916,0
12:00,1005,0
13:00,1038,0
14:00,1002,0
15:00,903,0
16:00,742,0
17:00,542,0
18:00,318,0
19:00,112,0
20:00,17,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,26,0
7:00,152,0
8:00,369,0
9:00,589,0
10:00,781,0
11:00,930,0
12:00,1024,0
13:00,1054,0
14:00,1017,0
15:00,922,0
16:00,761,0
17:00,561,0
18:00,336,0
19:00,125,0
20:00,18,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,10
2:00,0,10
3:00,0,7
4:00,0,0
5:00,0,1
6:00,30,3
7:00,167,1
8:00,382,3
9:00,559,4
10:00,744,3
11:00,921,2
12:00,1014,0
13:00,1032,0
14:00,1003,0
15:00,720,4
16:00,671,4
17:00,393,7
18:00,270,9
19:00,118,8
20:00,21,8
21:00,0,8
22:00,0,9
23:00,0,10
24:00:00,0,10
1:00,0,4
2:00,0,2
3:00,0,2
4:00,0,2
5:00,0,4
6:00,26,4
7:00,155,2
8:00,351,2
9:00,571,3
10:00,722,5
11:00,799,5
12:00,925,3
13:00,840,3
14:00,943,3
15:00,816,5
16:00,665,7
17:00,383,9
18:00,231,9
19:00,123,10
20:00,13,10
21:00,0,10
22:00,0,9
23:00,0,7
24:00:00,0,5
1:00,0,5
2:00,0,4
3:00,0,5
4:00,0,5
5:00,0,5
6:00,22,3
7:00,151,3
8:00,363,0
9:00,578,0
10:00,744,2
11:00,806,3
12:00,990,1
13:00,1002,2
14:00,928,1
15:00,858,2
16:00,689,3
17:00,504,5
18:00,282,8
19:00,64,10
20:00,13,10
21:00,0,10
22:00,0,9
23:00,0,9
24:00:00,0,9
1:00,0,6
2:00,0,9
3:00,0,8
4:00,0,7
5:00,0,4
6:00,22,2
7:00,142,1
8:00,363,2
9:00,567,2
10:00,724,3
11:00,929,2
12:00,972,1
13:00,1046,1
14:00,1004,1
15:00,910,1
16:00,760,1
17:00,566,1
18:00,348,1
19:00,136,1
20:00,19,3
21:00,0,3
22:00,0,3
23:00,0,3
24:00:00,0,3
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,20,2
7:00,136,4
8:00,351,2
9:00,564,6
10:00,769,7
11:00,895,5
12:00,1010,3
13:00,1034,2
14:00,996,2
15:00,901,0
16:00,747,0
17:00,552,0
18:00,332,0
19:00,125,0
20:00,17,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,22,0
7:00,138,0
8:00,348,0
9:00,566,0
10:00,760,0
11:00,911,0
12:00,1005,0
13:00,1032,0
14:00,993,0
15:00,891,0
16:00,737,0
17:00,540,0
18:00,320,0
19:00,117,0
20:00,17,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,22,0
7:00,140,0
8:00,350,0
9:00,573,0
10:00,767,0
11:00,921,0
12:00,1017,0
13:00,1049,0
14:00,1011,0
15:00,912,1
16:00,754,1
17:00,550,0
18:00,328,0
19:00,120,0
20:00,17,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,29,0
7:00,165,0
8:00,383,0
9:00,606,0
10:00,798,0
11:00,953,0
12:00,1040,0
13:00,1066,0
14:00,1029,0
15:00,931,0
16:00,782,0
17:00,582,0
18:00,361,0
19:00,145,0
20:00,23,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,30,0
7:00,168,0
8:00,384,0
9:00,601,0
10:00,790,0
11:00,938,0
12:00,1031,0
13:00,1056,0
14:00,1030,0
15:00,931,0
16:00,781,0
17:00,587,0
18:00,368,0
19:00,151,0
20:00,24,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,34,0
7:00,178,0
8:00,397,0
9:00,616,0
10:00,807,0
11:00,954,0
12:00,1048,0
13:00,1081,0
14:00,1041,0
15:00,948,0
16:00,797,0
17:00,598,0
18:00,380,0
19:00,159,0
20:00,28,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,34,0
7:00,177,0
8:00,395,0
9:00,615,0
10:00,804,0
11:00,950,0
12:00,1042,0
13:00,1072,0
14:00,1041,0
15:00,945,0
16:00,792,0
17:00,600,0
18:00,379,0
19:00,160,0
20:00,29,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,28,0
7:00,162,0
8:00,379,0
9:00,601,0
10:00,793,0
11:00,939,0
12:00,1034,0
13:00,1064,0
14:00,1037,0
15:00,935,0
16:00,780,0
17:00,586,0
18:00,365,0
19:00,147,0
20:00,24,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,30,0
7:00,169,0
8:00,385,0
9:00,602,0
10:00,790,0
11:00,943,0
12:00,1033,0
13:00,1064,0
14:00,1034,0
15:00,938,0
16:00,784,0
17:00,592,0
18:00,371,0
19:00,155,0
20:00,27,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,25,0
7:00,152,0
8:00,364,0
9:00,586,0
10:00,778,0
11:00,926,0
12:00,1016,0
13:00,1051,0
14:00,1015,0
15:00,922,0
16:00,766,0
17:00,571,0
18:00,349,0
19:00,138,0
20:00,21,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,29,0
7:00,164,0
8:00,378,0
9:00,591,0
10:00,781,0
11:00,928,0
12:00,1017,0
13:00,1046,0
14:00,1019,0
15:00,924,0
16:00,777,0
17:00,586,0
18:00,368,0
19:00,153,0
20:00,26,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,29,0
7:00,164,0
8:00,380,0
9:00,599,0
10:00,789,0
11:00,944,0
12:00,1033,0
13:00,1067,0
14:00,1030,0
15:00,925,0
16:00,777,0
17:00,561,1
18:00,331,6
19:00,94,8
20:00,21,8
21:00,0,8
22:00,0,10
23:00,0,8
24:00:00,0,10
1:00,0,10
2:00,0,9
3:00,0,10
4:00,0,8
5:00,0,7
6:00,22,5
7:00,140,4
8:00,268,3
9:00,500,2
10:00,761,0
11:00,909,0
12:00,1003,0
13:00,1035,0
14:00,997,0
15:00,876,1
16:00,748,2
17:00,548,2
18:00,315,2
19:00,139,2
20:00,18,1
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,1
6:00,23,1
7:00,170,0
8:00,386,0
9:00,596,0
10:00,784,0
11:00,939,0
12:00,1031,0
13:00,1062,0
14:00,1031,0
15:00,938,0
16:00,790,0
17:00,599,0
18:00,383,0
19:00,166,0
20:00,31,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,25,0
7:00,153,0
8:00,368,0
9:00,588,0
10:00,784,0
11:00,930,0
12:00,1029,0
13:00,1059,0
14:00,1030,0
15:00,936,0
16:00,781,0
17:00,581,0
18:00,360,0
19:00,147,0
20:00,25,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,31,0
7:00,171,0
8:00,387,0
9:00,604,0
10:00,793,0
11:00,945,0
12:00,1035,0
13:00,1075,0
14:00,1039,0
15:00,949,0
16:00,708,2
17:00,558,2
18:00,363,2
19:00,159,2
20:00,28,2
21:00,0,2
22:00,0,2
23:00,0,1
24:00:00,0,1
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,1
5:00,0,5
6:00,24,4
7:00,142,4
8:00,285,8
9:00,495,9
10:00,749,9
11:00,881,9
12:00,965,9
13:00,924,9
14:00,993,9
15:00,881,8
16:00,761,4
17:00,582,3
18:00,343,6
19:00,146,6
20:00,25,1
21:00,0,1
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,2
3:00,0,5
4:00,0,5
5:00,0,6
6:00,22,9
7:00,143,10
8:00,374,9
9:00,529,10
10:00,750,10
11:00,830,8
12:00,884,9
13:00,1149,10
14:00,894,9
15:00,859,9
16:00,618,9
17:00,520,9
18:00,339,7
19:00,147,6
20:00,26,8
21:00,0,9
22:00,0,10
23:00,0,8
24:00:00,0,8
1:00,0,9
2:00,0,9
3:00,0,8
4:00,0,8
5:00,0,6
6:00,26,5
7:00,143,5
8:00,344,5
9:00,522,6
10:00,766,5
11:00,936,7
12:00,895,5
13:00,693,5
14:00,1001,4
15:00,872,4
16:00,621,3
17:00,569,3
18:00,321,5
19:00,137,8
20:00,13,9
21:00,0,9
22:00,0,9
23:00,0,10
24:00:00,0,9
1:00,0,10
2:00,0,10
3:00,0,6
4:00,0,4
5:00,0,3
6:00,29,4
7:00,139,4
8:00,338,6
9:00,584,6
10:00,758,6
11:00,877,5
12:00,982,6
13:00,997,5
14:00,953,5
15:00,809,5
16:00,568,5
17:00,376,3
18:00,359,1
19:00,156,1
20:00,22,6
21:00,0,6
22:00,0,5
23:00,0,1
24:00:00,0,1
1:00,0,1
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,1
6:00,28,1
7:00,157,1
8:00,371,0
9:00,581,0
10:00,765,0
11:00,908,0
12:00,1007,0
13:00,1033,0
14:00,903,1
15:00,876,1
16:00,776,0
17:00,561,1
18:00,341,4
19:00,59,9
20:00,22,8
21:00,0,4
22:00,0,3
23:00,0,6
24:00:00,0,10
1:00,0,7
2:00,0,4
3:00,0,0
4:00,0,0
5:00,0,0
6:00,21,0
7:00,130,0
8:00,333,0
9:00,553,0
10:00,744,0
11:00,898,0
12:00,992,0
13:00,1032,2
14:00,984,5
15:00,874,4
16:00,722,0
17:00,559,0
18:00,342,1
19:00,130,5
20:00,18,6
21:00,0,7
22:00,0,7
23:00,0,8
24:00:00,0,5
1:00,0,7
2:00,0,7
3:00,0,3
4:00,0,0
5:00,0,3
6:00,23,6
7:00,137,6
8:00,347,7
9:00,585,5
10:00,727,3
11:00,920,2
12:00,989,1
13:00,1040,1
14:00,1010,1
15:00,901,1
16:00,774,1
17:00,576,1
18:00,362,2
19:00,147,3
20:00,28,10
21:00,0,10
22:00,0,10
23:00,0,10
24:00:00,0,10
1:00,0,9
2:00,0,10
3:00,0,10
4:00,0,9
5:00,0,8
6:00,19,8
7:00,116,9
8:00,232,9
9:00,322,9
10:00,631,9
11:00,524,9
12:00,673,9
13:00,609,8
14:00,882,7
15:00,882,8
16:00,665,8
17:00,450,10
18:00,223,10
19:00,97,10
20:00,23,10
21:00,0,10
22:00,0,10
23:00,0,10
24:00:00,0,10
1:00,0,10
2:00,0,10
3:00,0,9
4:00,0,9
5:00,0,9
6:00,9,10
7:00,110,10
8:00,189,10
9:00,355,10
10:00,446,10
11:00,747,9
12:00,755,10
13:00,763,10
14:00,719,10
15:00,689,10
16:00,288,10
17:00,365,10
18:00,172,10
19:00,46,10
20:00,12,10
21:00,0,10
22:00,0,10
23:00,0,10
24:00:00,0,7
1:00,0,9
2:00,0,9
3:00,0,3
4:00,0,2
5:00,0,8
6:00,16,9
7:00,80,9
8:00,209,7
9:00,469,9
10:00,794,9
11:00,880,9
12:00,959,5
13:00,970,5
14:00,960,5
15:00,852,5
16:00,740,4
17:00,525,4
18:00,317,3
19:00,152,2
20:00,26,7
21:00,0,7
22:00,0,8
23:00,0,8
24:00:00,0,8
1:00,0,7
2:00,0,8
3:00,0,8
4:00,0,6
5:00,0,7
6:00,5,8
7:00,63,8
8:00,125,9
9:00,251,9
10:00,362,8
11:00,401,8
12:00,1106,7
13:00,1066,6
14:00,873,5
15:00,763,5
16:00,778,4
17:00,364,4
18:00,150,5
19:00,54,7
20:00,12,5
21:00,0,4
22:00,0,4
23:00,0,8
24:00:00,0,8
1:00,0,10
2:00,0,8
3:00,0,5
4:00,0,5
5:00,0,7
6:00,22,6
7:00,158,6
8:00,356,3
9:00,558,3
10:00,750,2
11:00,906,3
12:00,1003,3
13:00,1055,2
14:00,1027,1
15:00,935,1
16:00,793,1
17:00,554,1
18:00,352,1
19:00,96,1
20:00,9,3
21:00,0,1
22:00,0,0
23:00,0,0
24:00:00,0,2
1:00,0,3
2:00,0,3
3:00,0,4
4:00,0,3
5:00,0,4
6:00,16,3
7:00,137,3
8:00,328,3
9:00,516,2
10:00,500,3
11:00,938,2
12:00,1017,1
13:00,1064,1
14:00,1011,1
15:00,942,0
16:00,795,0
17:00,559,0
18:00,358,0
19:00,119,0
20:00,16,1
21:00,0,0
22:00,0,0
23:00,0,2
24:00:00,0,7
1:00,0,3
2:00,0,1
3:00,0,0
4:00,0,0
5:00,0,2
6:00,16,2
7:00,137,2
8:00,342,2
9:00,544,0
10:00,755,0
11:00,914,0
12:00,1018,1
13:00,1066,1
14:00,1032,0
15:00,937,0
16:00,795,0
17:00,554,1
18:00,352,1
19:00,129,2
20:00,22,3
21:00,0,4
22:00,0,4
23:00,0,3
24:00:00,0,3
1:00,0,6
2:00,0,7
3:00,0,7
4:00,0,6
5:00,0,7
6:00,7,8
7:00,100,5
8:00,350,5
9:00,553,1
10:00,752,0
11:00,911,0
12:00,998,0
13:00,1063,0
14:00,1021,0
15:00,924,0
16:00,790,0
17:00,562,0
18:00,354,0
19:00,117,0
20:00,16,0
21:00,0,0
22:00,0,1
23:00,0,2
24:00:00,0,2
1:00,0,4
2:00,0,5
3:00,0,5
4:00,0,6
5:00,0,5
6:00,18,5
7:00,127,4
8:00,322,4
9:00,492,1
10:00,736,0
11:00,902,0
12:00,1001,1
13:00,976,2
14:00,854,1
15:00,876,0
16:00,772,0
17:00,542,0
18:00,345,0
19:00,119,0
20:00,14,0
21:00,0,1
22:00,0,2
23:00,0,4
24:00:00,0,6
1:00,0,6
2:00,0,7
3:00,0,9
4:00,0,9
5:00,0,8
6:00,13,4
7:00,115,3
8:00,324,2
9:00,494,3
10:00,660,3
11:00,924,4
12:00,919,3
13:00,749,2
14:00,1036,2
15:00,916,1
16:00,770,0
17:00,554,0
18:00,348,0
19:00,123,0
20:00,15,0
21:00,0,1
22:00,0,1
23:00,0,2
24:00:00,0,4
1:00,0,4
2:00,0,1
3:00,0,2
4:00,0,0
5:00,0,0
6:00,19,3
7:00,143,3
8:00,330,5
9:00,507,4
10:00,733,5
11:00,663,5
12:00,960,2
13:00,1017,3
14:00,995,2
15:00,916,2
16:00,770,1
17:00,550,1
18:00,345,2
19:00,180,4
20:00,17,6
21:00,0,8
22:00,0,7
23:00,0,4
24:00:00,0,4
1:00,0,3
2:00,0,2
3:00,0,0
4:00,0,2
5:00,0,3
6:00,6,5
7:00,134,6
8:00,339,3
9:00,572,4
10:00,574,5
11:00,667,3
12:00,992,3
13:00,1035,2
14:00,1008,3
15:00,921,3
16:00,750,4
17:00,466,6
18:00,156,9
19:00,47,9
20:00,5,8
21:00,0,8
22:00,0,6
23:00,0,9
24:00:00,0,7
1:00,0,3
2:00,0,3
3:00,0,3
4:00,0,3
5:00,0,2
6:00,14,2
7:00,128,2
8:00,322,0
9:00,534,0
10:00,723,0
11:00,885,0
12:00,984,0
13:00,1042,0
14:00,1007,0
15:00,922,0
16:00,650,4
17:00,343,6
18:00,56,10
19:00,23,8
20:00,6,10
21:00,0,9
22:00,0,10
23:00,0,9
24:00:00,0,10
1:00,0,8
2:00,0,8
3:00,0,8
4:00,0,6
5:00,0,4
6:00,14,7
7:00,129,6
8:00,314,6
9:00,521,4
10:00,720,0
11:00,864,0
12:00,976,0
13:00,1034,0
14:00,1000,0
15:00,917,0
16:00,768,0
17:00,544,0
18:00,343,0
19:00,131,0
20:00,12,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,12,0
7:00,126,0
8:00,323,0
9:00,528,0
10:00,736,0
11:00,904,0
12:00,998,0
13:00,1059,0
14:00,1045,0
15:00,952,0
16:00,810,0
17:00,593,0
18:00,351,0
19:00,131,0
20:00,10,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,12,0
7:00,116,2
8:00,322,5
9:00,537,2
10:00,746,3
11:00,900,4
12:00,1034,5
13:00,769,6
14:00,584,7
15:00,581,8
16:00,524,8
17:00,412,7
18:00,255,7
19:00,87,6
20:00,7,4
21:00,0,2
22:00,0,1
23:00,0,1
24:00:00,0,1
1:00,0,2
2:00,0,1
3:00,0,1
4:00,0,2
5:00,0,1
6:00,8,2
7:00,129,3
8:00,332,3
9:00,538,0
10:00,743,0
11:00,897,0
12:00,1002,0
13:00,1050,0
14:00,1009,0
15:00,920,0
16:00,771,0
17:00,563,0
18:00,338,0
19:00,137,0
20:00,10,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,10,0
7:00,128,0
8:00,325,0
9:00,532,0
10:00,769,2
11:00,884,0
12:00,991,0
13:00,1040,0
14:00,986,0
15:00,907,0
16:00,769,0
17:00,564,0
18:00,327,0
19:00,139,0
20:00,10,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,10,0
7:00,120,0
8:00,320,0
9:00,529,0
10:00,727,1
11:00,893,1
12:00,1005,1
13:00,1057,2
14:00,1022,2
15:00,933,2
16:00,786,1
17:00,575,2
18:00,374,4
19:00,142,4
20:00,14,4
21:00,0,5
22:00,0,5
23:00,0,2
24:00:00,0,3
1:00,0,5
2:00,0,7
3:00,0,8
4:00,0,6
5:00,0,6
6:00,8,7
7:00,62,7
8:00,137,7
9:00,375,6
10:00,781,3
11:00,912,4
12:00,820,5
13:00,688,7
14:00,787,6
15:00,621,5
16:00,662,5
17:00,553,3
18:00,293,6
19:00,43,9
20:00,14,8
21:00,0,8
22:00,0,7
23:00,0,9
24:00:00,0,9
1:00,0,10
2:00,0,10
3:00,0,8
4:00,0,8
5:00,0,8
6:00,5,9
7:00,47,9
8:00,132,10
9:00,248,10
10:00,362,10
11:00,658,9
12:00,773,9
13:00,514,10
14:00,801,9
15:00,787,7
16:00,781,2
17:00,561,1
18:00,304,2
19:00,122,3
20:00,16,5
21:00,0,3
22:00,0,2
23:00,0,4
24:00:00,0,5
1:00,0,7
2:00,0,7
3:00,0,6
4:00,0,8
5:00,0,7
6:00,21,8
7:00,130,7
8:00,302,8
9:00,503,8
10:00,705,9
11:00,784,9
12:00,898,8
13:00,964,5
14:00,899,5
15:00,706,5
16:00,758,3
17:00,555,2
18:00,307,2
19:00,141,3
20:00,11,8
21:00,0,8
22:00,0,8
23:00,0,8
24:00:00,0,8
1:00,0,7
2:00,0,9
3:00,0,8
4:00,0,9
5:00,0,9
6:00,6,10
7:00,57,10
8:00,186,9
9:00,209,10
10:00,646,8
11:00,708,7
12:00,816,6
13:00,958,4
14:00,975,3
15:00,861,3
16:00,750,3
17:00,474,4
18:00,106,10
19:00,35,10
20:00,8,10
21:00,0,10
22:00,0,10
23:00,0,10
24:00:00,0,10
1:00,0,10
2:00,0,10
3:00,0,10
4:00,0,10
5:00,0,9
6:00,11,9
7:00,75,9
8:00,294,8
9:00,506,6
10:00,674,3
11:00,775,3
12:00,947,2
13:00,932,2
14:00,928,4
15:00,776,2
16:00,716,3
17:00,555,3
18:00,279,4
19:00,146,5
20:00,24,7
21:00,0,6
22:00,0,9
23:00,0,7
24:00:00,0,7
1:00,0,7
2:00,0,6
3:00,0,6
4:00,0,4
5:00,0,4
6:00,7,6
7:00,119,4
8:00,308,1
9:00,516,1
10:00,719,0
11:00,880,0
12:00,991,0
13:00,1047,0
14:00,1004,0
15:00,911,0
16:00,767,1
17:00,575,3
18:00,307,6
19:00,82,8
20:00,7,8
21:00,0,8
22:00,0,10
23:00,0,10
24:00:00,0,8
1:00,0,6
2:00,0,6
3:00,0,6
4:00,0,5
5:00,0,5
6:00,7,8
7:00,105,5
8:00,295,0
9:00,504,0
10:00,710,0
11:00,864,0
12:00,965,0
13:00,1020,0
14:00,996,1
15:00,908,1
16:00,766,0
17:00,588,0
18:00,291,1
19:00,128,1
20:00,3,2
21:00,0,4
22:00,0,5
23:00,0,5
24:00:00,0,9
1:00,0,10
2:00,0,10
3:00,0,10
4:00,0,8
5:00,0,8
6:00,10,8
7:00,100,4
8:00,290,3
9:00,509,3
10:00,726,3
11:00,890,7
12:00,1001,5
13:00,1044,5
14:00,1004,5
15:00,900,4
16:00,759,3
17:00,588,2
18:00,324,5
19:00,136,3
20:00,12,4
21:00,0,2
22:00,0,6
23:00,0,6
24:00:00,0,9
1:00,0,9
2:00,0,8
3:00,0,8
4:00,0,5
5:00,0,3
6:00,6,6
7:00,64,8
8:00,267,5
9:00,392,6
10:00,689,2
11:00,848,1
12:00,961,1
13:00,1014,2
14:00,980,1
15:00,888,1
16:00,746,3
17:00,492,7
18:00,124,9
19:00,28,9
20:00,2,9
21:00,0,10
22:00,0,9
23:00,0,10
24:00:00,0,10
1:00,0,10
2:00,0,10
3:00,0,10
4:00,0,7
5:00,0,7
6:00,6,8
7:00,49,8
8:00,163,7
9:00,367,6
10:00,699,3
11:00,844,3
12:00,983,4
13:00,1029,7
14:00,996,7
15:00,896,8
16:00,719,8
17:00,583,8
18:00,272,5
19:00,128,5
20:00,5,6
21:00,0,5
22:00,0,4
23:00,0,8
24:00:00,0,5
1:00,0,5
2:00,0,5
3:00,0,4
4:00,0,4
5:00,0,3
6:00,4,5
7:00,51,5
8:00,105,7
9:00,239,8
10:00,730,8
11:00,868,6
12:00,982,5
13:00,1024,7
14:00,989,6
15:00,890,4
16:00,768,4
17:00,470,6
18:00,202,8
19:00,77,9
20:00,5,9
21:00,0,10
22:00,0,10
23:00,0,10
24:00:00,0,10
1:00,0,10
2:00,0,10
3:00,0,9
4:00,0,9
5:00,0,7
6:00,6,9
7:00,93,9
8:00,290,9
9:00,555,10
10:00,488,9
11:00,854,9
12:00,981,9
13:00,936,8
14:00,778,7
15:00,808,6
16:00,633,7
17:00,345,7
18:00,253,7
19:00,62,10
20:00,2,10
21:00,0,10
22:00,0,10
23:00,0,10
24:00:00,0,10
1:00,0,8
2:00,0,9
3:00,0,9
4:00,0,8
5:00,0,7
6:00,5,7
7:00,76,8
8:00,247,7
9:00,335,7
10:00,445,5
11:00,845,5
12:00,994,4
13:00,993,2
14:00,969,2
15:00,883,2
16:00,741,2
17:00,571,3
18:00,194,8
19:00,25,10
20:00,2,10
21:00,0,10
22:00,0,10
23:00,0,10
24:00:00,0,10
1:00,0,10
2:00,0,10
3:00,0,10
4:00,0,10
5:00,0,8
6:00,4,8
7:00,57,8
8:00,105,10
9:00,177,10
10:00,211,10
11:00,362,9
12:00,482,9
13:00,782,7
14:00,853,5
15:00,889,5
16:00,757,5
17:00,400,9
18:00,196,10
19:00,90,10
20:00,6,8
21:00,0,7
22:00,0,7
23:00,0,7
24:00:00,0,8
1:00,0,9
2:00,0,9
3:00,0,7
4:00,0,10
5:00,0,8
6:00,3,8
7:00,49,10
8:00,208,9
9:00,347,9
10:00,620,8
11:00,765,10
12:00,558,9
13:00,748,8
14:00,773,10
15:00,405,10
16:00,200,10
17:00,158,10
18:00,111,10
19:00,60,10
20:00,3,10
21:00,0,10
22:00,0,7
23:00,0,4
24:00:00,0,7
1:00,0,7
2:00,0,0
3:00,0,2
4:00,0,0
5:00,0,0
6:00,0,2
7:00,61,2
8:00,267,0
9:00,477,0
10:00,673,0
11:00,844,0
12:00,950,0
13:00,987,0
14:00,953,0
15:00,855,1
16:00,727,2
17:00,526,3
18:00,351,7
19:00,124,8
20:00,0,10
21:00,0,7
22:00,0,7
23:00,0,8
24:00:00,0,8
1:00,0,7
2:00,0,7
3:00,0,3
4:00,0,6
5:00,0,2
6:00,0,8
7:00,80,2
8:00,278,4
9:00,435,7
10:00,513,8
11:00,539,9
12:00,912,8
13:00,991,7
14:00,888,6
15:00,613,7
16:00,510,4
17:00,528,2
18:00,307,1
19:00,91,2
20:00,0,9
21:00,0,7
22:00,0,6
23:00,0,8
24:00:00,0,4
1:00,0,3
2:00,0,3
3:00,0,10
4:00,0,10
5:00,0,8
6:00,0,10
7:00,18,10
8:00,71,9
9:00,184,10
10:00,700,10
11:00,726,9
12:00,893,10
13:00,952,10
