Time (HH:MM),GHI (W/m^2),TotCld (tenths)
11:00,714,3
12:00,809,2
13:00,839,1
14:00,820,1
15:00,706,3
16:00,572,3
17:00,413,1
18:00,221,1
19:00,2,1
20:00,0,1
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,0
7:00,0,0
8:00,120,0
9:00,330,0
10:00,547,0
11:00,714,0
12:00,838,0
13:00,899,0
14:00,877,1
15:00,719,2
16:00,586,1
17:00,438,0
18:00,217,0
19:00,2,0
20:00,0,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,2
3:00,0,3
4:00,0,2
5:00,0,0
6:00,0,1
7:00,0,1
8:00,110,2
9:00,322,1
10:00,553,3
11:00,715,0
12:00,769,0
13:00,736,4
14:00,700,7
15:00,739,7
16:00,513,4
17:00,428,3
18:00,213,2
19:00,3,3
20:00,0,2
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,3
1:00,0,0
2:00,0,1
3:00,0,1
4:00,0,1
5:00,0,0
6:00,0,0
7:00,0,0
8:00,130,0
9:00,360,0
10:00,559,0
11:00,726,0
12:00,850,0
13:00,875,0
14:00,851,0
15:00,765,0
16:00,621,0
17:00,427,0
18:00,225,0
19:00,4,0
20:00,0,0
21:00,0,0
22:00,0,1
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,0
7:00,0,0
8:00,126,1
9:00,338,2
10:00,549,0
11:00,727,0
12:00,839,0
13:00,905,0
14:00,883,0
15:00,752,0
16:00,584,0
17:00,434,0
18:00,221,0
19:00,4,0
20:00,0,0
21:00,0,0
22:00,0,1
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,3
6:00,0,0
7:00,0,0
8:00,135,0
9:00,362,0
10:00,555,0
11:00,749,0
12:00,839,0
13:00,881,0
14:00,870,0
15:00,778,0
16:00,634,0
17:00,416,0
18:00,233,0
19:00,5,0
20:00,0,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,0
7:00,0,0
8:00,143,0
9:00,377,0
10:00,572,0
11:00,750,0
12:00,851,0
13:00,900,0
14:00,851,0
15:00,751,0
16:00,619,0
17:00,448,0
18:00,229,0
19:00,6,1
20:00,0,4
21:00,0,3
22:00,0,0
23:00,0,1
24:00:00,0,2
1:00,0,9
2:00,0,10
3:00,0,7
4:00,0,8
5:00,0,2
6:00,0,1
7:00,0,0
8:00,139,1
9:00,132,3
10:00,356,6
11:00,293,7
12:00,463,8
13:00,447,9
14:00,340,10
15:00,259,9
16:00,539,7
17:00,413,7
18:00,240,5
19:00,7,5
20:00,0,8
21:00,0,9
22:00,0,7
23:00,0,9
24:00:00,0,6
1:00,0,4
2:00,0,7
3:00,0,8
4:00,0,10
5:00,0,8
6:00,0,10
7:00,0,7
8:00,111,10
9:00,238,7
10:00,305,6
11:00,447,10
12:00,666,10
13:00,815,8
14:00,693,8
15:00,737,8
16:00,604,8
17:00,454,6
18:00,236,5
19:00,8,3
20:00,0,3
21:00,0,1
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,5
3:00,0,10
4:00,0,5
5:00,0,0
6:00,0,1
7:00,0,0
8:00,149,0
9:00,372,0
10:00,574,0
11:00,763,0
12:00,858,0
13:00,622,3
14:00,838,9
15:00,803,7
16:00,646,3
17:00,445,0
18:00,233,2
19:00,9,7
20:00,0,5
21:00,0,5
22:00,0,6
23:00,0,8
24:00:00,0,10
1:00,0,0
2:00,0,5
3:00,0,3
4:00,0,2
5:00,0,0
6:00,0,3
7:00,1,0
8:00,165,0
9:00,360,0
10:00,544,3
11:00,736,2
12:00,818,1
13:00,864,2
14:00,851,4
15:00,750,3
16:00,653,3
17:00,444,6
18:00,172,5
19:00,7,5
20:00,0,2
21:00,0,1
22:00,0,0
23:00,0,1
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,0
7:00,2,0
8:00,164,0
9:00,241,0
10:00,436,3
11:00,775,3
12:00,864,3
13:00,344,3
14:00,864,8
15:00,816,5
16:00,667,1
17:00,392,1
18:00,240,1
19:00,11,2
20:00,0,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,1
7:00,3,0
8:00,176,0
9:00,362,0
10:00,400,2
11:00,737,2
12:00,847,3
13:00,919,2
14:00,876,0
15:00,809,0
16:00,630,0
17:00,458,0
18:00,251,0
19:00,13,0
20:00,0,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,3
3:00,0,2
4:00,0,5
5:00,0,0
6:00,0,0
7:00,4,0
8:00,181,0
9:00,414,0
10:00,619,0
11:00,782,0
12:00,888,0
13:00,913,0
14:00,895,0
15:00,796,0
16:00,622,0
17:00,440,0
18:00,248,0
19:00,14,0
20:00,0,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,0
7:00,5,1
8:00,152,2
9:00,346,2
10:00,636,3
11:00,738,2
12:00,848,1
13:00,345,6
14:00,605,9
15:00,172,10
16:00,222,10
17:00,232,9
18:00,109,10
19:00,6,10
20:00,0,10
21:00,0,10
22:00,0,10
23:00,0,10
24:00:00,0,9
1:00,0,10
2:00,0,10
3:00,0,10
4:00,0,10
5:00,0,10
6:00,0,10
7:00,6,10
8:00,36,10
9:00,117,10
10:00,193,10
11:00,150,10
12:00,331,10
13:00,417,10
14:00,479,10
15:00,212,8
16:00,643,8
17:00,463,5
18:00,269,3
19:00,17,3
20:00,0,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,0
7:00,8,0
8:00,184,0
9:00,409,0
10:00,611,0
11:00,783,3
12:00,895,3
13:00,913,3
14:00,926,3
15:00,822,3
16:00,650,3
17:00,470,3
18:00,265,0
19:00,18,0
20:00,0,0
21:00,0,1
22:00,0,1
23:00,0,3
24:00:00,0,8
1:00,0,7
2:00,0,5
3:00,0,9
4:00,0,5
5:00,0,0
6:00,0,2
7:00,9,4
8:00,95,5
9:00,316,8
10:00,549,6
11:00,767,6
12:00,913,4
13:00,914,3
14:00,908,5
15:00,550,8
16:00,635,9
17:00,82,9
18:00,210,9
19:00,15,9
20:00,0,9
21:00,0,4
22:00,0,8
23:00,0,4
24:00:00,0,5
1:00,0,5
2:00,0,5
3:00,0,5
4:00,0,5
5:00,0,0
6:00,0,3
7:00,13,3
8:00,195,3
9:00,402,3
10:00,607,3
11:00,551,5
12:00,233,6
13:00,841,8
14:00,145,9
15:00,132,9
16:00,299,10
17:00,345,8
18:00,194,8
19:00,15,8
20:00,0,5
21:00,0,6
22:00,0,7
23:00,0,5
24:00:00,0,3
1:00,0,0
2:00,0,0
3:00,0,4
4:00,0,1
5:00,0,0
6:00,0,0
7:00,31,0
8:00,190,0
9:00,424,0
10:00,619,0
11:00,778,0
12:00,902,1
13:00,958,1
14:00,938,1
15:00,801,2
16:00,531,5
17:00,422,5
18:00,160,6
19:00,24,5
20:00,0,1
21:00,0,2
22:00,0,4
23:00,0,10
24:00:00,0,9
1:00,0,10
2:00,0,9
3:00,0,10
4:00,0,10
5:00,0,10
6:00,0,10
7:00,20,10
8:00,33,10
9:00,89,10
10:00,197,10
11:00,193,10
12:00,109,10
13:00,409,10
14:00,274,10
15:00,226,10
16:00,363,10
17:00,194,10
18:00,48,10
19:00,21,9
20:00,0,5
21:00,0,1
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,0
7:00,41,0
8:00,211,0
9:00,445,0
10:00,646,0
11:00,819,0
12:00,923,0
13:00,946,0
14:00,934,0
15:00,815,1
16:00,698,2
17:00,343,3
18:00,224,4
19:00,41,2
20:00,0,4
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,0
7:00,33,0
8:00,215,0
9:00,451,0
10:00,653,0
11:00,820,0
12:00,931,0
13:00,953,0
14:00,937,0
15:00,825,0
16:00,664,0
17:00,450,0
18:00,214,0
19:00,43,0
20:00,0,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,0
7:00,38,0
8:00,225,0
9:00,459,0
10:00,661,0
11:00,832,0
12:00,935,0
13:00,963,0
14:00,945,0
15:00,838,0
16:00,664,0
17:00,457,0
18:00,220,0
19:00,45,0
20:00,0,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,0
7:00,40,1
8:00,213,3
9:00,461,6
10:00,683,5
11:00,778,5
12:00,966,5
13:00,971,4
14:00,969,4
15:00,861,5
16:00,692,7
17:00,467,6
18:00,210,5
19:00,53,3
20:00,0,2
21:00,0,1
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,1
2:00,0,1
3:00,0,1
4:00,0,0
5:00,0,0
6:00,0,0
7:00,43,0
8:00,231,0
9:00,470,0
10:00,675,0
11:00,845,0
12:00,947,0
13:00,981,0
14:00,961,0
15:00,840,0
16:00,692,0
17:00,471,0
18:00,226,0
19:00,50,0
20:00,0,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,0
7:00,44,0
8:00,231,0
9:00,471,0
10:00,680,0
11:00,849,0
12:00,947,0
13:00,977,0
14:00,948,0
15:00,845,0
16:00,694,0
17:00,470,0
18:00,228,0
19:00,47,0
20:00,0,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,0
7:00,57,0
8:00,243,0
9:00,490,0
10:00,697,0
11:00,856,0
12:00,971,0
13:00,1002,0
14:00,971,5
15:00,866,6
16:00,685,10
17:00,487,10
18:00,242,7
19:00,62,3
20:00,0,1
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,0
7:00,55,0
8:00,253,0
9:00,505,0
10:00,713,0
11:00,862,0
12:00,986,0
13:00,1012,0
14:00,977,0
15:00,875,0
16:00,712,0
17:00,472,0
18:00,236,0
19:00,59,0
20:00,0,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,0
7:00,47,0
8:00,233,0
9:00,473,0
10:00,675,0
11:00,838,0
12:00,950,0
13:00,975,0
14:00,938,0
15:00,848,0
16:00,675,0
17:00,455,0
18:00,223,0
19:00,50,0
20:00,0,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,2
1:00,0,4
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,0
7:00,48,0
8:00,234,0
9:00,472,1
10:00,658,5
11:00,812,2
12:00,913,2
13:00,986,0
14:00,958,0
15:00,855,0
16:00,691,1
17:00,442,5
18:00,251,6
19:00,42,3
20:00,0,3
21:00,0,1
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,0
7:00,53,0
8:00,240,0
9:00,484,0
10:00,690,0
11:00,857,0
12:00,967,0
13:00,992,0
14:00,950,0
15:00,858,0
16:00,675,0
17:00,462,1
18:00,233,0
19:00,39,1
20:00,0,1
21:00,0,1
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,1
3:00,0,2
4:00,0,6
5:00,0,10
6:00,0,9
7:00,45,8
8:00,240,8
9:00,422,9
10:00,529,9
11:00,700,9
12:00,660,9
13:00,604,9
14:00,566,10
15:00,644,9
16:00,468,9
17:00,399,8
18:00,201,6
19:00,54,4
20:00,0,3
21:00,0,1
22:00,0,1
23:00,0,1
24:00:00,0,1
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,0
7:00,60,0
8:00,249,0
9:00,488,0
10:00,688,0
11:00,857,0
12:00,952,0
13:00,990,0
14:00,947,0
15:00,826,0
16:00,633,1
17:00,475,2
18:00,247,1
19:00,51,1
20:00,0,1
21:00,0,6
22:00,0,10
23:00,0,10
24:00:00,0,10
1:00,0,2
2:00,0,1
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,0
7:00,62,0
8:00,251,0
9:00,490,0
10:00,695,0
11:00,863,0
12:00,960,0
13:00,994,0
14:00,957,0
15:00,856,0
16:00,699,0
17:00,475,0
18:00,242,0
19:00,53,0
20:00,0,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,0,0
7:00,54,0
8:00,260,0
9:00,502,0
10:00,706,0
11:00,839,0
12:00,962,0
13:00,996,0
14:00,958,0
15:00,862,0
16:00,703,0
17:00,485,0
18:00,254,0
19:00,47,0
20:00,0,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,1,0
7:00,74,0
8:00,272,0
9:00,512,0
10:00,713,0
11:00,877,1
12:00,998,2
13:00,789,7
14:00,937,9
15:00,792,9
16:00,692,9
17:00,442,9
18:00,197,10
19:00,51,10
20:00,0,9
21:00,0,9
22:00,0,8
23:00,0,6
24:00:00,0,5
1:00,0,9
2:00,0,10
3:00,0,8
4:00,0,4
5:00,0,4
6:00,0,2
7:00,58,1
8:00,275,0
9:00,512,0
10:00,711,0
11:00,866,0
12:00,967,0
13:00,997,0
14:00,947,2
15:00,612,6
16:00,515,6
17:00,462,4
18:00,199,2
19:00,58,1
20:00,0,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,1,0
7:00,76,0
8:00,268,0
9:00,508,0
10:00,710,0
11:00,873,0
12:00,977,0
13:00,1024,0
14:00,985,0
15:00,888,0
16:00,725,0
17:00,495,0
18:00,263,0
19:00,55,0
20:00,0,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,6,0
7:00,85,0
8:00,293,0
9:00,544,0
10:00,749,0
11:00,913,0
12:00,1016,0
13:00,1054,0
14:00,1017,0
15:00,899,0
16:00,732,1
17:00,502,5
18:00,264,7
19:00,50,9
20:00,0,6
21:00,0,6
22:00,0,4
23:00,0,2
24:00:00,0,2
1:00,0,4
2:00,0,8
3:00,0,10
4:00,0,10
5:00,0,9
6:00,2,10
7:00,67,10
8:00,219,10
9:00,414,10
10:00,611,10
11:00,820,10
12:00,779,10
13:00,837,10
14:00,869,10
15:00,748,10
16:00,554,10
17:00,240,10
18:00,113,10
19:00,33,10
20:00,0,10
21:00,0,10
22:00,0,10
23:00,0,10
24:00:00,0,10
1:00,0,10
2:00,0,10
3:00,0,10
4:00,0,10
5:00,0,9
6:00,0,9
7:00,65,10
8:00,186,10
9:00,319,10
10:00,607,10
11:00,883,9
12:00,914,10
13:00,883,10
14:00,543,10
15:00,479,10
16:00,346,10
17:00,226,10
18:00,98,10
19:00,38,10
20:00,0,10
21:00,0,8
22:00,0,10
23:00,0,8
24:00:00,0,8
1:00,0,6
2:00,0,3
3:00,0,4
4:00,0,2
5:00,0,7
6:00,0,7
7:00,83,3
8:00,157,4
9:00,498,3
10:00,715,3
11:00,871,3
12:00,767,6
13:00,501,8
14:00,857,8
15:00,647,5
16:00,472,5
17:00,369,3
18:00,258,1
19:00,50,1
20:00,0,1
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,2,0
7:00,73,0
8:00,272,0
9:00,500,0
10:00,708,1
11:00,856,1
12:00,947,1
13:00,949,5
14:00,934,8
15:00,835,6
16:00,695,6
17:00,478,4
18:00,250,2
19:00,48,2
20:00,0,1
21:00,0,1
22:00,0,1
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,5,0
7:00,88,2
8:00,279,5
9:00,508,5
10:00,712,2
11:00,860,7
12:00,964,2
13:00,990,4
14:00,954,9
15:00,840,9
16:00,695,9
17:00,471,9
18:00,244,10
19:00,65,10
20:00,1,10
21:00,0,9
22:00,0,8
23:00,0,10
24:00:00,0,9
1:00,0,9
2:00,0,9
3:00,0,10
4:00,0,10
5:00,0,8
6:00,6,8
7:00,80,10
8:00,244,10
9:00,509,10
10:00,590,10
11:00,808,10
12:00,892,10
13:00,812,10
14:00,707,10
15:00,702,10
16:00,535,10
17:00,349,10
18:00,126,10
19:00,29,10
20:00,0,10
21:00,0,10
22:00,0,8
23:00,0,7
24:00:00,0,3
1:00,0,1
2:00,0,1
3:00,0,0
4:00,0,0
5:00,0,0
6:00,6,0
7:00,91,0
8:00,302,0
9:00,541,0
10:00,734,0
11:00,915,0
12:00,1002,0
13:00,1020,0
14:00,993,0
15:00,884,0
16:00,727,0
17:00,505,0
18:00,276,0
19:00,66,0
20:00,2,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,6,0
7:00,102,0
8:00,305,0
9:00,545,0
10:00,744,0
11:00,904,0
12:00,1000,0
13:00,1027,0
14:00,991,0
15:00,882,0
16:00,724,1
17:00,461,7
18:00,273,9
19:00,58,10
20:00,3,9
21:00,0,8
22:00,0,10
23:00,0,4
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,8,0
7:00,107,0
8:00,314,0
9:00,557,1
10:00,713,8
11:00,862,8
12:00,931,5
13:00,1025,2
14:00,947,5
15:00,900,2
16:00,728,2
17:00,371,6
18:00,183,7
19:00,52,9
20:00,0,10
21:00,0,10
22:00,0,10
23:00,0,10
24:00:00,0,10
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,9,0
7:00,103,0
8:00,323,0
9:00,556,0
10:00,758,0
11:00,909,0
12:00,1005,0
13:00,1038,0
14:00,998,0
15:00,890,0
16:00,724,0
17:00,514,0
18:00,281,0
19:00,73,0
20:00,2,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,14,0
7:00,121,0
8:00,344,0
9:00,574,0
10:00,774,0
11:00,928,0
12:00,1021,0
13:00,1048,0
14:00,1012,0
15:00,863,3
16:00,700,7
17:00,499,7
18:00,228,10
19:00,60,10
20:00,2,10
21:00,0,10
22:00,0,6
23:00,0,10
24:00:00,0,10
1:00,0,9
2:00,0,9
3:00,0,10
4:00,0,10
5:00,0,10
6:00,9,7
7:00,102,3
8:00,301,1
9:00,508,3
10:00,725,1
11:00,873,5
12:00,766,7
13:00,850,8
14:00,700,7
15:00,817,8
16:00,546,9
17:00,128,10
18:00,113,10
19:00,32,10
20:00,1,10
21:00,0,10
22:00,0,10
23:00,0,10
24:00:00,0,10
1:00,0,10
2:00,0,10
3:00,0,10
4:00,0,5
5:00,0,10
6:00,6,10
7:00,38,10
8:00,123,10
9:00,357,9
10:00,607,7
11:00,709,5
12:00,768,1
13:00,1003,2
14:00,954,3
15:00,574,9
16:00,166,10
17:00,120,10
18:00,73,10
19:00,26,10
20:00,1,10
21:00,0,10
22:00,0,10
23:00,0,10
24:00:00,0,10
1:00,0,10
2:00,0,10
3:00,0,10
4:00,0,4
5:00,0,7
6:00,13,10
7:00,68,9
8:00,312,5
9:00,502,3
10:00,724,8
11:00,875,8
12:00,939,6
13:00,962,7
14:00,1043,7
15:00,776,4
16:00,628,1
17:00,531,2
18:00,303,1
19:00,72,10
20:00,7,10
21:00,0,10
22:00,0,10
23:00,0,10
24:00:00,0,10
1:00,0,9
2:00,0,10
3:00,0,8
4:00,0,10
5:00,0,8
6:00,11,10
7:00,93,10
8:00,274,9
9:00,516,7
10:00,713,9
11:00,713,10
12:00,626,10
13:00,487,10
14:00,495,10
15:00,544,10
16:00,555,10
17:00,476,9
18:00,298,1
19:00,93,0
20:00,7,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,18,0
7:00,123,3
8:00,360,7
9:00,492,8
10:00,582,10
11:00,310,10
12:00,458,10
13:00,390,10
14:00,457,10
15:00,428,10
16:00,504,10
17:00,219,10
18:00,240,10
19:00,52,9
20:00,4,5
21:00,0,8
22:00,0,10
23:00,0,10
24:00:00,0,4
1:00,0,4
2:00,0,8
3:00,0,7
4:00,0,8
5:00,0,10
6:00,8,7
7:00,62,10
8:00,178,10
9:00,330,8
10:00,694,1
11:00,755,4
12:00,926,2
13:00,963,3
14:00,868,3
15:00,838,2
16:00,684,2
17:00,490,0
18:00,264,0
19:00,72,0
20:00,5,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,15,0
7:00,123,0
8:00,338,0
9:00,563,0
10:00,762,0
11:00,913,0
12:00,942,1
13:00,979,3
14:00,953,1
15:00,891,0
16:00,699,1
17:00,523,0
18:00,294,0
19:00,90,0
20:00,6,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,19,0
7:00,133,0
8:00,351,0
9:00,575,0
10:00,769,0
11:00,947,5
12:00,1050,6
13:00,1083,6
14:00,1040,6
15:00,945,7
16:00,746,1
17:00,545,0
18:00,314,0
19:00,98,0
20:00,9,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,13,0
7:00,116,0
8:00,329,0
9:00,555,0
10:00,753,0
11:00,906,0
12:00,1002,0
13:00,1025,0
14:00,990,0
15:00,890,0
16:00,728,1
17:00,522,2
18:00,283,6
19:00,85,7
20:00,4,5
21:00,0,1
22:00,0,1
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,6
6:00,17,2
7:00,127,0
8:00,340,0
9:00,571,0
10:00,765,0
11:00,917,0
12:00,1007,0
13:00,1031,0
14:00,996,0
15:00,888,0
16:00,731,0
17:00,530,0
18:00,307,0
19:00,93,0
20:00,7,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,23,0
7:00,152,0
8:00,377,0
9:00,603,0
10:00,803,0
11:00,960,0
12:00,1052,0
13:00,1066,0
14:00,1031,0
15:00,930,0
16:00,769,0
17:00,571,0
18:00,336,0
19:00,112,0
20:00,13,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,20,0
7:00,142,0
8:00,363,0
9:00,588,0
10:00,788,0
11:00,940,0
12:00,1032,0
13:00,1064,0
14:00,1025,0
15:00,920,0
16:00,756,0
17:00,553,0
18:00,323,0
19:00,106,0
20:00,10,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,19,0
7:00,136,0
8:00,357,0
9:00,584,0
10:00,785,0
11:00,932,0
12:00,1027,0
13:00,1052,0
14:00,1014,0
15:00,911,0
16:00,750,0
17:00,540,0
18:00,316,0
19:00,101,0
20:00,9,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,16,0
7:00,126,0
8:00,340,0
9:00,567,0
10:00,763,0
11:00,916,0
12:00,1007,0
13:00,1036,0
14:00,1000,0
15:00,896,0
16:00,731,0
17:00,524,0
18:00,297,0
19:00,92,0
20:00,8,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,16,0
7:00,118,0
8:00,325,0
9:00,550,0
10:00,748,0
11:00,901,0
12:00,998,0
13:00,1022,0
14:00,984,0
15:00,878,0
16:00,719,0
17:00,513,0
18:00,284,0
19:00,81,1
20:00,1,9
21:00,0,9
22:00,0,9
23:00,0,9
24:00:00,0,6
1:00,0,8
2:00,0,10
3:00,0,9
4:00,0,10
5:00,0,10
6:00,24,10
7:00,141,10
8:00,280,10
9:00,444,10
10:00,672,8
11:00,812,10
12:00,697,10
13:00,919,10
14:00,943,10
15:00,719,9
16:00,712,8
17:00,452,9
18:00,320,9
19:00,70,10
20:00,2,10
21:00,0,10
22:00,0,10
23:00,0,10
24:00:00,0,10
1:00,0,10
2:00,0,10
3:00,0,10
4:00,0,10
5:00,0,10
6:00,13,10
7:00,88,10
8:00,165,10
9:00,231,10
10:00,318,10
11:00,381,10
12:00,423,10
13:00,546,10
14:00,704,10
15:00,474,10
16:00,757,8
17:00,397,6
18:00,271,6
19:00,76,3
20:00,7,9
21:00,0,4
22:00,0,1
23:00,0,3
24:00:00,0,10
1:00,0,8
2:00,0,4
3:00,0,1
4:00,0,0
5:00,0,1
6:00,17,10
7:00,87,10
8:00,288,10
9:00,474,10
10:00,631,10
11:00,649,10
12:00,964,7
13:00,971,3
14:00,972,9
15:00,806,8
16:00,728,7
17:00,443,7
18:00,260,6
19:00,82,5
20:00,7,3
21:00,0,1
22:00,0,0
23:00,0,0
24:00:00,0,4
1:00,0,3
2:00,0,2
3:00,0,0
4:00,0,0
5:00,0,0
6:00,26,0
7:00,158,0
8:00,375,0
9:00,591,0
10:00,788,0
11:00,932,0
12:00,1027,0
13:00,1056,0
14:00,1021,0
15:00,822,1
16:00,738,2
17:00,531,1
18:00,324,1
19:00,125,0
20:00,17,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,0
6:00,23,0
7:00,149,0
8:00,368,0
9:00,594,0
10:00,781,0
11:00,936,0
12:00,1035,0
13:00,1062,0
14:00,1026,0
15:00,919,0
16:00,763,0
17:00,560,0
18:00,331,0
19:00,116,0
20:00,14,0
21:00,0,0
22:00,0,0
23:00,0,0
24:00:00,0,0
1:00,0,0
2:00,0,0
3:00,0,0
4:00,0,0
5:00,0,3
6:00,26,2
7:00,160,4
8:00,380,0
9:00,604,0
10:00,806,2
11:00,891,4
12:00,996,6
13:00,1082,7
14:00,1026,8
15:00,754,8
16:00,682,9
17:00,480,9
18:00,305,9
19:00,71,10
20:00,12,10
21:00,0,9
22:00,0,10
23:00,0,10
24:00:00,0,7
1:00,0,9
2:00,0,8
3:00,0,5
4:00,0,2
