timestamp,tempm,elec_load,heat_load,cool_load,
1/9/2012 12:00,16.24166667,949.1001069,164.3445287,737.9998567,
1/9/2012 13:00,16.7,993.2133601,157.4413098,763.2528134,
1/9/2012 14:00,16.7,994.9560074,143.6690922,767.2803326,
1/9/2012 15:00,16.35,994.1208317,133.1008423,746.5847798,
1/9/2012 16:00,15.10833333,738.9231944,144.6624456,622.5407809,
1/9/2012 17:00,13.75833333,740.7701207,164.5465654,551.1524407,
1/9/2012 18:00,13.00833333,672.7103735,134.1597617,465.0069204,
1/9/2012 19:00,12.45,690.9208602,164.8704084,285.750494,
1/9/2012 20:00,12.2,789.4118434,189.1553881,315.908615,
1/9/2012 21:00,12.2,759.5183449,193.0434662,315.7764257,
1/9/2012 22:00,11.26666667,749.0160887,214.8341305,323.5318957,
1/9/2012 23:00,10.25,644.0681266,265.5517618,334.8219399,
1/10/2012 0:00,9.008333333,638.4033667,278.9559083,321.6727306,
1/10/2012 1:00,8.3,633.1149406,289.0511281,306.8991213,
1/10/2012 2:00,8.008333333,625.8691424,289.7509523,296.9163284,
1/10/2012 3:00,7.45,629.4441539,279.6904966,272.4583031,
1/10/2012 4:00,6.558333333,636.4239042,304.9337203,261.2566968,
1/10/2012 5:00,6.1,641.6940642,304.2281844,255.9141246,
1/10/2012 6:00,6.1,652.7517149,329.0790605,257.212536,
1/10/2012 7:00,7.383333333,842.5265198,262.7019356,268.8390029,
1/10/2012 8:00,9.641666667,1056.803982,201.0326731,291.4859851,
1/10/2012 9:00,12.175,1099.055839,154.1295094,366.4235795,
1/10/2012 10:00,14.29166667,1082.734434,122.664692,658.126416,
1/10/2012 11:00,15,988.8526635,169.090689,697.0389268,
1/10/2012 12:00,15,946.433433,163.4687685,698.7693561,
1/10/2012 13:00,15.35,993.3585074,128.9388501,681.4993989,
1/10/2012 14:00,15.6,993.9735573,119.9324444,701.0438801,
1/10/2012 15:00,15.25,990.80569,128.0032726,707.7884962,
1/10/2012 16:00,14.35833333,744.5613514,108.0043998,554.1493435,
1/10/2012 17:00,12.90833333,747.6080306,119.0392335,386.9305517,
1/10/2012 18:00,12.2,653.2571447,188.3745383,256.6168574,
1/10/2012 19:00,11.90833333,651.6517242,208.8179845,269.2675322,
1/10/2012 20:00,11.7,650.4798531,217.0055937,268.6752142,
1/10/2012 21:00,11.35,606.4498675,222.9755437,266.14742,
1/10/2012 22:00,10.45833333,610.8335124,231.4651696,262.562454,
1/10/2012 23:00,9.65,587.4511612,243.9493283,288.1760209,
1/11/2012 0:00,8.758333333,594.0693377,254.7563163,280.4084504,
1/11/2012 1:00,7.658333333,589.8030266,263.8597292,268.5493206,
1/11/2012 2:00,6.558333333,588.8034486,278.3191904,258.6961431,
1/11/2012 3:00,6.1,592.1870948,297.7654139,254.4147427,
1/11/2012 4:00,6.741666667,601.9623924,291.1956778,260.8633814,
1/11/2012 5:00,6.558333333,605.0889286,296.2992264,261.4623473,
1/11/2012 6:00,6.1,620.0328552,315.6878957,255.3908812,
1/11/2012 7:00,6.741666667,812.270164,270.8955025,262.3497638,
1/11/2012 8:00,9.825,1026.381329,207.7399535,291.4395173,
1/11/2012 9:00,13.275,1087.619133,133.3764541,466.7261661,
1/11/2012 10:00,16.03333333,1129.044065,101.552712,688.8315031,
1/11/2012 11:00,17.84166667,1121.880547,138.1691534,816.8431608,
1/11/2012 12:00,19.64166667,1078.953809,128.7868728,869.8757163,
1/11/2012 13:00,20.25,1115.438032,115.9959235,903.0174115,
1/11/2012 14:00,18.36666667,1021.339858,124.9694896,836.0764404,
1/11/2012 15:00,16.90833333,996.0482296,129.4966107,761.0437005,
1/11/2012 16:00,16.05833333,743.9372145,135.4151229,643.4575895,
1/11/2012 17:00,15.25,750.5624291,176.8380382,616.119755,
1/11/2012 18:00,15,704.7796483,205.4385674,624.1085837,
1/11/2012 19:00,15,825.0687584,216.1217748,685.1750465,
1/11/2012 20:00,14.65,824.1560916,219.3735304,672.3587134,
1/11/2012 21:00,13.75833333,777.2951261,227.3395611,648.8898293,
1/11/2012 22:00,13.3,716.4367613,191.1003471,577.9232386,
1/11/2012 23:00,12.36666667,604.3175269,168.4252828,333.2102302,
1/12/2012 0:00,11.35,599.4199394,216.1989972,298.4053212,
1/12/2012 1:00,9.816666667,592.6985897,235.4044746,289.1722076,
1/12/2012 2:00,9.191666667,590.9816516,251.0549936,280.7930029,
1/12/2012 3:00,9.4,586.9281248,253.9071053,286.0306619,
1/12/2012 4:00,8.466666667,583.4880211,256.626491,277.963932,
1/12/2012 5:00,8.091666667,584.1042422,278.1422186,271.859004,
1/12/2012 6:00,8.65,581.5070765,275.4376663,278.4338521,
1/12/2012 7:00,8.9,767.3186679,241.6504226,281.3938793,
1/12/2012 8:00,10.53333333,989.3218222,197.0487186,297.5831701,
1/12/2012 9:00,12.34166667,999.7513428,165.7620218,320.4974681,
1/12/2012 10:00,14.43333333,941.2510624,155.6445959,623.3408963,
1/12/2012 11:00,15.89166667,944.2912154,131.7951959,677.6785226,
1/12/2012 12:00,16.74166667,903.0350982,137.5268786,724.4316772,
1/12/2012 13:00,17.55,948.3803353,119.4312422,745.001389,
1/12/2012 14:00,17.15833333,948.1304034,108.7079428,752.5776723,
1/12/2012 15:00,16.35,946.5173347,108.2145893,730.5132591,
1/12/2012 16:00,15.80833333,696.6550545,150.6344719,668.627712,
1/12/2012 17:00,14.9,707.9845649,186.4087088,640.575642,
1/12/2012 18:00,14.4,614.5651427,154.2630611,539.6973908,
1/12/2012 19:00,14.10833333,617.696488,130.7411907,491.8965297,
1/12/2012 20:00,13.55,616.6868402,127.9661989,458.6692035,
1/12/2012 21:00,12.65833333,570.8540022,151.503613,339.1656255,
